bond_id,bond_nm,list_dt,price,premium_rt,ytm_rt,curr_iss_amt,turnover_rt,year_left,stock_id,stock_nm,market_cd
128114,正邦转债,2020-07-15,83.12,-4.02,11.18,7.825,17.37,2.973,002157,*ST正邦,szmb
123075,贝斯转债,2020-11-23,164.034,-1.99,-10.36,4.928,201.42,3.351,300580,贝斯特,szcy
123098,一品转债,2021-02-23,164.845,-0.25,,2.594,38.4,,300723,一品红,szcy
123136,城市转债,2022-02-15,110.28,-0.24,,1.774,129.33,,300778,新城市,szcy
123092,天壕转债,2021-01-15,225.08,1.04,-16.7,4.132,2.65,3.493,300332,天壕环境,szcy
113595,花王转债,2020-08-18,109.774,1.4,4.16,2.707,54.42,3.066,603007,ST花王,shmb
123118,惠城转债,2021-07-26,319.84,1.5,-21.8,1.808,40.59,4.027,300779,惠城环保,szcy
110061,川投转债,2019-12-02,175.676,1.78,-18.39,34.8,1.39,2.375,600674,川投能源,shmb
128081,海亮转债,2019-12-16,126.703,2.51,-4.62,27.861,1.17,2.403,002203,海亮股份,szmb
110053,苏银转债,2019-04-03,125.598,2.57,-5.36,155.24,0.71,1.712,600919,江苏银行,shmb
110068,龙净转债,2020-04-15,179.439,2.77,-15.66,18.759,1.74,2.74,600388,ST龙净,shmb
127058,科伦转债,2022-04-20,189.229,2.82,-10.6,20.342,1.87,4.726,002422,科伦药业,szmb
127036,三花转债,2021-06-30,146.579,3.3,-6.31,29.983,5.97,3.929,002050,三花智控,szmb
127069,小熊转债,2022-09-07,166.765,3.33,-6.17,5.045,26.07,5.129,002959,小熊电器,szmb
113044,大秦转债,2021-01-15,115.345,3.74,-0.5,299.872,0.42,3.466,601006,大秦铁路,shmb
127065,瑞鹄转债,2022-07-27,177.53,3.83,-7.53,4.392,14.48,4.989,002997,瑞鹄模具,szmb
118021,新致转债,2022-11-02,212.099,3.95,-10.73,4.848,157.99,5.255,688590,新致软件,shkc
123014,凯发转债,2018-08-21,116.158,4.27,-110.0,1.152,24.32,0.08,300407,凯发电气,szcy
110084,贵燃转债,2022-01-18,127.798,4.51,-2.4,9.181,23.85,4.501,600903,贵州燃气,shmb
113648,巨星转债,2022-05-17,139.139,5.43,-3.88,9.998,5.61,4.83,603477,巨星农牧,shmb
127063,贵轮转债,2022-05-30,132.591,5.5,-3.0,17.995,2.2,4.822,000589,贵州轮胎,szmb
113628,晨丰转债,2021-09-17,128.04,5.53,-1.34,4.149,12.69,4.156,603685,晨丰科技,shmb
113534,鼎胜转债,2019-04-30,254.254,5.58,-37.17,3.919,11.8,1.784,603876,鼎胜新材,shmb
110083,苏租转债,2021-12-10,128.34,6.5,-3.45,47.649,0.49,4.375,600901,江苏金租,shmb
113535,大业转债,2019-06-03,120.983,6.73,-10.52,4.996,10.57,0.866,603278,大业股份,shmb
128075,远东转债,2019-10-31,133.596,7.08,-7.21,5.433,502.41,2.241,002406,远东传动,szmb
128121,宏川转债,2020-08-07,131.808,7.85,-5.22,6.698,63.79,3.055,002930,宏川智慧,szmb
128083,新北转债,2019-12-31,130.326,7.91,-5.62,8.768,2.47,2.46,002376,新北洋,szmb
113626,伯特转债,2021-07-21,238.763,8.3,-15.89,7.806,9.73,4.006,603596,伯特利,shmb
113663,新化转债,2022-12-16,138.0,8.53,-2.54,6.499,7.19,5.425,603867,新化股份,shmb
123150,九强转债,2022-07-20,135.442,8.67,-3.17,11.21,5.41,5.011,300406,九强生物,szcy
123162,东杰转债,2022-11-04,130.636,8.88,-1.36,5.633,4.82,5.301,300486,东杰智能,szcy
110077,洪城转债,2020-12-17,146.673,9.21,-7.5,17.468,1.97,3.4,600461,洪城环境,shmb
123156,博汇转债,2022-09-02,133.012,9.21,-1.82,3.97,3.61,5.14,300839,博汇股份,szcy
127012,招路转债,2019-04-30,125.773,9.27,-9.23,49.998,1.38,1.734,001965,招商公路,szmb
110060,天路转债,2019-11-28,137.858,9.56,-8.19,7.059,37.72,2.337,600326,西藏天路,shmb
113631,皖天转债,2021-12-10,127.544,9.7,-2.52,9.299,3.11,4.367,603689,皖天然气,shmb
113063,赛轮转债,2022-11-24,138.178,9.97,-3.42,20.087,3.85,5.353,601058,赛轮轮胎,shmb
127029,中钢转债,2021-04-23,196.875,10.09,-13.23,7.627,15.54,3.726,000928,中钢国际,szmb
127028,英特转债,2021-03-10,130.651,10.78,-4.28,5.757,2.11,3.526,000411,英特集团,szmb
113505,杭电转债,2018-03-27,121.197,11.08,-15.83,7.497,39.69,0.69,603618,杭电股份,shmb
123067,斯莱转债,2020-10-15,146.41,11.63,-6.11,2.394,28.65,3.225,300382,斯莱克,szcy
