bond_id,bond_nm,bond_py,price,increase_rt,stock_id,stock_nm,stock_py,sprice,sincrease_rt,pb,convert_price,convert_value,convert_dt,premium_rt,dblow,sw_cd,market_cd,btype,list_dt,qflag2,owned,hold,bond_value,rating_cd,option_value,put_convert_price,force_redeem_price,convert_amt_ratio,fund_rt,maturity_dt,year_left,curr_iss_amt,volume,svolume,turnover_rt,ytm_rt,put_ytm_rt,noted,bond_nm_tip,redeem_icon,last_time,qstatus,margin_flg,sqflag,pb_flag,adj_cnt,adj_scnt,convert_price_valid,convert_price_tips,convert_cd_tip,ref_yield_info,adjusted,orig_iss_amt,price_tips,redeem_dt,real_force_redeem_price,option_tip,notes,volatility_rate
110057,现代转债,xdzz,118.599,0.21,600420,国药现代,gyxd,11.31,0.09,1.4,9.510,118.93,0,-0.28,118.32,370102,shmb,C,2019-04-30,N,0,0,buy,AAA,,6.66,12.36,1.3,buy,2025-03-31,,1.729,5665.33,11437.37,27.72,,,0,"最后交易日：2023年6月12日
最后转股日：2023年6月15日
赎回价：100.375元/张",R,14:00:53,00,R,Y,N,0,0,Y,,2019-10-08 开始转股,强赎登记日2023-06-12，赎回价格100.375元，如不考虑强赎纯债价值为102.85元，计算使用1.9年期 评级为AAA 债参考YTM：2.6571,N,16.16,全价：118.599 最后更新：14:00:53,2023-06-12,100.375,如不考虑强赎期权价值为32.66元,,buy
110061,川投转债,ctzz,175.4,3.81,600674,川投能源,ctny,15.33,3.93,1.96,8.800,174.2,0,0.69,176.09,410102,shmb,C,2019-12-02,N,0,0,buy,AAA,,6.16,11.44,5.1,buy,2025-11-10,2.425,34.8,17087.91,25549.84,2.84,-17.97,,0,本次（2022年11月16日至2022年12月9日）不提前赎回，以2023年12月10日为首个交易日重新起算,G,14:00:48,00,R,Y,N,0,0,Y,,2020-05-15 开始转股,计算使用2.5年期 评级为AAA 债参考YTM：2.7607,N,40.0,全价：175.400 最后更新：14:00:48,,,,,buy
127058,科伦转债,klzz,189.448,2.66,002422,科伦药业,klyy,30.15,2.55,2.69,16.040,187.97,0,0.79,190.24,370102,szmb,C,2022-04-20,N,0,0,buy,AA+,,11.23,20.85,5.7,buy,2028-03-18,4.778,20.342,29107.09,30478.62,7.64,-10.5,,0,本次（2022年9月29日至2022年10月28日）不提前赎回，至2023年10月28日均不行使提前赎回权利,G,14:00:51,00,R,Y,N,0,0,Y,,2022-09-26 开始转股,计算使用4.8年期 评级为AA+ 债参考YTM：3.3193,N,30.0,全价：189.448 最后更新：14:00:51,,,,,buy
110053,苏银转债,syzz,128.495,0.18,600919,江苏银行,jsyh,7.61,0.0,0.52,5.970,127.47,0,0.8,129.3,480401,shmb,C,2019-04-03,N,0,0,buy,AAA,,,7.76,14.4,buy,2025-03-13,1.762,161.511,9743.67,37369.18,0.47,-6.44,,0,,,14:00:50,00,R,Y,N,0,0,Y,,2019-09-20 开始转股,计算使用1.8年期 评级为AAA 债参考YTM：2.6371,N,200.0,全价：128.495 最后更新：14:00:50,,,,,buy
113534,鼎胜转债,dszz,243.403,5.02,603876,鼎胜新材,dsxc,18.93,5.4,2.58,7.840,241.45,0,0.81,244.21,240301,shmb,C,2019-04-30,N,0,0,buy,AA-,,5.49,10.19,2.4,buy,2025-04-08,1.833,3.919,54705.92,20056.53,58.24,-34.79,,0,本次（2023年5月11日至2023年5月31日）不提前赎回，以2023年8月31日后的首个交易日重新起算,G,14:00:50,00,R,Y,N,1,1,Y,转股价下修1次，成功下修1次,2019-10-16 开始转股,计算使用1.9年期 评级为AA- 债参考YTM：5.3650,N,12.54,全价：243.403 最后更新：14:00:50,,,,,buy
127069,小熊转债,xxzz,157.331,-0.86,002959,小熊电器,xxdq,84.95,-0.52,5.25,54.440,156.04,0,0.83,158.16,330301,szmb,C,2022-09-07,N,0,0,buy,AA-,,38.11,70.77,3.8,buy,2028-08-12,5.181,5.08,16365.49,13587.68,20.13,-5.02,,0,本次（2023年3月30日至2023年5月8日）不提前赎回，以2023年11月8日后首个交易日重新计算,G,14:00:51,00,,Y,N,0,0,Y,,2023-02-20 开始转股,计算使用5.2年期 评级为AA- 债参考YTM：6.1678,N,5.36,全价：157.331 最后更新：14:00:51,,,,,buy
123092,天壕转债,thzz,229.54,0.43,300332,天壕环境,thhj,11.68,1.57,2.44,5.140,227.24,0,1.01,230.55,410301,szcy,C,2021-01-15,N,0,0,buy,A+,,3.6,6.68,4.2,buy,2026-12-23,3.542,4.132,4023.93,4330.38,4.23,-16.94,,0,本次（2023年1月1日至2023年1月30日）不提前赎回，以2023年7月1日后首个交易日重新计算,G,14:00:51,00,R,Y,N,0,0,Y,,2021-06-30 开始转股,计算使用3.6年期 评级为A+ 债参考YTM：8.3931,N,4.23,全价：229.540 最后更新：14:00:51,,,,,buy
113044,大秦转债,dqzz,116.554,0.28,601006,大秦铁路,dqtl,7.72,-0.13,0.89,6.700,115.22,0,1.16,117.71,420903,shmb,C,2021-01-15,N,0,0,buy,AAA,,4.69,8.04,25.6,buy,2026-12-13,3.515,299.872,17334.93,14751.84,0.5,-0.8,,0,,,14:00:42,00,R,Y,N,0,0,Y,,2021-06-18 开始转股,计算使用3.6年期 评级为AAA 债参考YTM：2.9169,N,320.0,全价：116.554 最后更新：14:00:42,,,,,buy
113016,小康转债,xkzz,126.201,1.85,601127,赛力斯,sls,25.15,1.33,3.49,20.170,124.69,0,1.21,127.41,280502,shmb,C,2017-11-21,N,0,0,buy,AA-,,14.12,26.22,0.5,buy,2023-11-06,,1.981,112096.59,54124.04,433.51,,,0,"最后交易日：2023年6月16日
最后转股日：2023年6月21日
赎回价：101.271元/张",R,14:00:50,00,R,Y,N,1,1,Y,转股价下修1次，成功下修1次,2018-05-11 开始转股,强赎登记日2023-06-16，赎回价格101.271元，如不考虑强赎纯债价值为103.52元，计算使用0.5年期 评级为AA- 债参考YTM：4.8414,N,15.0,全价：126.201 最后更新：14:00:50,2023-06-16,101.271,如不考虑强赎期权价值为31.26元,,buy
123150,九强转债,jqzz,131.801,0.34,300406,九强生物,jqsw,22.78,-0.31,3.96,17.530,129.95,0,1.42,133.22,370504,szcy,C,2022-07-20,N,0,0,buy,AA-,,12.27,22.79,14.6,buy,2028-06-30,5.063,11.21,8666.98,3526.88,5.87,-2.61,,0,,,14:00:51,00,R,Y,N,0,0,Y,,2023-01-06 开始转股,计算使用5.1年期 评级为AA- 债参考YTM：6.1507,N,11.39,全价：131.801 最后更新：14:00:51,,,,,buy
