bond_id,bond_nm,list_dt,price,premium_rt,ytm_rt,curr_iss_amt,turnover_rt,year_left,stock_id,stock_nm,market_cd
123075,贝斯转债,2020-11-23,166.694,-1.77,-10.73,5.707,197.27,3.367,300580,贝斯特,szcy
123098,一品转债,2021-02-23,162.663,-0.61,,3.28,34.89,,300723,一品红,szcy
127069,小熊转债,2022-09-07,168.616,-0.36,-6.35,5.08,146.85,5.148,002959,小熊电器,szmb
123118,惠城转债,2021-07-26,324.947,1.07,-22.02,1.808,74.0,4.044,300779,惠城环保,szcy
123092,天壕转债,2021-01-15,223.898,1.85,-16.49,4.132,3.74,3.51,300332,天壕环境,szcy
118021,新致转债,2022-11-02,238.752,2.04,-12.71,4.848,147.31,5.274,688590,新致软件,shkc
110068,龙净转债,2020-04-15,180.196,2.16,-15.69,18.759,6.16,2.756,600388,ST龙净,shmb
110053,苏银转债,2019-04-03,125.408,2.28,-5.22,155.24,0.92,1.729,600919,江苏银行,shmb
110061,川投转债,2019-12-02,173.2,2.29,-17.76,34.8,1.97,2.392,600674,川投能源,shmb
127036,三花转债,2021-06-30,149.918,2.61,-6.82,29.983,8.89,3.945,002050,三花智控,szmb
113595,花王转债,2020-08-18,108.862,2.67,4.42,2.707,26.48,3.082,603007,ST花王,shmb
127065,瑞鹄转债,2022-07-27,180.403,2.92,-7.76,4.392,21.66,5.008,002997,瑞鹄模具,szmb
127058,科伦转债,2022-04-20,186.621,3.15,-10.29,20.342,1.97,4.745,002422,科伦药业,szmb
128081,海亮转债,2019-12-16,127.254,3.39,-4.76,27.861,0.84,2.422,002203,海亮股份,szmb
113044,大秦转债,2021-01-15,115.3,4.25,-0.49,299.872,0.55,3.482,601006,大秦铁路,shmb
113534,鼎胜转债,2019-04-30,264.5,5.26,-38.24,3.919,48.78,1.8,603876,鼎胜新材,shmb
128083,新北转债,2019-12-31,131.811,5.52,-6.02,8.768,4.3,2.48,002376,新北洋,szmb
110083,苏租转债,2021-12-10,128.841,5.53,-3.52,47.649,0.28,4.395,600901,江苏金租,shmb
113588,润达转债,2020-07-13,154.3,6.43,-10.21,5.498,296.77,2.989,603108,润达医疗,shmb
113626,伯特转债,2021-07-21,245.9,6.72,-16.45,7.806,34.54,4.022,603596,伯特利,shmb
127063,贵轮转债,2022-05-30,131.111,6.83,-2.76,17.995,1.48,4.838,000589,贵州轮胎,szmb
123136,城市转债,2022-02-15,123.822,7.11,,1.793,180.71,,300778,新城市,szcy
113628,晨丰转债,2021-09-17,127.397,8.1,-1.22,4.149,9.65,4.175,603685,晨丰科技,shmb
113648,巨星转债,2022-05-17,138.388,8.31,-3.75,9.998,6.02,4.849,603477,巨星农牧,shmb
123014,凯发转债,2018-08-21,118.766,8.56,-109.02,1.157,62.37,0.099,300407,凯发电气,szcy
113535,大业转债,2019-06-03,124.891,9.08,-13.52,4.996,3.38,0.882,603278,大业股份,shmb
123164,法本转债,2022-11-14,152.861,9.23,-4.3,6.001,14.37,5.34,300925,法本信息,szcy
123112,万讯转债,2021-04-23,147.95,9.32,-4.77,2.266,100.99,3.797,300112,万讯自控,szcy
127028,英特转债,2021-03-10,129.38,9.51,-3.99,5.757,1.99,3.543,000411,英特集团,szmb
113057,中银转债,2022-05-10,130.751,9.85,-3.65,57.158,1.24,4.762,601881,中国银河,shmb
110077,洪城转债,2020-12-17,143.226,10.08,-6.81,17.468,2.89,3.416,600461,洪城环境,shmb
110084,贵燃转债,2022-01-18,127.026,10.15,-2.26,9.181,3.5,4.521,600903,贵州燃气,shmb
123156,博汇转债,2022-09-02,132.636,10.25,-1.76,3.97,3.08,5.159,300839,博汇股份,szcy
123150,九强转债,2022-07-20,136.32,10.48,-3.29,11.21,1.72,5.03,300406,九强生物,szcy
113663,新化转债,2022-12-16,139.6,10.7,-2.74,6.499,4.76,5.444,603867,新化股份,shmb
128025,特一转债,2017-12-28,191.66,11.35,-97.1,2.113,30.5,0.46,002728,特一药业,szmb
113063,赛轮转债,2022-11-24,138.159,11.76,-3.4,20.087,1.35,5.373,601058,赛轮轮胎,shmb
123162,东杰转债,2022-11-04,129.68,11.79,-1.21,5.633,3.48,5.321,300486,东杰智能,szcy
