bond_id,bond_nm,list_dt,price,premium_rt,ytm_rt,curr_iss_amt,turnover_rt,year_left,stock_id,stock_nm,market_cd
110057,现代转债,2019-04-30,126.888,-1.17,-8.32,7.438,26.4,1.893,600420,国药现代,shmb
113057,中银转债,2022-05-10,130.021,-1.14,-3.45,57.906,34.78,4.877,601881,中国银河,shmb
110083,苏租转债,2021-12-10,133.989,-0.39,-4.27,47.934,3.32,4.51,600901,江苏金租,shmb
123116,万兴转债,2021-07-01,262.006,-0.24,,1.847,794.99,,300624,万兴科技,szcy
123148,上能转债,2022-07-01,141.428,-0.05,,2.288,259.49,,300827,上能电气,szcy
123118,惠城转债,2021-07-26,212.987,0.1,-12.93,1.881,209.1,4.159,300779,惠城环保,szcy
110053,苏银转债,2019-04-03,127.47,0.26,-5.74,161.575,2.22,1.844,600919,江苏银行,shmb
113044,大秦转债,2021-01-15,116.722,0.39,-0.82,299.891,1.0,3.597,601006,大秦铁路,shmb
113534,鼎胜转债,2019-04-30,238.265,0.43,-32.83,3.933,32.38,1.915,603876,鼎胜新材,shmb
110077,洪城转债,2020-12-17,135.9,0.71,-5.17,17.672,1.94,3.532,600461,洪城环境,shmb
123136,城市转债,2022-02-15,136.942,0.73,-2.75,4.01,160.95,4.704,300778,新城市,szcy
128081,海亮转债,2019-12-16,128.396,0.91,-4.89,27.871,2.33,2.537,002203,海亮股份,szmb
127058,科伦转债,2022-04-20,188.38,1.47,-10.23,20.904,3.07,4.86,002422,科伦药业,szmb
110061,川投转债,2019-12-02,169.938,1.73,-16.37,34.816,1.31,2.507,600674,川投能源,shmb
127029,中钢转债,2021-04-23,189.364,1.95,-11.9,7.627,69.85,3.858,000928,中钢国际,szmb
127028,英特转债,2021-03-10,134.752,2.35,-4.95,5.758,15.25,3.658,000411,英特集团,szmb
113021,中信转债,2019-03-19,117.323,2.64,-1.5,397.92,1.8,1.816,601998,中信银行,shmb
123092,天壕转债,2021-01-15,232.26,2.65,-16.86,4.142,2.4,3.625,300332,天壕环境,szcy
110068,龙净转债,2020-04-15,154.499,2.67,-10.37,18.76,4.46,2.871,600388,ST龙净,shmb
113595,花王转债,2020-08-18,118.901,2.83,1.35,2.707,16.6,3.197,603007,ST花王,shmb
113585,寿仙转债,2020-07-07,212.261,3.94,-17.99,1.001,57.95,3.082,603896,寿仙谷,shmb
127069,小熊转债,2022-09-07,152.869,4.93,-4.41,5.08,10.57,5.263,002959,小熊电器,szmb
127006,敖东转债,2018-05-11,124.119,5.06,-18.25,24.064,1.29,0.844,000623,吉林敖东,szmb
128091,新天转债,2020-01-17,187.471,5.2,-16.54,1.526,60.44,2.644,002873,新天药业,szmb
127063,贵轮转债,2022-05-30,130.876,5.62,-2.66,17.996,3.51,4.953,000589,贵州轮胎,szmb
118021,新致转债,2022-11-02,141.629,5.7,-3.37,4.85,64.35,5.389,688590,新致软件,shkc
110052,贵广转债,2019-03-29,149.558,5.84,-13.54,2.883,27.03,1.822,600996,贵广网络,shmb
128017,金禾转债,2017-11-27,130.702,5.88,-39.46,5.516,8.22,0.479,002597,金禾实业,szmb
113025,明泰转债,2019-05-07,184.888,6.01,-23.16,9.84,10.78,1.918,601677,明泰铝业,shmb
127065,瑞鹄转债,2022-07-27,155.703,6.8,-4.84,4.392,111.22,5.123,002997,瑞鹄模具,szmb
123150,九强转债,2022-07-20,131.133,6.83,-2.47,11.389,2.91,5.145,300406,九强生物,szcy
128128,齐翔转2,2020-09-15,128.374,6.95,-3.52,6.795,1.64,3.279,002408,齐翔腾达,szmb
123130,设研转债,2021-12-02,131.85,9.01,-2.7,3.755,26.45,4.51,300732,设研院,szcy
113646,永吉转债,2022-05-17,150.959,9.15,-5.78,1.458,93.67,4.934,603058,永吉股份,shmb
128121,宏川转债,2020-08-07,129.52,9.67,-4.47,6.699,2.5,3.186,002930,宏川智慧,szmb
113537,文灿转债,2019-07-05,224.988,9.82,-26.65,1.234,118.3,2.085,603348,文灿股份,shmb
123176,精测转2,2023-03-22,165.765,9.96,-5.96,12.76,27.21,5.816,300567,精测电子,szcy
127014,北方转债,2019-11-21,258.8,10.01,-28.87,5.34,169.32,2.458,000065,北方国际,szmb
113615,金诚转债,2021-01-14,280.119,10.03,-21.83,7.638,4.46,3.622,603979,金诚信,shmb
123025,精测转债,2019-04-19,219.58,10.27,-29.57,3.086,95.46,1.885,300567,精测电子,szcy
110080,东湖转债,2021-05-12,120.41,10.74,-1.34,15.491,4.16,3.923,600133,东湖高新,shmb
128111,中矿转债,2020-07-07,551.081,10.77,,1.1,287.82,3.088,002738,中矿资源,szmb
110084,贵燃转债,2022-01-18,122.864,11.1,-1.48,9.994,0.84,4.636,600903,贵州燃气,shmb
113631,皖天转债,2021-12-10,123.251,11.21,-1.69,9.299,7.13,4.501,603689,皖天然气,shmb
128132,交建转债,2020-10-16,132.49,11.5,-3.89,8.486,72.9,3.351,002941,新疆交建,szmb
123067,斯莱转债,2020-10-15,143.578,11.55,-5.31,2.395,21.64,3.356,300382,斯莱克,szcy
111002,特纸转债,2021-12-30,128.115,11.57,-2.03,6.62,6.01,4.584,605007,五洲特纸,shmb
123156,博汇转债,2022-09-02,132.748,11.61,-1.73,3.97,3.02,5.274,300839,博汇股份,szcy
128087,孚日转债,2020-01-16,119.886,12.33,-2.86,6.444,1.49,2.608,002083,孚日股份,szmb
113598,法兰转债,2020-08-25,148.503,12.36,-6.52,2.752,19.86,3.225,603966,法兰泰克,shmb
123098,一品转债,2021-02-23,200.935,12.4,-12.54,4.047,20.74,3.723,300723,一品红,szcy
110043,无锡转债,2018-03-14,115.095,12.5,-10.89,29.213,1.26,0.726,600908,无锡银行,shmb
123031,晶瑞转债,2019-09-26,380.019,12.73,,0.529,98.5,2.307,300655,晶瑞电材,szcy
128083,新北转债,2019-12-31,125.739,13.0,-4.0,8.768,1.76,2.595,002376,新北洋,szmb
113039,嘉泽转债,2020-09-17,159.048,13.46,-10.22,2.879,14.54,3.29,601619,嘉泽新能,shmb
113582,火炬转债,2020-06-23,170.13,13.5,-12.46,4.175,3.49,3.049,603678,火炬电子,shmb
127020,中金转债,2020-08-14,127.0,13.5,-3.61,30.228,1.13,3.195,000060,中金岭南,szmb
128141,旺能转债,2021-01-18,125.17,13.51,-2.53,12.701,0.95,3.608,002034,旺能环境,szmb
127012,招路转债,2019-04-30,123.8,13.52,-7.8,49.998,1.81,1.866,001965,招商公路,szmb
127032,苏行转债,2021-05-12,119.85,13.77,-1.18,49.995,1.54,3.926,002966,苏州银行,szmb
128048,张行转债,2018-11-29,118.056,13.79,-4.15,24.97,1.68,1.512,002839,张家港行,szmb
110045,海澜转债,2018-07-31,124.292,13.99,-10.43,29.495,1.85,1.178,600398,海澜之家,shmb
128130,景兴转债,2020-09-18,116.844,14.16,-0.68,9.986,2.52,3.31,002067,景兴纸业,szmb
113027,华钰转债,2019-07-10,149.2,14.26,-12.52,2.386,22.77,2.096,601020,华钰矿业,shmb
128095,恩捷转债,2020-02-28,180.531,14.28,-15.72,4.537,51.61,2.762,002812,恩捷股份,szmb
128034,江银转债,2018-02-14,114.111,14.39,-9.94,17.58,1.81,0.715,002807,江阴银行,szmb
110074,精达转债,2020-09-21,135.866,14.4,-4.72,5.095,2.88,3.277,600577,精达股份,shmb
123164,法本转债,2022-11-14,145.942,14.45,-3.37,6.006,10.25,5.455,300925,法本信息,szcy
128025,特一转债,2017-12-28,189.84,14.51,-76.81,2.116,125.32,0.575,002728,特一药业,szmb
113017,吉视转债,2018-01-15,117.629,14.55,-15.62,11.349,23.45,0.633,601929,吉视传媒,shmb
123063,大禹转债,2020-08-20,126.256,14.6,-0.19,6.346,2.53,3.216,300021,大禹节水,szcy
113058,友发转债,2022-04-26,120.3,14.89,-0.61,20.0,0.86,4.893,601686,友发集团,shmb
128106,华统转债,2020-05-08,211.244,14.91,-19.94,2.869,16.31,2.918,002840,华统股份,szmb
118003,华兴转债,2021-12-20,140.302,15.15,-4.38,7.998,36.65,4.559,688001,华兴源创,shkc
110055,伊力转债,2019-04-04,204.196,15.24,-27.98,2.434,15.17,1.849,600197,伊力特,shmb
110048,福能转债,2018-12-28,188.103,15.25,-28.71,12.76,1.39,1.578,600483,福能股份,shmb
123014,凯发转债,2018-08-21,133.497,15.27,-96.25,1.16,27.74,0.214,300407,凯发电气,szcy
113626,伯特转债,2021-07-21,211.006,15.34,-12.81,7.806,30.78,4.137,603596,伯特利,shmb
110075,南航转债,2020-11-03,129.208,15.54,-4.79,58.96,0.67,3.433,600029,南方航空,shmb
113594,淳中转债,2020-08-28,138.792,15.59,-4.5,2.997,25.81,3.197,603516,淳中科技,shmb
111007,永和转债,2022-11-01,136.256,15.85,-2.31,7.999,4.43,5.427,605020,永和股份,shmb
110047,山鹰转债,2018-12-10,116.845,15.88,-1.04,22.455,0.74,1.537,600567,山鹰国际,shmb
128140,润建转债,2020-12-29,171.162,15.91,-10.86,10.894,11.46,3.573,002929,润建股份,szmb
110060,天路转债,2019-11-28,135.017,15.97,-6.97,7.059,10.17,2.468,600326,西藏天路,shmb
110063,鹰19转债,2020-01-03,117.467,16.02,-1.0,18.092,0.72,2.595,600567,山鹰国际,shmb
128114,正邦转债,2020-07-15,69.3,16.14,18.01,11.897,8.06,3.104,002157,*ST正邦,szmb
123107,温氏转债,2021-04-21,126.986,16.58,-3.17,77.387,0.89,3.885,300498,温氏股份,szcy
110079,杭银转债,2021-04-23,117.465,16.63,-1.28,149.985,0.65,3.888,600926,杭州银行,shmb
123146,中环转2,2022-05-26,117.216,16.75,0.6,8.64,1.98,4.995,300692,中环环保,szcy
128082,华锋转债,2020-01-06,139.051,16.79,-5.93,2.016,82.56,2.57,002806,华锋股份,szmb
113664,大元转债,2023-01-04,142.261,16.94,-2.91,4.5,7.09,5.578,603757,大元泵业,shmb
127027,能化转债,2021-01-22,122.877,17.21,-2.04,19.464,0.71,3.586,000552,甘肃能化,szmb
127018,本钢转债,2020-08-04,123.694,17.45,0.93,56.31,0.42,3.137,000761,本钢板材,szmb
123140,天地转债,2022-03-30,137.781,17.47,-3.23,1.719,9.87,4.849,300743,天地数码,szcy
113648,巨星转债,2022-05-17,129.601,17.58,-2.36,9.998,4.62,4.964,603477,巨星农牧,shmb
111012,福新转债,2023-02-07,126.979,17.74,-0.79,4.29,1.66,5.658,605488,福莱新材,shmb
123085,万顺转2,2020-12-28,125.654,18.1,-3.14,5.712,6.69,3.589,300057,万顺新材,szcy
113527,维格转债,2019-02-19,130.955,18.66,-6.44,2.862,14.09,1.71,603518,锦泓集团,shmb
