bond_id,bond_nm,list_dt,price,premium_rt,ytm_rt,curr_iss_amt,turnover_rt,year_left,stock_id,stock_nm,market_cd
123136,城市转债,2022-02-15,127.471,-1.11,,2.352,338.52,,300778,新城市,szcy
113585,寿仙转债,2020-07-07,208.848,-0.21,,0.129,224.3,,603896,寿仙谷,shmb
123118,惠城转债,2021-07-26,316.887,-0.15,-21.25,1.809,226.81,4.101,300779,惠城环保,szcy
110057,现代转债,2019-04-30,127.947,-0.02,,3.715,7.35,,600420,国药现代,shmb
123150,九强转债,2022-07-20,138.585,0.14,-3.57,11.389,17.99,5.088,300406,九强生物,szcy
127058,科伦转债,2022-04-20,192.765,0.19,-10.78,20.371,7.63,4.803,002422,科伦药业,szmb
128114,正邦转债,2020-07-15,66.21,0.29,20.23,11.875,164.09,3.047,002157,*ST正邦,szmb
123092,天壕转债,2021-01-15,237.161,0.33,-17.6,4.142,2.98,3.567,300332,天壕环境,szcy
110061,川投转债,2019-12-02,169.204,0.75,-16.58,34.8,1.87,2.449,600674,川投能源,shmb
113016,小康转债,2017-11-21,127.995,1.24,,2.018,104.26,,601127,赛力斯,shmb
110053,苏银转债,2019-04-03,126.196,1.26,-5.39,161.511,0.82,1.786,600919,江苏银行,shmb
127028,英特转债,2021-03-10,130.88,1.39,-4.24,5.757,10.89,3.6,000411,英特集团,szmb
113044,大秦转债,2021-01-15,115.575,1.76,-0.55,299.872,0.55,3.54,601006,大秦铁路,shmb
123098,一品转债,2021-02-23,192.492,1.78,-11.68,4.047,16.66,3.666,300723,一品红,szcy
113534,鼎胜转债,2019-04-30,228.394,2.31,-32.11,3.919,17.22,1.858,603876,鼎胜新材,shmb
110084,贵燃转债,2022-01-18,127.384,2.54,-2.29,9.181,13.86,4.578,600903,贵州燃气,shmb
128081,海亮转债,2019-12-16,126.412,2.62,-4.39,27.864,0.94,2.479,002203,海亮股份,szmb
110083,苏租转债,2021-12-10,128.529,3.27,-3.42,47.649,0.38,4.452,600901,江苏金租,shmb
123156,博汇转债,2022-09-02,136.28,3.76,-2.26,3.97,8.63,5.216,300839,博汇股份,szcy
127069,小熊转债,2022-09-07,156.761,4.91,-4.93,5.08,6.47,5.205,002959,小熊电器,szmb
110077,洪城转债,2020-12-17,140.704,5.27,-6.21,17.468,17.61,3.474,600461,洪城环境,shmb
110068,龙净转债,2020-04-15,169.094,5.49,-13.43,18.76,4.84,2.814,600388,ST龙净,shmb
127006,敖东转债,2018-05-11,124.869,6.57,-20.24,24.064,0.67,0.786,000623,吉林敖东,szmb
113505,杭电转债,2018-03-27,121.838,7.78,-14.87,7.497,65.61,0.764,603618,杭电股份,shmb
128111,中矿转债,2020-07-07,545.1,7.9,,1.1,71.76,3.03,002738,中矿资源,szmb
123075,贝斯转债,2020-11-23,135.064,8.23,-4.8,5.996,17.46,3.425,300580,贝斯特,szcy
128091,新天转债,2020-01-17,198.5,8.43,-18.72,1.525,51.4,2.586,002873,新天药业,szmb
128025,特一转债,2017-12-28,204.711,8.62,-93.09,2.113,123.35,0.518,002728,特一药业,szmb
113626,伯特转债,2021-07-21,214.98,8.88,-13.39,7.806,7.11,4.079,603596,伯特利,shmb
127065,瑞鹄转债,2022-07-27,167.9,9.25,-6.33,4.392,12.94,5.066,002997,瑞鹄模具,szmb
118021,新致转债,2022-11-02,175.7,9.55,-7.31,4.848,363.73,5.332,688590,新致软件,shkc
128083,新北转债,2019-12-31,131.96,9.69,-5.92,8.768,5.11,2.537,002376,新北洋,szmb
128087,孚日转债,2020-01-16,123.726,9.74,-4.13,6.443,4.56,2.551,002083,孚日股份,szmb
113025,明泰转债,2019-05-07,176.927,9.82,-21.96,9.84,2.25,1.86,601677,明泰铝业,shmb
113631,皖天转债,2021-12-10,123.384,10.56,-1.73,9.299,2.55,4.444,603689,皖天然气,shmb
123164,法本转债,2022-11-14,148.732,10.85,-3.75,6.006,7.94,5.397,300925,法本信息,szcy
127012,招路转债,2019-04-30,126.139,10.87,-9.0,49.998,0.76,1.808,001965,招商公路,szmb
113582,火炬转债,2020-06-23,153.925,11.61,-9.86,4.173,19.06,2.992,603678,火炬电子,shmb
113057,中银转债,2022-05-10,128.2,11.67,-3.21,57.158,1.99,4.819,601881,中国银河,shmb
123014,凯发转债,2018-08-21,130.582,11.67,-120.67,1.16,20.53,0.156,300407,凯发电气,szcy
127029,中钢转债,2021-04-23,183.667,11.69,-11.35,7.627,31.95,3.8,000928,中钢国际,szmb
128128,齐翔转2,2020-09-15,122.946,11.75,-2.26,6.795,2.48,3.222,002408,齐翔腾达,szmb
113646,永吉转债,2022-05-17,138.129,11.96,-4.08,1.384,17.09,4.877,603058,永吉股份,shmb
123067,斯莱转债,2020-10-15,141.696,13.0,-5.01,2.395,8.02,3.299,300382,斯莱克,szcy
113615,金诚转债,2021-01-14,275.45,13.15,-21.77,7.638,3.34,3.564,603979,金诚信,shmb
113594,淳中转债,2020-08-28,147.477,13.2,-6.45,2.997,17.53,3.14,603516,淳中科技,shmb
123162,东杰转债,2022-11-04,126.9,13.27,-0.79,5.633,18.13,5.378,300486,东杰智能,szcy
128017,金禾转债,2017-11-27,125.548,13.45,-36.9,5.516,4.91,0.422,002597,金禾实业,szmb
123031,晶瑞转债,2019-09-26,399.46,13.53,,0.529,93.71,2.249,300655,晶瑞电材,szcy
113537,文灿转债,2019-07-05,239.319,13.66,-29.52,1.234,34.94,2.027,603348,文灿股份,shmb
127063,贵轮转债,2022-05-30,127.081,13.73,-2.09,17.996,1.69,4.896,000589,贵州轮胎,szmb
128121,宏川转债,2020-08-07,127.255,13.88,-4.0,6.699,3.95,3.129,002930,宏川智慧,szmb
128133,奇正转债,2020-10-27,128.024,14.0,-2.92,7.994,3.59,3.312,002287,奇正藏药,szmb
110043,无锡转债,2018-03-14,111.23,14.07,-7.04,29.213,0.36,0.668,600908,无锡银行,shmb
113595,花王转债,2020-08-18,103.527,14.23,6.06,2.707,12.95,3.14,603007,ST花王,shmb
123025,精测转债,2019-04-19,218.358,14.46,-30.14,3.086,86.15,1.827,300567,精测电子,szcy
128034,江银转债,2018-02-14,110.433,14.58,-6.1,17.579,0.71,0.658,002807,江阴银行,szmb
110048,福能转债,2018-12-28,188.69,14.59,-29.76,12.76,1.72,1.521,600483,福能股份,shmb
110052,贵广转债,2019-03-29,140.32,14.74,-10.76,2.883,19.42,1.764,600996,贵广网络,shmb
123112,万讯转债,2021-04-23,135.725,14.82,-2.51,2.266,16.33,3.855,300112,万讯自控,szcy
110045,海澜转债,2018-07-31,124.149,14.83,-10.84,29.495,1.19,1.121,600398,海澜之家,shmb
111012,福新转债,2023-02-07,132.299,15.06,-1.54,4.29,4.42,5.6,605488,福莱新材,shmb
113027,华钰转债,2019-07-10,144.7,15.23,-11.52,2.386,11.6,2.038,601020,华钰矿业,shmb
110074,精达转债,2020-09-21,135.688,15.33,-4.77,5.094,3.42,3.219,600577,精达股份,shmb
113058,友发转债,2022-04-26,119.679,15.46,-0.51,20.0,0.88,4.836,601686,友发集团,shmb
128033,迪龙转债,2018-01-29,126.247,15.53,-27.89,2.972,6.05,0.575,002658,雪迪龙,szmb
128106,华统转债,2020-05-08,207.142,15.59,-19.75,2.869,6.13,2.86,002840,华统股份,szmb
123089,九洲转2,2021-01-08,128.398,15.85,-1.92,3.06,5.0,3.559,300040,九洲集团,szcy
128141,旺能转债,2021-01-18,124.588,16.0,-2.44,12.701,0.4,3.551,002034,旺能环境,szmb
128082,华锋转债,2020-01-06,139.699,16.06,-6.24,2.016,4.35,2.512,002806,华锋股份,szmb
113021,中信转债,2019-03-19,116.46,16.1,-1.13,397.92,0.35,1.759,601998,中信银行,shmb
113504,艾华转债,2018-03-23,125.629,16.38,-20.67,4.627,1.64,0.756,603989,艾华集团,shmb
113039,嘉泽转债,2020-09-17,165.73,16.4,-11.55,2.879,7.24,3.233,601619,嘉泽新能,shmb
110080,东湖转债,2021-05-12,118.874,16.49,-1.03,15.491,0.85,3.866,600133,东湖高新,shmb
123141,宏丰转债,2022-04-08,122.801,16.53,-0.28,3.211,2.09,4.795,300283,温州宏丰,szcy
123050,聚飞转债,2020-05-15,138.9,16.64,-4.49,3.746,22.27,2.871,300303,聚飞光电,szcy
118003,华兴转债,2021-12-20,145.224,16.69,-5.18,7.998,14.08,4.501,688001,华兴源创,shkc
123063,大禹转债,2020-08-20,126.289,16.69,-0.2,6.346,4.28,3.159,300021,大禹节水,szcy
123085,万顺转2,2020-12-28,127.232,16.89,-3.54,5.712,3.21,3.532,300057,万顺新材,szcy
128130,景兴转债,2020-09-18,116.751,17.09,-0.66,9.986,0.57,3.252,002067,景兴纸业,szmb
127036,三花转债,2021-06-30,140.749,17.11,-5.22,29.984,1.53,4.0,002050,三花智控,szmb
118016,京源转债,2022-08-25,116.433,17.19,0.88,3.33,2.43,5.186,688096,京源环保,shkc
128048,张行转债,2018-11-29,115.137,17.21,-2.63,24.97,0.47,1.455,002839,张家港行,szmb
113063,赛轮转债,2022-11-24,134.6,17.23,-2.89,20.087,2.55,5.43,601058,赛轮轮胎,shmb
123146,中环转2,2022-05-26,120.6,17.45,0.02,8.64,2.47,4.937,300692,中环环保,szcy
128075,远东转债,2019-10-31,124.043,17.5,-3.9,5.433,5.56,2.318,002406,远东传动,szmb
127014,北方转债,2019-11-21,227.397,17.54,-25.51,5.34,37.02,2.4,000065,北方国际,szmb
113527,维格转债,2019-02-19,128.566,17.59,-5.6,2.862,11.36,1.652,603518,锦泓集团,shmb
110060,天路转债,2019-11-28,129.12,17.82,-5.37,7.059,41.47,2.411,600326,西藏天路,shmb
127027,能化转债,2021-01-22,118.204,17.85,-0.97,19.464,1.71,3.529,000552,甘肃能化,szmb
123140,天地转债,2022-03-30,142.003,18.05,-3.89,1.719,5.87,4.792,300743,天地数码,szcy
127032,苏行转债,2021-05-12,119.116,18.08,-1.04,49.995,0.51,3.868,002966,苏州银行,szmb
123158,宙邦转债,2022-10-21,132.523,18.23,-2.66,19.695,1.41,5.329,300037,新宙邦,szcy
123192,科思转债,2023-05-11,173.42,18.24,-6.13,7.249,26.06,5.871,300856,科思股份,szcy
123080,海波转债,2020-12-22,135.187,18.59,-2.21,1.489,3.24,3.507,300517,海波重科,szcy
113628,晨丰转债,2021-09-17,120.698,18.68,0.1,4.15,4.3,4.233,603685,晨丰科技,shmb
127020,中金转债,2020-08-14,123.421,18.72,-2.79,30.228,0.85,3.137,000060,中金岭南,szmb
123052,飞鹿转债,2020-07-03,138.955,19.1,-3.29,1.503,4.39,3.014,300665,飞鹿股份,szcy
113598,法兰转债,2020-08-25,159.494,19.24,-8.76,2.752,4.97,3.167,603966,法兰泰克,shmb
111005,富春转债,2022-07-25,123.115,19.42,-1.64,5.699,0.73,5.068,605189,富春染织,shmb
113648,巨星转债,2022-05-17,130.415,19.44,-2.52,9.998,3.48,4.907,603477,巨星农牧,shmb
123120,隆华转债,2021-08-23,130.599,19.45,-1.92,7.981,1.5,4.164,300263,隆华科技,szcy
127018,本钢转债,2020-08-04,121.601,19.49,1.53,56.31,0.4,3.079,000761,本钢板材,szmb
128140,润建转债,2020-12-29,186.194,19.62,-13.17,10.894,1.92,3.515,002929,润建股份,szmb
113051,节能转债,2021-07-22,127.637,19.68,-2.73,29.988,0.39,4.06,601016,节能风电,shmb
123176,精测转2,2023-03-22,172.878,19.87,-6.71,12.76,14.36,5.759,300567,精测电子,szcy
110058,永鼎转债,2019-05-08,150.379,19.92,-14.72,2.604,84.83,1.877,600105,永鼎股份,shmb
123130,设研转债,2021-12-02,129.424,19.93,-2.32,3.755,7.94,4.452,300732,设研院,szcy
110055,伊力转债,2019-04-04,204.355,19.99,-28.76,2.434,7.94,1.792,600197,伊力特,shmb
113549,白电转债,2019-12-11,119.471,20.13,-2.17,8.046,3.53,2.46,603861,白云电器,shmb
113535,大业转债,2019-06-03,118.712,20.21,-7.81,4.996,8.35,0.94,603278,大业股份,shmb
110090,爱迪转债,2022-10-28,135.99,20.24,-3.22,15.698,2.36,5.321,600933,爱柯迪,shmb
128042,凯中转债,2018-09-03,118.904,20.46,-3.74,4.154,2.56,1.167,002823,凯中精密,szmb
113619,世运转债,2021-02-19,127.216,20.48,-2.95,9.997,20.14,3.641,603920,世运电路,shmb
118030,睿创转债,2023-02-10,149.126,20.75,-4.61,15.64,1.0,5.586,688002,睿创微纳,shkc
123160,泰福转债,2022-10-25,117.624,21.29,0.62,3.349,3.26,5.334,300992,泰福泵业,szcy
123175,百畅转债,2023-03-17,124.268,21.36,-0.9,4.2,10.85,5.734,300614,百川畅银,szcy
113649,丰山转债,2022-07-21,123.127,21.37,-0.45,4.994,1.42,5.079,603810,丰山集团,shmb
128095,恩捷转债,2020-02-28,171.394,21.44,-14.38,4.537,9.67,2.704,002812,恩捷股份,szmb
123147,中辰转债,2022-06-21,123.17,21.6,-0.56,5.705,1.0,5.0,300933,中辰股份,szcy
127070,大中转债,2022-10-11,125.353,21.62,-1.32,15.194,0.46,5.219,001203,大中矿业,szmb
113664,大元转债,2023-01-04,149.926,21.67,-3.88,4.5,4.22,5.521,603757,大元泵业,shmb
128026,众兴转债,2018-01-03,113.801,21.91,-12.77,4.084,3.6,0.537,002772,众兴菌业,szmb
123012,万顺转债,2018-08-29,149.633,22.01,-25.27,1.221,10.75,1.14,300057,万顺新材,szcy
123194,百洋转债,2023-05-05,133.299,22.04,-2.04,8.6,3.54,5.874,301015,百洋医药,szcy
123188,水羊转债,2023-04-25,143.449,22.16,-2.85,6.95,5.8,5.849,300740,水羊股份,szcy
113634,珀莱转债,2022-01-04,148.667,22.33,-4.74,7.508,0.62,4.526,603605,珀莱雅,shmb
113663,新化转债,2022-12-16,127.75,22.35,-1.11,6.5,0.98,5.501,603867,新化股份,shmb
118023,广大转债,2022-11-09,123.8,22.43,-0.57,15.5,1.87,5.375,688186,广大特材,shkc
118028,会通转债,2023-01-04,121.811,22.47,-0.23,8.3,0.52,5.521,688219,会通股份,shkc
113591,胜达转债,2020-07-23,121.42,22.97,-0.12,4.743,1.89,3.085,603687,大胜达,shmb
127054,双箭转债,2022-03-15,120.3,23.08,-0.64,5.136,1.47,4.704,002381,双箭股份,szmb
123071,天能转债,2020-11-25,133.242,23.14,-3.08,6.941,4.73,3.392,300569,天能重工,szcy
127005,长证转债,2018-04-11,108.605,23.22,-4.23,49.964,0.57,0.784,000783,长江证券,szmb
123061,航新转债,2020-08-18,128.188,23.45,-1.21,2.496,433.14,3.142,300424,航新科技,szcy
111007,永和转债,2022-11-01,136.119,23.64,-2.31,7.999,3.87,5.37,605020,永和股份,shmb
113060,浙22转债,2022-07-08,120.491,23.73,-1.87,69.998,0.55,5.044,601878,浙商证券,shmb
110091,合力转债,2023-01-06,152.099,23.74,-5.37,20.48,0.45,5.54,600761,安徽合力,shmb
110047,山鹰转债,2018-12-10,115.185,23.96,-0.11,22.455,0.5,1.479,600567,山鹰国际,shmb
110063,鹰19转债,2020-01-03,115.183,23.96,-0.24,18.092,0.28,2.537,600567,山鹰国际,shmb
128049,华源转债,2018-12-20,118.762,23.98,-3.89,3.631,3.18,1.496,002787,华源控股,szmb
111002,特纸转债,2021-12-30,123.504,24.35,-1.25,6.62,2.26,4.526,605007,五洲特纸,shmb
110079,杭银转债,2021-04-23,115.018,24.57,-0.75,149.985,0.31,3.83,600926,杭州银行,shmb
110085,通22转债,2022-03-18,120.161,24.95,-1.25,119.84,0.69,4.74,600438,通威股份,shmb
128066,亚泰转债,2019-05-14,115.0,24.97,-0.47,4.61,1.18,1.882,002811,郑中设计,szmb
123184,天阳转债,2023-04-18,137.656,25.01,-2.33,9.75,5.88,5.816,300872,天阳科技,szcy
127050,麒麟转债,2021-12-06,128.4,25.24,-2.53,21.989,0.66,4.452,002984,森麒麟,szmb
128076,金轮转债,2019-11-08,126.169,25.35,-4.51,2.136,2.62,2.375,002722,物产金轮,szmb
127084,柳工转2,2023-04-20,124.81,25.45,-1.06,30.0,3.87,5.827,000528,柳工,szmb
123166,蒙泰转债,2022-11-25,124.0,25.65,-0.38,3.0,1.29,5.43,300876,蒙泰高新,szcy
127037,银轮转债,2021-07-09,161.131,25.73,-8.25,6.994,1.99,4.014,002126,银轮股份,szmb
113013,国君转债,2017-07-24,104.853,26.07,1.42,69.899,1.71,0.099,601211,国泰君安,shmb
113526,联泰转债,2019-02-18,124.725,26.27,-8.54,1.927,2.56,1.649,603797,联泰环保,shmb
110075,南航转债,2020-11-03,128.33,26.28,-4.68,58.96,1.0,3.375,600029,南方航空,shmb
113530,大丰转债,2019-04-18,129.004,26.41,-4.61,6.297,3.16,1.822,603081,大丰实业,shmb
123107,温氏转债,2021-04-21,123.218,26.49,-2.44,77.387,0.55,3.827,300498,温氏股份,szcy
127064,杭氧转债,2022-07-05,162.552,26.59,-7.26,11.368,0.9,4.973,002430,杭氧股份,szmb
123167,商络转债,2022-12-09,124.803,26.63,-0.5,3.965,2.26,5.471,300975,商络电子,szcy
