Date,110088.SH,113545.SH,113631.SH,123128.SZ,123156.SZ,127027.SZ,127061.SZ,110047.SH,110063.SH,110070.SH,110087.SH,110089.SH,110092.SH,111001.SH,111002.SH,111003.SH,111007.SH,111012.SH,113025.SH,113027.SH,113046.SH,113047.SH,113058.SH,113059.SH,113064.SH,113534.SH,113535.SH,113566.SH,113591.SH,113600.SH,113615.SH,113621.SH,113623.SH,113632.SH,113636.SH,113638.SH,113640.SH,113641.SH,113649.SH,113650.SH,113653.SH,113657.SH,113663.SH,118000.SH,118005.SH,118006.SH,118008.SH,118010.SH,118018.SH,118020.SH,118022.SH,118023.SH,118028.SH,118029.SH,123012.SZ,123013.SZ,123031.SZ,123046.SZ,123052.SZ,123076.SZ,123078.SZ,123085.SZ,123091.SZ,123106.SZ,123118.SZ,123124.SZ,123126.SZ,123129.SZ,123144.SZ,123152.SZ,123158.SZ,123165.SZ,123166.SZ,123168.SZ,123169.SZ,127017.SZ,127018.SZ,127019.SZ,127020.SZ,127022.SZ,127025.SZ,127030.SZ,127031.SZ,127035.SZ,127042.SZ,127043.SZ,127053.SZ,127054.SZ,127056.SZ,127059.SZ,127062.SZ,127067.SZ,127068.SZ,127070.SZ,127073.SZ,127075.SZ,127078.SZ,128039.SZ,128049.SZ,128063.SZ,128071.SZ,128072.SZ,128079.SZ,128081.SZ,128085.SZ,128095.SZ,128109.SZ,128111.SZ,128117.SZ,128123.SZ,128128.SZ,128130.SZ,128144.SZ,110060.SH,110064.SH,110068.SH,110074.SH,110075.SH,110080.SH,110082.SH,110086.SH,110091.SH,111000.SH,113024.SH,113030.SH,113044.SH,113054.SH,113505.SH,113519.SH,113526.SH,113530.SH,113546.SH,113549.SH,113574.SH,113578.SH,113593.SH,113595.SH,113597.SH,113598.SH,113608.SH,113609.SH,113637.SH,113644.SH,113646.SH,113651.SH,113652.SH,113654.SH,113656.SH,113658.SH,113664.SH,113665.SH,118009.SH,118014.SH,118016.SH,118017.SH,118019.SH,118025.SH,118026.SH,123002.SZ,123004.SZ,123010.SZ,123014.SZ,123034.SZ,123038.SZ,123044.SZ,123048.SZ,123049.SZ,123061.SZ,123063.SZ,123067.SZ,123071.SZ,123080.SZ,123089.SZ,123101.SZ,123103.SZ,123109.SZ,123112.SZ,123114.SZ,123120.SZ,123127.SZ,123130.SZ,123136.SZ,123141.SZ,123142.SZ,123146.SZ,123147.SZ,123149.SZ,123155.SZ,123159.SZ,123160.SZ,123161.SZ,123162.SZ,123163.SZ,127012.SZ,127014.SZ,127024.SZ,127029.SZ,127033.SZ,127034.SZ,127036.SZ,127039.SZ,127040.SZ,127041.SZ,127044.SZ,127047.SZ,127051.SZ,127052.SZ,127055.SZ,127064.SZ,127066.SZ,127071.SZ,127072.SZ,127074.SZ,127077.SZ,127079.SZ,128037.SZ,128041.SZ,128042.SZ,128044.SZ,128066.SZ,128070.SZ,128076.SZ,128120.SZ,128121.SZ,128125.SZ,128127.SZ,128132.SZ,128134.SZ,128138.SZ,128141.SZ,128143.SZ,110044.SH,110045.SH,110052.SH,110072.SH,110090.SH,111004.SH,111005.SH,111008.SH,111009.SH,111011.SH,113016.SH,113017.SH,113033.SH,113049.SH,113061.SH,113063.SH,113524.SH,113527.SH,113537.SH,113542.SH,113561.SH,113575.SH,113576.SH,113589.SH,113625.SH,113626.SH,113627.SH,113628.SH,113629.SH,113633.SH,113643.SH,113655.SH,113659.SH,113662.SH,123011.SZ,123039.SZ,123072.SZ,123075.SZ,123088.SZ,123093.SZ,123154.SZ,123174.SZ,127007.SZ,127016.SZ,127037.SZ,127050.SZ,127063.SZ,127065.SZ,127069.SZ,128023.SZ,128056.SZ,128075.SZ,128082.SZ,128087.SZ,128090.SZ,110055.SH,113565.SH,113584.SH,113605.SH,113634.SH,113647.SH,113648.SH,123056.SZ,123107.SZ,123133.SZ,123172.SZ,127015.SZ,127045.SZ,127046.SZ,127049.SZ,127060.SZ,127076.SZ,128017.SZ,128026.SZ,128030.SZ,128036.SZ,128106.SZ,128114.SZ,128119.SZ,128135.SZ,128142.SZ,110057.SH,110076.SH,113563.SH,113579.SH,113588.SH,113601.SH,113606.SH,113610.SH,113618.SH,113624.SH,113660.SH,118004.SH,118012.SH,123018.SZ,123064.SZ,123065.SZ,123082.SZ,123090.SZ,123098.SZ,123099.SZ,123108.SZ,123113.SZ,123117.SZ,123119.SZ,123132.SZ,123135.SZ,123145.SZ,123150.SZ,123151.SZ,123171.SZ,127006.SZ,127028.SZ,127058.SZ,128021.SZ,128025.SZ,128053.SZ,128062.SZ,128091.SZ,128097.SZ,128108.SZ,128124.SZ,128133.SZ,110043.SH,110053.SH,110059.SH,110067.SH,110073.SH,110079.SH,110083.SH,113013.SH,113021.SH,113037.SH,113042.SH,113043.SH,113050.SH,113052.SH,113055.SH,113056.SH,113057.SH,113060.SH,113062.SH,113065.SH,113516.SH,127005.SZ,127032.SZ,128034.SZ,128048.SZ,128116.SZ,128129.SZ,110058.SH,110062.SH,110081.SH,110085.SH,111010.SH,113045.SH,113053.SH,113504.SH,113569.SH,113573.SH,113577.SH,113582.SH,113594.SH,113596.SH,113602.SH,113604.SH,113616.SH,113619.SH,113639.SH,113661.SH,118003.SH,118007.SH,118011.SH,118013.SH,118015.SH,118021.SH,118024.SH,118027.SH,118030.SH,123015.SZ,123022.SZ,123025.SZ,123035.SZ,123050.SZ,123054.SZ,123059.SZ,123087.SZ,123096.SZ,123100.SZ,123104.SZ,123115.SZ,123121.SZ,123122.SZ,123131.SZ,123138.SZ,123140.SZ,123143.SZ,123153.SZ,123157.SZ,123164.SZ,123167.SZ,123170.SZ,123173.SZ,127026.SZ,127038.SZ,127080.SZ,128033.SZ,128035.SZ,128074.SZ,128083.SZ,128101.SZ,128118.SZ,128122.SZ,128131.SZ,128136.SZ,128137.SZ,128140.SZ,110048.SH,110061.SH,110077.SH,110084.SH,113039.SH,113048.SH,113051.SH,113532.SH,123092.SZ,128105.SZ,123175.SZ,118031.SH,113666.SH,123176.SZ,123178.SZ,123177.SZ,123179.SZ,123180.SZ,118032.SH,113066.SH,123181.SZ,113667.SH,118033.SH,123182.SZ,123184.SZ,123183.SZ,110093.SH,123185.SZ,127084.SZ,123186.SZ,123187.SZ,123189.SZ,127081.SZ,123188.SZ,123190.SZ,127083.SZ,113668.SH,127082.SZ,123191.SZ,123194.SZ,111013.SH,123195.SZ,123193.SZ,113669.SH,123192.SZ,113670.SH,118034.SH,123196.SZ,127085.SZ,123197.SZ,123057.SZ,128014.SZ,113570.SH,113622.SH,123134.SZ,123148.SZ,111006.SH,127004.SZ,128100.SZ,113585.SH,123029.SZ,127057.SZ,113011.SH,123077.SZ,123083.SZ,123116.SZ,127021.SZ,128078.SZ,113567.SH,123105.SZ,128145.SZ,128040.SZ,123060.SZ,123125.SZ,113525.SH,128029.SZ,123123.SZ,128022.SZ,128069.SZ,128015.SZ,110056.SH,123139.SZ,123110.SZ,113642.SH,110038.SH,128046.SZ,128073.SZ,123027.SZ,113635.SH,123137.SZ,118001.SH,113502.SH,123023.SZ,123062.SZ,123097.SZ,127048.SZ,113620.SH,123045.SZ,123086.SZ,123084.SZ,128139.SZ,123073.SZ,113548.SH,113630.SH,123070.SZ,113599.SH,128013.SZ,128107.SZ,110071.SH,127013.SZ,113541.SH,113568.SH,127003.SZ,113550.SH,118002.SH,113036.SH,123024.SZ,110066.SH,113026.SH,128093.SZ,128103.SZ,123111.SZ,128096.SZ,123042.SZ,128094.SZ,127011.SZ,128113.SZ,123043.SZ,128050.SZ,113034.SH,113009.SH,110034.SH,113536.SH,123053.SZ,113607.SH,113528.SH,123081.SZ,110051.SH,123074.SZ,113614.SH,113603.SH,123028.SZ,128057.SZ,113580.SH,123102.SZ,123069.SZ,110033.SH,110041.SH,128018.SZ,123047.SZ,123051.SZ,123068.SZ,113014.SH,113572.SH,123030.SZ,113612.SH,123079.SZ,128051.SZ,123094.SZ,113012.SH,113508.SH,123033.SZ,128064.SZ,113509.SH,123066.SZ,123007.SZ,113040.SH,113611.SH,128032.SZ,127023.SZ,113543.SH,123058.SZ,110065.SH,113041.SH,113559.SH,110031.SH,113564.SH,128126.SZ,113557.SH,110069.SH,113038.SH,128052.SZ,113029.SH,113590.SH,113592.SH,128028.SZ,113583.SH,127008.SZ,128112.SZ,128065.SZ,128010.SZ,123055.SZ,123017.SZ,128115.SZ,113587.SH,128110.SZ,113035.SH,113556.SH,113586.SH,113008.SH,113032.SH,113520.SH,128019.SZ,128104.SZ,128102.SZ,113562.SH,123026.SZ,113581.SH,123036.SZ,113553.SH,113555.SH,123032.SZ,113020.SH,113521.SH,128058.SZ,128099.SZ,113571.SH,128098.SZ,128067.SZ,128043.SZ,113028.SH,113544.SH,128092.SZ,113547.SH,113554.SH,123037.SZ,128084.SZ,110042.SH,113019.SH,123020.SZ,113031.SH,113514.SH,113518.SH,123041.SZ,128045.SZ,128086.SZ,113022.SH,123040.SZ,128088.SZ,113558.SH,128089.SZ,128059.SZ,113552.SH,128080.SZ,113551.SH,128077.SZ,128054.SZ,113515.SH,113511.SH,113503.SH,128012.SZ,113531.SH,123021.SZ,110050.SH,128055.SZ,113517.SH,128016.SZ,123019.SZ,113510.SH,113540.SH,110046.SH,123009.SZ,110054.SH,128038.SZ,123016.SZ,113539.SH,128061.SZ,113522.SH,113538.SH,128060.SZ,123003.SZ,113523.SH,128068.SZ,128020.SZ,113533.SH,110049.SH,110030.SH,113529.SH,113507.SH,128047.SZ,127009.SZ,123001.SZ,128027.SZ,127010.SZ,113015.SH,128024.SZ,110040.SH,113513.SH,113018.SH,123006.SZ,113506.SH,123008.SZ,113512.SH,110032.SH,113010.SH,123005.SZ,110039.SH,128011.SZ,128009.SZ,110035.SH,113501.SH,113007.SH,110023.SH,128007.SZ,128008.SZ,125089.SZ,126729.SZ,110029.SH,128002.SZ,128005.SZ,110012.SH,113006.SH,110011.SH,110019.SH,110028.SH,128006.SZ,110020.SH,113001.SH,110022.SH,110018.SH,110027.SH,113002.SH,110015.SH,110017.SH,127002.SZ,113005.SH,110025.SH,128004.SZ,110024.SH,113003.SH,128003.SZ,128001.SZ,110007.SH,110016.SH,125887.SZ,110003.SH,129031.SZ,125731.SZ,110009.SH
2023/6/2,94.7222,105.5145,99.1868,98.1077,80.4283,102.6523,92.3999,110.5909,106.4381,105.2858,95.5187,96.739,93.0764,92.5418,99.3615,91.163,87.2998,77.8799,106.2285,94.0044,101.3526,100.4603,98.0367,97.3874,95.32,101.7222,107.3976,99.2782,101.8748,104.4384,102.9211,100.7817,101.7437,99.5693,92.3285,99.0806,91.113,96.4476,89.2163,89.0627,89.1662,83.7998,86.5073,96.9767,87.3702,83.2766,89.1473,77.0959,75.6474,84.4551,94.1773,87.1164,86.3917,73.516,102.0172,103.6142,96.9859,99.4081,100.5845,96.4798,101.4622,91.8974,102.0386,100.0697,88.3667,79.8935,93.0034,90.8039,90.0913,83.0886,94.448,87.0674,79.09,86.9234,83.7425,107.5213,116.9819,103.0799,103.0597,97.7414,99.3732,99.3841,101.9271,102.7036,100.8215,94.7141,94.276,98.5774,95.7554,90.2317,90.0393,95.8376,83.4326,96.5998,96.1184,87.8154,78.2997,100.2414,104.0689,112.6314,106.2243,96.5007,97.1554,105.0684,58.1253,104.0497,103.5714,104.4502,103.0865,96.3775,102.7357,102.5371,99.507,105.3911,109.8384,104.3649,104.443,99.4065,99.9603,99.8501,97.7397,93.6903,95.0593,101.7827,106.489,102.6227,97.2954,105.9463,112.3393,103.1481,112.588,99.3404,105.1218,92.1195,55.9895,95.2565,56.4199,103.2841,100.4843,92.6419,98.0368,92.4133,90.0322,84.8893,96.9871,94.9338,86.9234,87.7061,89.7383,86.9785,86.2618,79.8999,76.0148,73.2188,80.3666,94.5457,93.6689,74.3347,104.7845,104.6189,101.8312,104.9375,97.1519,96.4222,105.3921,102.3527,104.2998,91.7109,105.1828,99.6574,99.1539,95.7601,98.0067,100.3238,89.8405,96.3721,98.8953,95.466,95.0175,82.1818,99.7118,91.7676,75.8507,79.3828,90.2999,89.1161,97.2843,80.6559,86.8752,71.9379,95.8064,71.7115,71.7115,101.6466,105.793,102.8481,103.8422,101.6651,94.3002,100.4129,100.216,98.6843,99.2461,91.632,93.0041,93.091,97.4389,90.9272,95.6629,95.4547,94.6551,96.1216,87.2707,86.9133,78.0305,105.8804,103.4456,107.5279,102.5986,103.6155,99.3671,99.886,87.1653,94.3068,98.3871,93.9946,104.0929,102.001,111.3115,101.2696,91.4234,106.7493,106.2109,109.6203,103.5001,94.0423,90.8202,84.0895,77.7323,93.9131,85.6286,103.8808,104.5766,103.4408,98.103,97.0283,93.9619,106.411,111.7866,107.911,106.354,95.6659,101.5881,108.7122,96.3241,98.1745,104.768,99.4271,80.5188,94.1287,97.7441,90.3984,96.719,94.1479,84.8543,107.7195,98.321,99.4436,94.3344,91.871,97.1367,88.4641,85.1884,106.8234,105.1161,99.8674,98.0106,96.0723,81.5424,89.0285,106.6913,103.4025,105.8004,94.2195,97.0678,98.5329,106.3048,99.8552,103.5618,101.8759,101.9042,97.7397,86.456,101.1472,100.5995,92.0069,84.8376,101.3889,97.0487,98.5171,97.4174,77.4416,84.2428,104.9568,103.3699,106.533,97.5053,101.3894,46.7013,100.2211,106.34,101.26,102.8217,101.7701,102.5969,102.1784,102.5449,100.1539,98.9198,98.364,92.9796,89.0416,84.9948,92.2176,81.3946,103.5055,102.4421,100.1435,92.111,102.9408,99.8018,99.1811,101.5162,94.0415,99.64,101.1531,92.5511,84.6837,96.0917,85.6361,81.5591,78.4957,103.0175,100.5668,96.2349,104.7569,103.4637,106.5953,73.5855,96.6925,97.5126,100.8288,86.0894,104.0245,104.3231,109.3958,108.1672,101.2327,100.6693,100.1173,96.688,104.7885,109.1789,104.8796,108.0663,99.1248,98.7234,99.7709,96.3594,100.2579,95.137,94.3949,93.0198,97.0224,108.4673,103.1075,102.4101,104.3506,106.6516,103.3263,101.9603,101.6221,102.1624,97.9559,97.3041,95.34,99.3485,96.8546,104.013,101.6709,98.3919,98.8967,102.6469,94.8811,78.4211,100.8135,96.1024,102.0289,100.8862,96.7323,92.7941,97.7538,82.4693,81.3403,99.5831,81.1283,70.0117,95.6768,70.3143,93.1451,77.287,106.2799,103.9786,105.5629,103.996,101.9417,103.3248,98.146,86.4098,94.3447,109.013,93.8509,94.8208,86.7096,85.331,83.5145,73.8264,88.1611,81.108,88.0609,79.3007,78.7706,88.6712,69.958,99.5878,100.7335,77.5747,104.5249,103.2912,110.4629,104.8816,103.5885,101.9528,105.7263,102.3845,100.5627,95.7688,101.3659,106.4233,102.3694,101.4792,97.4097,100.8135,101.5965,100.5781,104.2577,91.6358,96.6358,74.7559,96.5909,92.4896,82.1126,84.8384,75.6982,84.7868,84.6193,84.8098,93.0128,76.3042,84.6811,84.624,76.105,84.5582,84.5954,93.1858,74.083,98.1493,75.8105,67.7355,74.6908,73.4395,76.227,84.3191,92.5194,76.3632,93.8438,81.5114,82.8273,84.96,75.8748,84.2317,90.4022,84.2317,95.7469,92.2082,74.4018,92.286,75.5321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023/6/5,94.7158,105.5326,99.2148,98.1291,80.4671,102.7026,92.426,110.5869,106.4485,105.2958,95.5381,96.7572,93.0818,92.5853,99.3783,91.1923,87.3198,77.9187,106.2971,94.0251,101.4036,100.575,98.0426,97.389,95.3228,101.796,107.4269,99.3145,101.915,104.4967,102.9944,100.9013,101.8513,99.5864,92.3684,99.0935,91.145,96.4709,89.2365,89.0828,89.1898,83.8182,86.5292,97.0626,87.4589,83.3146,89.1675,77.133,75.684,84.4964,94.1785,87.1363,86.4135,73.5524,102.0293,103.6952,96.9976,99.4332,99.1302,96.5686,101.5367,91.9826,102.1112,100.153,88.4077,79.9307,93.0467,90.8468,90.1167,83.1283,94.4477,87.0872,79.1285,86.9455,83.7638,106.6072,117.0229,103.106,103.0498,97.7787,99.4645,99.4341,101.9882,102.7172,100.8545,94.7691,94.3129,98.5868,95.7865,90.3158,90.0645,95.8573,83.4508,96.5988,96.1445,87.8357,78.3384,100.2791,104.0461,112.6197,106.2266,96.5129,97.1773,105.0921,58.2526,104.0687,102.5853,104.4778,103.1272,96.4921,102.7775,102.5789,99.5742,105.4091,109.8889,104.3588,104.4855,99.4971,100.0123,99.8719,97.7434,93.7072,95.1249,101.8187,106.5131,102.7286,97.3189,105.9696,112.3717,103.1415,112.6007,99.3627,105.2505,92.1573,56.1033,95.3006,56.5388,103.3415,100.5403,92.6849,98.1272,92.4499,90.0575,84.9131,96.9866,94.9333,86.9425,87.8172,89.7854,87.0005,86.2835,79.9384,76.0512,73.2678,80.4054,94.5455,93.6697,74.3711,104.8074,104.6421,101.8637,105.0065,97.1732,96.4538,105.4188,102.3774,104.323,91.7699,105.3075,99.7294,99.2387,95.8049,98.1438,100.3835,89.8816,96.4522,99.0148,95.5317,95.0726,82.2201,99.7335,91.8038,75.8988,79.4191,90.3252,89.1384,97.3814,80.6948,86.8942,71.9864,95.8075,71.7602,71.7602,101.6482,105.8062,102.8874,103.8945,101.7181,94.3714,100.4568,100.2974,98.7238,99.2854,91.6852,93.048,93.1312,97.4517,90.959,95.6831,95.4544,94.6737,96.1213,87.2907,86.9354,78.0691,105.9038,103.4778,107.5335,102.6027,103.6201,99.3768,99.9235,87.2215,94.3439,98.4419,94.0384,104.1512,102.1353,111.4135,101.3447,91.4656,106.7754,106.236,109.6212,103.5042,94.0418,90.8492,84.1086,77.7701,93.9138,85.6526,103.9259,104.5923,103.4535,98.1905,97.0482,93.9628,106.3854,111.815,107.9283,106.3567,95.6971,101.7475,108.8823,96.3621,98.2422,104.8085,99.4656,80.571,94.178,97.7607,90.4271,96.7181,94.149,84.8759,107.7325,98.3532,99.4896,94.4155,91.9137,97.1808,88.4835,85.2144,106.8485,105.1415,99.9125,98.0319,96.076,81.5862,89.0481,106.7147,103.4049,105.8104,94.2617,97.1056,98.5698,106.317,99.8862,102.5759,101.9456,101.9214,97.7434,86.4803,101.1871,100.7017,92.0431,84.859,101.4164,97.0838,98.5438,97.474,77.4776,84.2619,104.9807,103.4149,106.5884,97.596,101.5487,46.8151,100.2606,106.4128,101.3351,102.8231,101.8401,102.62,102.188,102.5586,100.2098,99.0047,98.4547,93.0655,89.0825,85.0164,92.2539,81.4336,103.5221,102.5694,100.2153,92.1539,103.074,99.8896,99.2688,101.5099,94.1125,99.6778,101.1922,92.5909,84.7225,96.0955,85.6556,81.5982,78.5346,103.0381,100.6191,96.2572,104.7798,103.5085,106.6157,73.7014,96.7241,97.5432,100.8423,86.19,104.0829,104.3428,109.398,108.1947,101.2552,100.7059,100.2194,96.7445,104.8094,109.21,104.87,108.2311,99.2284,98.8112,99.8115,96.4038,100.2839,95.1613,94.4032,93.0372,97.0168,108.4844,103.1196,102.5058,104.3879,106.6514,103.3524,102.015,101.6266,102.1907,98.0516,97.3276,95.4686,99.4673,96.8937,104.0653,101.697,98.4357,98.9187,102.6607,94.925,78.5417,100.8546,96.1846,102.0819,100.9589,96.7565,92.7965,97.7704,82.5069,81.3793,99.5827,81.1671,70.0589,95.6778,70.3623,93.1506,77.4542,106.2921,103.9677,105.6293,104.0192,101.9686,103.3655,98.237,86.5183,94.428,109.0782,93.9157,94.8759,86.75,85.3702,83.6031,73.8732,88.189,81.1467,88.0799,79.3394,78.8097,88.6937,70.0056,99.6612,100.7776,77.6134,104.5502,103.3108,110.4733,104.9051,103.6014,101.9929,105.7234,102.4416,100.6011,95.8513,101.4407,106.4185,102.3959,101.5292,97.4224,100.8546,101.6495,100.6807,104.2694,91.6783,96.7723,74.7934,96.5995,92.4978,82.2128,84.8667,75.7886,84.8152,84.6475,84.8381,93.0154,76.3432,84.7093,84.6521,76.1438,84.5864,84.6235,93.1885,74.1208,98.1523,75.8492,67.7824,74.7288,73.5271,76.2658,84.4096,92.5339,76.4021,93.8554,81.5412,82.8559,84.9883,75.9147,84.2609,90.4132,84.2609,95.7608,92.2216,74.441,92.2995,75.5716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
