bond_id,bond_nm,bond_py,price,increase_rt,stock_id,stock_nm,stock_py,sprice,sincrease_rt,pb,convert_price,convert_value,convert_dt,premium_rt,dblow,sw_cd,market_cd,btype,list_dt,qflag2,owned,hold,bond_value,rating_cd,option_value,put_convert_price,force_redeem_price,convert_amt_ratio,fund_rt,maturity_dt,year_left,curr_iss_amt,volume,svolume,turnover_rt,ytm_rt,put_ytm_rt,noted,bond_nm_tip,redeem_icon,last_time,qstatus,margin_flg,sqflag,pb_flag,adj_cnt,adj_scnt,convert_price_valid,convert_price_tips,convert_cd_tip,ref_yield_info,adjusted,orig_iss_amt,price_tips,redeem_dt,real_force_redeem_price,option_tip,notes,volatility_rate
123098,一品转债,ypzz,181.71,2.6,300723,一品红,yph,30.57,3.28,6.08,16.840,181.53,0,0.1,181.81,370102,szcy,C,2021-02-23,N,0,0,buy,AA-,,11.79,21.89,6.6,buy,2027-01-28,3.627,4.047,34311.47,8188.22,46.79,-10.38,,0,,,15:35:00,00,,Y,N,0,0,Y,,2021-08-03 开始转股,计算使用3.7年期 评级为AA- 债参考YTM：5.9285,N,4.8,全价：181.710 最后更新：15:35:00,,,,,buy
118021,新致转债,xzzz,217.594,-1.94,688590,新致软件,xzrj,23.18,-0.64,4.32,10.680,217.04,0,0.25,217.84,710401,shkc,C,2022-11-02,N,0,0,buy,A,,7.48,13.88,13.0,buy,2028-09-27,5.293,4.848,155762.56,31546.81,146.85,-11.1,,0,本次（2023年5月8日至2023年5月30日）不提前赎回，以2023年12月1日为首个交易日重新计算,G,15:00:00,00,R,Y,N,0,0,Y,,2023-04-10 开始转股,计算使用5.3年期 评级为A 债参考YTM：10.8847,N,4.85,全价：217.594 最后更新：15:00:00,,,,,buy
123092,天壕转债,thzz,222.66,-0.38,300332,天壕环境,thhj,11.37,0.0,2.38,5.140,221.21,0,0.66,223.32,410301,szcy,C,2021-01-15,N,0,0,buy,A+,,3.6,6.68,4.3,buy,2026-12-23,3.529,4.132,3108.07,3745.97,3.37,-16.27,,0,本次（2023年1月1日至2023年1月30日）不提前赎回，以2023年7月1日后首个交易日重新计算,G,15:34:57,00,R,Y,N,0,0,Y,,2021-06-30 开始转股,计算使用3.6年期 评级为A+ 债参考YTM：8.3445,N,4.23,全价：222.660 最后更新：15:34:57,,,,,buy
123118,惠城转债,hczz,321.801,-1.29,300779,惠城环保,hchb,54.31,-1.22,6.91,17.060,318.35,0,1.08,322.88,760103,szcy,C,2021-07-26,N,0,0,buy,A+,,11.94,22.18,3.5,buy,2027-07-06,4.063,1.808,37213.18,15970.98,63.67,-21.73,,0,本次（2023年3月13日至2023年3月31日）不提前赎回，自2023年6月30日后首个交易日重新计算,G,15:34:12,00,,Y,N,0,0,Y,,2022-01-13 开始转股,计算使用4.1年期 评级为A+ 债参考YTM：8.4271,N,3.2,全价：321.801 最后更新：15:34:12,,,,,buy
110053,苏银转债,syzz,127.343,-0.35,600919,江苏银行,jsyh,7.48,-0.93,0.51,5.970,125.29,0,1.64,128.98,480401,shmb,C,2019-04-03,N,0,0,buy,AAA,,,7.76,14.7,buy,2025-03-13,1.748,161.511,21510.61,47903.63,1.04,-6.0,,0,,,14:59:58,00,R,Y,N,0,0,Y,,2019-09-20 开始转股,计算使用1.8年期 评级为AAA 债参考YTM：2.5800,N,200.0,全价：127.343 最后更新：14:59:58,,,,,buy
110061,川投转债,ctzz,172.599,1.78,600674,川投能源,ctny,14.87,0.81,1.9,8.800,168.98,0,2.14,174.74,410102,shmb,C,2019-12-02,N,0,0,buy,AAA,,6.16,11.44,5.2,buy,2025-11-10,2.411,34.8,29033.21,14404.9,4.84,-17.51,,0,本次（2022年11月16日至2022年12月9日）不提前赎回，以2023年12月10日为首个交易日重新起算,G,15:00:00,00,R,Y,N,0,0,Y,,2020-05-15 开始转股,计算使用2.5年期 评级为AAA 债参考YTM：2.6976,N,40.0,全价：172.599 最后更新：15:00:00,,,,,buy
127069,小熊转债,xxzz,162.522,-0.11,002959,小熊电器,xxdq,86.22,0.01,5.33,54.440,158.38,0,2.62,165.14,330301,szmb,C,2022-09-07,N,0,0,buy,AA-,,38.11,70.77,3.8,buy,2028-08-12,5.167,5.08,9874.41,7241.73,11.95,-5.64,,0,本次（2023年3月30日至2023年5月8日）不提前赎回，以2023年11月8日后首个交易日重新计算,G,15:34:33,00,,Y,N,0,0,Y,,2023-02-20 开始转股,计算使用5.2年期 评级为AA- 债参考YTM：6.1451,N,5.36,全价：162.522 最后更新：15:34:33,,,,,buy
113628,晨丰转债,cfzz,131.052,0.88,603685,晨丰科技,cfkj,16.48,0.37,2.53,12.940,127.36,0,2.9,133.95,270302,shmb,C,2021-09-17,N,0,0,buy,A,,9.06,16.82,14.9,buy,2027-08-23,4.195,4.149,29083.14,10686.6,53.05,-1.89,,0,,,15:00:00,00,,Y,N,0,0,Y,,2022-02-28 开始转股,计算使用4.2年期 评级为A 债参考YTM：10.7340,N,4.15,全价：131.052 最后更新：15:00:00,,,,,buy
123075,贝斯转债,bszz,150.1,4.45,300580,贝斯特,bst,34.35,6.84,3.13,23.560,145.8,0,2.95,153.05,280203,szcy,C,2020-11-23,N,0,0,buy,AA-,,16.49,30.63,9.4,buy,2026-11-01,3.386,5.996,31205.63,15746.45,35.18,-7.82,,0,,,15:34:45,00,,Y,N,0,0,Y,,2021-05-06 开始转股,计算使用3.4年期 评级为AA- 债参考YTM：5.8828,N,6.0,全价：150.100 最后更新：15:34:45,,,,,buy
127058,科伦转债,klzz,187.87,-0.85,002422,科伦药业,klyy,29.25,-1.25,2.61,16.040,182.36,0,3.02,190.89,370102,szmb,C,2022-04-20,N,0,0,buy,AA+,,11.23,20.85,5.9,buy,2028-03-18,4.764,20.342,22973.17,46267.06,6.0,-10.38,,0,本次（2022年9月29日至2022年10月28日）不提前赎回，至2023年10月28日均不行使提前赎回权利,G,15:34:21,00,R,Y,N,0,0,Y,,2022-09-26 开始转股,计算使用4.8年期 评级为AA+ 债参考YTM：3.3102,N,30.0,全价：187.870 最后更新：15:34:21,,,,,buy
