bond_id,bond_nm,list_dt,price,premium_rt,ytm_rt,curr_iss_amt,turnover_rt,year_left,stock_id,stock_nm,market_cd
113016,Z小康转,2017-11-21,170.796,-0.69,,1.364,1510.79,,601127,赛力斯,shmb
127069,小熊转债,2022-09-07,169.012,1.11,-6.38,5.08,68.73,5.162,002959,小熊电器,szmb
123098,一品转债,2021-02-23,180.883,1.13,-10.28,4.024,21.78,3.622,300723,一品红,szcy
123092,天壕转债,2021-01-15,228.1,1.33,-16.88,4.132,4.8,3.523,300332,天壕环境,szcy
110053,苏银转债,2019-04-03,126.26,1.72,-5.55,161.511,1.58,1.743,600919,江苏银行,shmb
123118,惠城转债,2021-07-26,332.41,1.78,-22.39,1.808,58.7,4.058,300779,惠城环保,szcy
110061,川投转债,2019-12-02,168.818,2.38,-16.78,34.8,3.64,2.406,600674,川投能源,shmb
128081,海亮转债,2019-12-16,128.584,2.74,-5.15,27.864,1.35,2.436,002203,海亮股份,szmb
127058,科伦转债,2022-04-20,193.5,2.98,-10.95,20.342,7.64,4.759,002422,科伦药业,szmb
127065,瑞鹄转债,2022-07-27,178.2,4.02,-7.51,4.392,24.78,5.022,002997,瑞鹄模具,szmb
113044,大秦转债,2021-01-15,115.385,4.05,-0.51,299.872,0.68,3.496,601006,大秦铁路,shmb
118021,新致转债,2022-11-02,213.475,4.54,-10.78,4.848,181.01,5.288,688590,新致软件,shkc
110083,苏租转债,2021-12-10,129.98,5.27,-3.7,47.649,0.4,4.408,600901,江苏金租,shmb
123075,贝斯转债,2020-11-23,153.5,5.28,-8.45,5.996,73.41,3.381,300580,贝斯特,szcy
113648,巨星转债,2022-05-17,140.856,6.03,-4.1,9.998,52.71,4.863,603477,巨星农牧,shmb
110068,龙净转债,2020-04-15,182.257,6.62,-15.97,18.759,3.75,2.77,600388,ST龙净,shmb
123136,城市转债,2022-02-15,136.416,6.73,,1.797,477.93,,300778,新城市,szcy
128083,新北转债,2019-12-31,130.995,6.97,-5.75,8.768,7.9,2.493,002376,新北洋,szmb
127063,贵轮转债,2022-05-30,131.704,7.51,-2.84,17.995,1.74,4.852,000589,贵州轮胎,szmb
123156,博汇转债,2022-09-02,133.15,7.75,-1.83,3.97,9.02,5.173,300839,博汇股份,szcy
113534,鼎胜转债,2019-04-30,266.673,7.82,-38.29,3.919,60.56,1.814,603876,鼎胜新材,shmb
127028,英特转债,2021-03-10,130.2,7.83,-4.15,5.757,7.27,3.556,000411,英特集团,szmb
127036,三花转债,2021-06-30,150.15,7.83,-6.83,29.983,6.93,3.959,002050,三花智控,szmb
113628,晨丰转债,2021-09-17,129.069,8.1,-1.53,4.149,15.61,4.189,603685,晨丰科技,shmb
113626,伯特转债,2021-07-21,235.406,8.2,-15.47,7.806,33.48,4.036,603596,伯特利,shmb
110084,贵燃转债,2022-01-18,128.897,8.62,-2.57,9.181,12.17,4.534,600903,贵州燃气,shmb
128025,特一转债,2017-12-28,197.0,8.86,-97.45,2.113,75.88,0.474,002728,特一药业,szmb
123150,九强转债,2022-07-20,139.648,9.19,-3.75,11.21,4.92,5.044,300406,九强生物,szcy
113057,中银转债,2022-05-10,134.126,9.26,-4.16,57.158,3.81,4.775,601881,中国银河,shmb
127029,中钢转债,2021-04-23,195.899,9.31,-13.0,7.627,57.22,3.756,000928,中钢国际,szmb
113595,花王转债,2020-08-18,106.089,10.02,5.3,2.707,60.49,3.096,603007,ST花王,shmb
128111,中矿转债,2020-07-07,589.996,10.03,-41.32,1.099,74.32,2.986,002738,中矿资源,szmb
110077,洪城转债,2020-12-17,144.028,10.42,-6.93,17.468,2.55,3.43,600461,洪城环境,shmb
127006,敖东转债,2018-05-11,124.76,10.51,-21.33,24.064,0.6,0.743,000623,吉林敖东,szmb
123014,凯发转债,2018-08-21,129.702,10.58,-162.73,1.157,45.37,0.112,300407,凯发电气,szcy
123164,法本转债,2022-11-14,159.0,10.83,-5.0,6.001,57.57,5.353,300925,法本信息,szcy
128042,凯中转债,2018-09-03,130.2,11.36,-11.44,4.154,155.72,1.123,002823,凯中精密,szmb
113535,大业转债,2019-06-03,123.831,11.4,-12.47,4.996,6.79,0.896,603278,大业股份,shmb
128091,新天转债,2020-01-17,191.8,12.15,-17.9,1.525,21.86,2.543,002873,新天药业,szmb
127012,招路转债,2019-04-30,124.55,12.22,-8.55,49.998,0.63,1.764,001965,招商公路,szmb
128087,孚日转债,2020-01-16,123.1,12.3,-4.01,6.443,2.32,2.507,002083,孚日股份,szmb
113549,白电转债,2019-12-11,125.235,12.4,-4.13,8.046,26.57,2.416,603861,白云电器,shmb
110052,贵广转债,2019-03-29,150.727,12.69,-14.68,2.883,34.29,1.721,600996,贵广网络,shmb
128106,华统转债,2020-05-08,196.399,13.09,-18.48,2.869,38.22,2.816,002840,华统股份,szmb
128114,正邦转债,2020-07-15,84.802,13.7,10.74,11.7,18.22,3.0,002157,*ST正邦,szmb
113631,皖天转债,2021-12-10,125.083,13.79,-2.06,9.299,1.94,4.4,603689,皖天然气,shmb
128082,华锋转债,2020-01-06,152.139,13.85,-9.59,2.015,30.21,2.469,002806,华锋股份,szmb
128017,金禾转债,2017-11-27,129.419,13.99,-47.86,5.516,6.73,0.378,002597,金禾实业,szmb
123162,东杰转债,2022-11-04,129.499,14.07,-1.19,5.633,4.98,5.334,300486,东杰智能,szcy
127014,北方转债,2019-11-21,242.511,14.36,-27.93,5.34,403.52,2.356,000065,北方国际,szmb
128128,齐翔转2,2020-09-15,127.988,14.5,-3.54,6.795,2.02,3.178,002408,齐翔腾达,szmb
128140,润建转债,2020-12-29,194.544,14.53,-14.4,10.894,8.63,3.471,002929,润建股份,szmb
110043,无锡转债,2018-03-14,109.88,14.56,-5.65,29.213,2.28,0.625,600908,无锡银行,shmb
113063,赛轮转债,2022-11-24,140.48,14.89,-3.7,20.087,2.67,5.386,601058,赛轮轮胎,shmb
113537,文灿转债,2019-07-05,272.594,14.91,-34.82,1.233,133.94,1.984,603348,文灿股份,shmb
123080,海波转债,2020-12-22,140.496,15.08,-3.34,1.489,10.19,3.463,300517,海波重科,szcy
128121,宏川转债,2020-08-07,129.19,15.08,-4.54,6.699,2.1,3.085,002930,宏川智慧,szmb
110045,海澜转债,2018-07-31,124.798,15.17,-11.7,29.495,2.18,1.077,600398,海澜之家,shmb
123025,精测转债,2019-04-19,232.9,15.37,-33.22,3.086,30.33,1.784,300567,精测电子,szcy
113505,杭电转债,2018-03-27,120.202,15.53,-14.09,7.497,3.37,0.721,603618,杭电股份,shmb
110091,合力转债,2023-01-06,153.418,15.6,-5.56,20.48,2.73,5.499,600761,安徽合力,shmb
