bond_id,bond_nm,bond_py,price,increase_rt,stock_id,stock_nm,stock_py,sprice,sincrease_rt,pb,convert_price,convert_value,convert_dt,premium_rt,dblow,sw_cd,market_cd,btype,list_dt,qflag2,owned,hold,bond_value,rating_cd,option_value,put_convert_price,force_redeem_price,convert_amt_ratio,fund_rt,short_maturity_dt,year_left,curr_iss_amt,volume,svolume,turnover_rt,ytm_rt,put_ytm_rt,noted,bond_nm_tip,redeem_icon,last_time,qstatus,margin_flg,sqflag,pb_flag,adj_cnt,adj_scnt,convert_price_valid,convert_price_tips,convert_cd_tip,ref_yield_info,adjusted,orig_iss_amt,price_tips,redeem_dt,real_force_redeem_price,option_tip,notes,volatility_rate
113595,花王转债,hwzz,136.114,2.72,603007,ST花王,sthw,6.14,4.07,4.52,4.48,137.05,0,-0.69,135.42,620307,shmb,C,2020-08-18,N,0,0,buy,B+,,3.14,5.82,16.1,buy,26-07-20,3.337,3.295,339678.97,14966.41,753.25,-2.81,,0,,,15:00:00,00,,Y,N,1,1,Y,转股价下修1次，成功下修1次,2021-01-27 开始转股,,N,3.3,全价：136.114 最后更新：15:00:00,,,,,buy
113570,百达转债,bdzz,121.065,-4.08,603331,百达精工,bdjg,13.5,-4.32,2.88,11.09,121.73,0,-0.55,120.52,640106,shmb,C,2020-04-08,N,0,0,buy,A+,,7.76,14.42,1.1,buy,26-03-10,,0.304,7390.11,7809.84,197.26,,,0,"最后交易日：2023年3月20日
最后转股日：2023年3月23日
赎回价：100.053元/张",R,14:59:57,00,,Y,N,0,0,Y,,2020-09-17 开始转股,强赎登记日2023-03-20，赎回价格100.053元，如不考虑强赎纯债价值为89.17元，计算使用3.0年期 评级为A+ 债参考YTM：8.5159,N,2.8,全价：121.065 最后更新：14:59:57,2023-03-20,100.053,如不考虑强赎期权价值为45.50元,,buy
127057,盘龙转债,plzz,136.0,-3.89,002864,盘龙药业,plyy,36.11,-2.9,3.46,26.41,136.73,0,-0.53,135.47,370201,szmb,C,2022-04-08,N,0,0,buy,A+,,18.49,34.33,9.9,buy,28-03-03,,1.931,40791.52,21830.2,154.75,,,0,"最后交易日：2023年3月24日
最后转股日：2023年3月29日
赎回价：100.05元/张",R,15:34:09,00,,Y,N,0,0,Y,,2022-09-09 开始转股,强赎登记日2023-03-24，赎回价格100.050元，如不考虑强赎纯债价值为80.17元，计算使用5.0年期 评级为A+ 债参考YTM：8.8915,N,2.76,全价：136.000 最后更新：15:34:09,2023-03-24,100.050,如不考虑强赎期权价值为91.81元,,buy
113622,杭叉转债,hczz,114.095,-1.94,603298,杭叉集团,hcjt,17.68,-1.94,2.69,15.45,114.43,0,-0.3,113.8,640601,shmb,C,2021-04-14,N,0,0,buy,AA+,,10.82,20.09,0.7,buy,27-03-24,,1.058,7054.06,18226.92,58.3,,,0,"最后交易日：2023年3月20日
最后转股日：2023年3月23日
赎回价：100.399元/张",R,14:59:59,00,R,Y,N,1,1,Y,转股价下修1次，成功下修1次,2021-10-08 开始转股,强赎登记日2023-03-20，赎回价格100.399元，如不考虑强赎纯债价值为98.52元，计算使用4.1年期 评级为AA+ 债参考YTM：3.3798,N,11.5,全价：114.095 最后更新：14:59:59,2023-03-20,100.399,如不考虑强赎期权价值为42.98元,,buy
123118,惠城转债,hczz,237.002,-1.94,300779,惠城环保,hchb,40.09,-3.14,5.77,17.06,234.99,0,0.85,237.85,760103,szcy,C,2021-07-26,N,0,0,buy,A+,,11.94,22.18,7.0,buy,27-07-06,4.299,2.518,19562.16,9117.26,32.57,-14.72,,0,,,15:34:03,00,,Y,N,0,0,Y,,2022-01-13 开始转股,计算使用4.3年期 评级为A+ 债参考YTM：8.7114,N,3.2,全价：237.002 最后更新：15:34:03,,,,,buy
123057,美联转债,mlzz,178.1,2.0,300586,美联新材,mlxc,16.74,1.15,5.72,9.5,176.21,0,1.07,179.17,220503,szcy,C,2020-07-27,N,0,0,buy,AA-,,6.65,12.35,3.2,buy,26-06-30,3.282,2.059,34040.02,10365.43,93.98,-12.24,,0,,,15:34:42,00,R,Y,N,0,0,Y,,2021-01-07 开始转股,计算使用3.3年期 评级为AA- 债参考YTM：6.1582,N,2.07,全价：178.100 最后更新：15:34:42,,,,,buy
123083,朗新转债,lxzz,187.8,-1.51,300682,朗新科技,lxkj,28.16,-1.88,4.5,15.2,185.26,0,1.37,189.17,710301,szcy,C,2021-01-06,N,0,0,buy,AA,,10.64,19.76,1.9,buy,26-12-09,3.726,5.482,33842.79,26297.89,32.54,-12.67,,0,,,15:34:57,00,R,Y,N,0,0,Y,,2021-06-15 开始转股,计算使用3.8年期 评级为AA 债参考YTM：3.7997,N,8.0,全价：187.800 最后更新：15:34:57,,,,,buy
110061,川投转债,ctzz,153.25,-0.84,600674,川投能源,ctny,13.3,-0.89,1.83,8.8,151.14,0,1.4,154.65,410102,shmb,C,2019-12-02,N,0,0,buy,AAA,,6.16,11.44,5.9,buy,25-11-10,2.647,34.82,9660.11,16451.56,1.79,-12.16,,0,本次（2022年11月16日至2022年12月9日）不提前赎回，以2023年12月10日为首个交易日重新起算,G,14:59:55,00,R,Y,N,0,0,Y,,2020-05-15 开始转股,计算使用2.7年期 评级为AAA 债参考YTM：3.0729,N,40.0,全价：153.250 最后更新：14:59:55,,,,,buy
128078,太极转债,tjzz,210.5,-2.62,002368,太极股份,tjgf,45.69,-2.81,7.3,22.02,207.49,0,1.45,211.95,710301,szmb,C,2019-11-08,N,0,0,buy,AA,,15.41,28.63,2.2,buy,25-10-21,2.592,5.896,223346.75,107275.53,172.41,-20.97,,0,,,15:34:24,00,R,Y,N,0,0,Y,,2020-04-27 开始转股,计算使用2.6年期 评级为AA 债参考YTM：3.4772,N,10.0,全价：210.500 最后更新：15:34:24,,,,,buy
123077,汉得转债,hdzz,146.394,2.41,300170,汉得信息,hdxx,14.07,6.35,3.15,9.82,143.28,0,2.17,148.56,710301,szcy,C,2020-12-15,N,0,0,buy,AA,,6.87,12.77,8.0,buy,26-11-23,3.682,9.367,285566.51,227338.26,198.39,-4.38,,0,,,15:34:45,00,R,Y,N,0,0,Y,,2021-05-27 开始转股,计算使用3.7年期 评级为AA 债参考YTM：3.7940,N,9.37,全价：146.394 最后更新：15:34:45,,,,,buy
127058,科伦转债,klzz,164.228,-2.64,002422,科伦药业,klyy,26.75,-2.87,2.64,16.65,160.66,0,2.22,166.45,370102,szmb,C,2022-04-20,N,0,0,buy,AA+,,11.66,21.65,6.7,buy,28-03-18,5.0,20.949,21191.18,49464.21,6.14,-7.42,,0,本次（2022年9月29日至2022年10月28日）不提前赎回，至2023年10月28日均不行使提前赎回权利,G,15:34:36,00,R,Y,N,0,0,Y,,2022-09-26 开始转股,计算使用5.0年期 评级为AA+ 债参考YTM：3.5915,N,30.0,全价：164.228 最后更新：15:34:36,,,,,buy
123092,天壕转债,thzz,222.35,-3.86,300332,天壕环境,thhj,11.16,-2.96,2.53,5.14,217.12,0,2.41,224.76,410301,szcy,C,2021-01-15,N,0,0,buy,A+,,3.6,6.68,4.4,buy,26-12-23,3.764,4.142,6557.31,12341.92,7.03,-15.29,,0,本次（2023年1月1日至2023年1月30日）不提前赎回，以2023年7月1日后首个交易日重新计算,G,15:34:54,00,R,Y,N,0,0,Y,,2021-06-30 开始转股,计算使用3.8年期 评级为A+ 债参考YTM：8.6397,N,4.23,全价：222.350 最后更新：15:34:54,,,,,buy
113534,鼎胜转债,dszz,273.585,2.7,603876,鼎胜新材,dsxc,39.96,1.73,3.3,14.98,266.76,0,2.56,276.15,240301,shmb,C,2019-04-30,N,0,0,buy,AA-,,10.49,19.47,2.0,buy,25-04-08,2.055,3.934,39443.29,26932.99,37.28,-35.31,,0,本次（2023年1月16日至2023年2月10日）不提前赎回，以2023年5月10日后的首个交易日重新起算,G,14:59:58,00,R,Y,N,1,1,Y,转股价下修1次，成功下修1次,2019-10-16 开始转股,计算使用2.1年期 评级为AA- 债参考YTM：5.6441,N,12.54,全价：273.585 最后更新：14:59:58,,,,,buy
128114,正邦转债,zbzz,91.832,-0.23,002157,正邦科技,zbkj,3.24,-0.31,140.87,3.62,89.5,0,2.6,94.43,110702,szmb,C,2020-07-15,N,0,0,buy,B,,2.53,4.71,16.7,buy,26-06-16,3.244,13.168,4179.03,8130.08,3.46,7.15,,0,,,15:34:57,00,R,Y,N,3,3,Y,转股价下修3次，成功下修3次,2020-12-23 开始转股,计算使用3.3年期 评级为B 债参考YTM：36.9682,N,16.0,全价：91.832 最后更新：15:34:57,,,,,buy
128081,海亮转债,hlzz,126.378,0.22,002203,海亮股份,hlgf,11.84,0.59,1.93,9.62,123.08,0,2.68,129.06,240302,szmb,C,2019-12-16,N,0,0,buy,AA,,6.73,12.51,12.3,buy,25-11-21,2.677,28.232,3123.74,4449.2,0.88,-4.06,,0,,,15:34:06,00,R,Y,N,0,0,Y,,2020-05-27 开始转股,计算使用2.7年期 评级为AA 债参考YTM：3.5311,N,31.5,全价：126.378 最后更新：15:34:06,,,,,buy
113044,大秦转债,dqzz,113.337,0.11,601006,大秦铁路,dqtl,7.38,0.27,0.86,6.7,110.15,0,2.89,116.23,420903,shmb,C,2021-01-15,N,0,0,buy,AAA,,4.69,8.04,29.2,buy,26-12-13,3.737,319.988,53474.82,45854.65,1.47,0.02,,0,,,14:59:56,00,R,Y,N,0,0,Y,,2021-06-18 开始转股,计算使用3.8年期 评级为AAA 债参考YTM：3.1837,N,320.0,全价：113.337 最后更新：14:59:56,,,,,buy
110052,贵广转债,ggzz,168.773,-2.63,600996,贵广网络,ggwl,12.94,-3.79,3.14,7.94,162.97,0,3.56,172.33,721001,shmb,C,2019-03-29,N,0,0,buy,AA+,,5.56,10.32,1.9,buy,25-03-05,1.962,2.894,22344.46,36151.99,45.79,-17.89,,0,,,14:59:59,00,R,Y,N,0,0,Y,,2019-09-11 开始转股,计算使用2.0年期 评级为AA+ 债参考YTM：3.0946,N,16.0,全价：168.773 最后更新：14:59:59,,,,,buy
110053,苏银转债,syzz,121.501,-0.29,600919,江苏银行,jsyh,6.99,-0.71,0.5,5.97,117.09,0,3.77,125.27,480401,shmb,C,2019-04-03,N,0,0,buy,AAA,,,7.76,19.5,buy,25-03-13,1.984,199.99,25996.06,56126.75,1.07,-2.99,,0,,,14:59:55,00,R,Y,N,0,0,Y,,2019-09-20 开始转股,计算使用2.0年期 评级为AAA 债参考YTM：2.9724,N,200.0,全价：121.501 最后更新：14:59:55,,,,,buy
127029,中钢转债,zgzz,163.999,-3.24,000928,中钢国际,zggj,8.75,-2.13,1.77,5.54,157.94,0,3.83,167.83,620403,szmb,C,2021-04-23,N,0,0,buy,AA+,,3.88,7.2,7.3,buy,27-03-18,3.997,8.187,120141.56,62223.87,86.87,-8.22,,0,本次（2023年2月2日起至3月10日）不提前赎回，自2023年9月11日起重新计算,G,15:34:15,00,R,Y,N,0,0,Y,,2021-09-27 开始转股,计算使用4.0年期 评级为AA+ 债参考YTM：3.3673,N,9.6,全价：163.999 最后更新：15:34:15,,,,,buy
110068,龙净转债,ljzz,167.689,-2.29,600388,ST龙净,ljhb,16.59,-3.38,2.47,10.3,161.07,0,4.11,171.8,760201,shmb,C,2020-04-15,N,0,0,buy,AA+,,7.21,13.39,10.6,buy,26-03-23,3.011,18.888,55193.49,46725.06,17.66,-12.18,,0,本次（2023年2月17日至2023年3月9日）不提前赎回，以2023年6月9日之后的首个交易日重新起算,G,15:00:00,00,,Y,N,0,0,Y,,2020-09-30 开始转股,计算使用3.1年期 评级为AA+ 债参考YTM：3.2817,N,20.0,全价：167.689 最后更新：15:00:00,,,,,buy
127014,北方转债,bfzz,245.0,-1.13,000065,北方国际,bfgj,18.06,4.15,2.33,7.8,231.54,0,5.81,250.81,620403,szmb,C,2019-11-21,N,0,0,buy,AA+,,5.46,10.14,3.3,buy,25-10-23,2.597,5.344,1182198.87,264944.15,882.48,-25.98,,0,,,15:34:57,00,R,Y,N,0,0,Y,,2020-04-30 开始转股,计算使用2.6年期 评级为AA+ 债参考YTM：3.1973,N,5.78,全价：245.000 最后更新：15:34:57,,,,,buy
113585,寿仙转债,sxzz,253.733,-0.97,603896,寿仙谷,sxg,51.57,-2.26,6.03,21.64,238.31,0,6.47,260.2,370201,shmb,C,2020-07-07,N,0,0,buy,AA-,,15.15,28.13,1.0,buy,26-06-08,3.222,1.001,21394.75,23117.6,84.77,-21.79,,0,本次（2022年9月22日至2022年10月19日）不提前赎回，以2023年4月20日为首个交易日重新计算,G,15:00:00,00,,Y,N,0,0,Y,,2020-12-15 开始转股,计算使用3.3年期 评级为AA- 债参考YTM：6.1582,N,3.6,全价：253.733 最后更新：15:00:00,,,,,buy
110075,南航转债,nhzz,134.127,-1.22,600029,南方航空,nfhk,7.74,-2.15,2.72,6.17,125.45,0,6.92,141.05,421001,shmb,C,2020-11-03,N,0,0,buy,AAA,,4.32,8.02,7.5,buy,26-10-14,3.573,58.96,5513.64,27539.15,0.69,-5.61,,0,,,14:59:58,00,R,Y,N,0,0,Y,,2021-04-21 开始转股,计算使用3.6年期 评级为AAA 债参考YTM：3.1701,N,160.0,全价：134.127 最后更新：14:59:58,,,,,buy
