bond_id,bond_nm,bond_py,price,increase_rt,stock_id,stock_nm,stock_py,sprice,sincrease_rt,pb,convert_price,convert_value,convert_dt,premium_rt,dblow,sw_cd,market_cd,btype,list_dt,qflag2,owned,hold,bond_value,rating_cd,option_value,put_convert_price,force_redeem_price,convert_amt_ratio,fund_rt,short_maturity_dt,year_left,curr_iss_amt,volume,svolume,turnover_rt,ytm_rt,put_ytm_rt,noted,bond_nm_tip,redeem_icon,last_time,qstatus,margin_flg,sqflag,pb_flag,adj_cnt,adj_scnt,convert_price_valid,convert_price_tips,convert_cd_tip,ref_yield_info,adjusted,orig_iss_amt,price_tips,redeem_dt,real_force_redeem_price,option_tip,notes,volatility_rate
113595,花王转债,hwzz,135.467,-0.48,603007,ST花王,sthw,6.06,-1.3,4.46,4.48,135.27,0,0.15,135.62,620307,shmb,C,2020-08-18,N,0,0,buy,B+,,3.14,5.82,16.1,buy,26-07-20,3.334,3.254,151753.17,12214.96,341.64,-2.67,,0,,,14:59:59,00,,Y,N,1,1,Y,转股价下修1次，成功下修1次,2021-01-27 开始转股,,N,3.3,全价：135.467 最后更新：14:59:59,,,,,buy
123118,惠城转债,hczz,248.2,4.72,300779,惠城环保,hchb,42.13,5.09,6.06,17.06,246.95,0,0.51,248.71,760103,szcy,C,2021-07-26,N,0,0,buy,A+,,11.94,22.18,6.6,buy,27-07-06,4.296,2.518,105219.6,13265.56,169.43,-15.65,,0,,,15:34:42,00,,Y,N,0,0,Y,,2022-01-13 开始转股,计算使用4.3年期 评级为A+ 债参考YTM：8.6752,N,3.2,全价：248.200 最后更新：15:34:42,,,,,buy
123083,朗新转债,lxzz,188.0,0.11,300682,朗新科技,lxkj,28.36,0.71,4.53,15.2,186.58,0,0.76,188.76,710301,szcy,C,2021-01-06,N,0,0,buy,AA,,10.64,19.76,1.9,buy,26-12-09,3.723,5.482,17898.19,8487.12,17.39,-12.7,,0,,,15:34:21,00,R,Y,N,0,0,Y,,2021-06-15 开始转股,计算使用3.8年期 评级为AA 债参考YTM：3.7719,N,8.0,全价：188.000 最后更新：15:34:21,,,,,buy
127058,科伦转债,klzz,169.905,3.46,002422,科伦药业,klyy,27.97,4.56,2.76,16.65,167.99,0,1.14,171.05,370102,szmb,C,2022-04-20,N,0,0,buy,AA+,,11.66,21.65,6.4,buy,28-03-18,4.997,20.949,30281.02,46431.13,8.55,-8.06,,0,本次（2022年9月29日至2022年10月28日）不提前赎回，至2023年10月28日均不行使提前赎回权利,G,15:34:57,00,R,Y,N,0,0,Y,,2022-09-26 开始转股,计算使用5.0年期 评级为AA+ 债参考YTM：3.5857,N,30.0,全价：169.905 最后更新：15:34:57,,,,,buy
110061,川投转债,ctzz,152.087,-0.76,600674,川投能源,ctny,13.16,-1.05,1.81,8.8,149.55,0,1.7,153.79,410102,shmb,C,2019-12-02,N,0,0,buy,AAA,,6.16,11.44,5.9,buy,25-11-10,2.644,34.82,9948.91,12112.98,1.87,-11.91,,0,本次（2022年11月16日至2022年12月9日）不提前赎回，以2023年12月10日为首个交易日重新起算,G,14:59:55,00,R,Y,N,0,0,Y,,2020-05-15 开始转股,计算使用2.7年期 评级为AAA 债参考YTM：3.0460,N,40.0,全价：152.087 最后更新：14:59:55,,,,,buy
128114,正邦转债,zbzz,92.26,0.47,002157,正邦科技,zbkj,3.28,1.23,142.61,3.62,90.61,0,1.82,94.08,110702,szmb,C,2020-07-15,N,0,0,buy,B,,2.53,4.71,16.5,buy,26-06-16,3.241,13.168,3084.49,7394.75,2.55,7.0,,0,,,15:34:48,00,R,Y,N,3,3,Y,转股价下修3次，成功下修3次,2020-12-23 开始转股,计算使用3.3年期 评级为B 债参考YTM：36.9470,N,16.0,全价：92.260 最后更新：15:34:48,,,,,buy
123057,美联转债,mlzz,180.345,1.26,300586,美联新材,mlxc,16.77,0.18,5.73,9.5,176.53,0,2.16,182.51,220503,szcy,C,2020-07-27,N,0,0,buy,AA-,,6.65,12.35,3.2,buy,26-06-30,3.279,2.059,27643.18,10587.42,75.31,-12.59,,0,已满足强赎条件,B,15:34:09,00,R,Y,N,0,0,Y,,2021-01-07 开始转股,如不考虑强赎纯债价值为96.68元，计算使用3.3年期 评级为AA- 债参考YTM：6.1370,N,2.07,全价：180.345 最后更新：15:34:09,,,,,buy
123092,天壕转债,thzz,227.388,2.27,300332,天壕环境,thhj,11.41,2.24,2.58,5.14,221.98,0,2.43,229.82,410301,szcy,C,2021-01-15,N,0,0,buy,A+,,3.6,6.68,4.3,buy,26-12-23,3.762,4.142,3850.86,9308.84,4.14,-15.81,,0,本次（2023年1月1日至2023年1月30日）不提前赎回，以2023年7月1日后首个交易日重新计算,G,15:34:21,00,R,Y,N,0,0,Y,,2021-06-30 开始转股,计算使用3.8年期 评级为A+ 债参考YTM：8.6119,N,4.23,全价：227.388 最后更新：15:34:21,,,,,buy
128081,海亮转债,hlzz,127.28,0.71,002203,海亮股份,hlgf,11.92,0.68,1.94,9.62,123.91,0,2.72,130.0,240302,szmb,C,2019-12-16,N,0,0,buy,AA,,6.73,12.51,12.2,buy,25-11-21,2.674,28.231,3607.66,4783.34,1.01,-4.32,,0,,,15:34:27,00,R,Y,N,0,0,Y,,2020-05-27 开始转股,计算使用2.7年期 评级为AA 债参考YTM：3.5310,N,31.5,全价：127.280 最后更新：15:34:27,,,,,buy
123077,汉得转债,hdzz,152.8,4.38,300170,汉得信息,hdxx,14.59,3.7,3.27,9.82,148.57,0,2.84,155.64,710301,szcy,C,2020-12-15,N,0,0,buy,AA,,6.87,12.77,7.8,buy,26-11-23,3.679,9.367,253554.63,144916.36,178.17,-5.5,,0,,,15:34:12,00,R,Y,N,0,0,Y,,2021-05-27 开始转股,计算使用3.7年期 评级为AA 债参考YTM：3.7677,N,9.37,全价：152.800 最后更新：15:34:12,,,,,buy
