bond_id,bond_nm,list_dt,price,premium_rt,ytm_rt,curr_iss_amt,turnover_rt,year_left,stock_id,stock_nm,market_cd
123075,贝斯转债,2020-11-23,151.002,-0.87,,3.952,88.81,,300580,贝斯特,szcy
123098,一品转债,2021-02-23,171.292,-0.19,,2.365,13.49,,300723,一品红,szcy
127036,三花转债,2021-06-30,139.266,0.63,-5.08,29.657,8.96,3.915,002050,三花智控,szmb
113595,花王转债,2020-08-18,111.753,0.74,3.55,2.707,94.09,3.052,603007,ST花王,shmb
123092,天壕转债,2021-01-15,224.7,1.85,-16.72,4.132,4.66,3.48,300332,天壕环境,szcy
110053,苏银转债,2019-04-03,126.663,1.91,-5.88,155.24,0.86,1.699,600919,江苏银行,shmb
123118,惠城转债,2021-07-26,321.05,2.01,-21.94,1.808,48.24,4.014,300779,惠城环保,szcy
110080,东湖转债,2021-05-12,129.56,2.04,-3.32,15.491,44.4,3.778,600133,东湖高新,shmb
110061,川投转债,2019-12-02,174.654,2.19,-18.28,34.8,1.54,2.362,600674,川投能源,shmb
127058,科伦转债,2022-04-20,190.01,2.62,-10.7,20.342,3.56,4.712,002422,科伦药业,szmb
128081,海亮转债,2019-12-16,128.2,2.95,-5.13,27.861,3.24,2.389,002203,海亮股份,szmb
128114,正邦转债,2020-07-15,89.94,3.46,8.25,7.566,24.04,2.959,002157,*ST正邦,szmb
123014,凯发转债,2018-08-21,117.851,3.57,-152.83,1.151,17.51,0.066,300407,凯发电气,szcy
113044,大秦转债,2021-01-15,115.695,3.63,-0.59,299.872,0.5,3.452,601006,大秦铁路,shmb
113648,巨星转债,2022-05-17,137.636,4.13,-3.67,9.998,8.8,4.816,603477,巨星农牧,shmb
127065,瑞鹄转债,2022-07-27,179.999,4.38,-7.81,4.392,17.57,4.975,002997,瑞鹄模具,szmb
127063,贵轮转债,2022-05-30,133.589,4.4,-3.16,17.995,4.24,4.808,000589,贵州轮胎,szmb
110083,苏租转债,2021-12-10,129.302,4.5,-3.63,47.649,0.8,4.362,600901,江苏金租,shmb
113534,鼎胜转债,2019-04-30,262.495,4.68,-38.52,3.919,59.76,1.77,603876,鼎胜新材,shmb
110084,贵燃转债,2022-01-18,127.956,4.76,-2.43,9.181,6.36,4.488,600903,贵州燃气,shmb
113588,润达转债,2020-07-13,145.5,4.89,-8.5,5.487,84.16,2.959,603108,润达医疗,shmb
118021,新致转债,2022-11-02,206.12,5.08,-10.26,4.842,125.76,5.241,688590,新致软件,shkc
110068,龙净转债,2020-04-15,187.769,5.1,-17.14,18.759,5.62,2.726,600388,ST龙净,shmb
128083,新北转债,2019-12-31,131.2,5.54,-5.91,8.768,3.42,2.447,002376,新北洋,szmb
127029,中钢转债,2021-04-23,212.5,5.85,-15.06,7.627,237.7,3.712,000928,中钢国际,szmb
