,110088.SH,113545.SH,113631.SH,123128.SZ,123156.SZ,127027.SZ,127061.SZ,110047.SH,110063.SH,110070.SH,110087.SH,110089.SH,110092.SH,111001.SH,111002.SH,111003.SH,111007.SH,111012.SH,113025.SH,113027.SH,113046.SH,113047.SH,113058.SH,113059.SH,113064.SH,113534.SH,113535.SH,113566.SH,113591.SH,113600.SH,113615.SH,113621.SH,113623.SH,113632.SH,113636.SH,113638.SH,113640.SH,113641.SH,113649.SH,113650.SH,113653.SH,113657.SH,113663.SH,118000.SH,118005.SH,118006.SH,118008.SH,118010.SH,118018.SH,118020.SH,118022.SH,118023.SH,118028.SH,118029.SH,123012.SZ,123013.SZ,123031.SZ,123046.SZ,123052.SZ,123076.SZ,123078.SZ,123085.SZ,123091.SZ,123106.SZ,123118.SZ,123124.SZ,123126.SZ,123129.SZ,123144.SZ,123152.SZ,123158.SZ,123165.SZ,123166.SZ,123168.SZ,123169.SZ,127017.SZ,127018.SZ,127019.SZ,127020.SZ,127022.SZ,127025.SZ,127030.SZ,127031.SZ,127035.SZ,127042.SZ,127043.SZ,127053.SZ,127054.SZ,127056.SZ,127059.SZ,127062.SZ,127067.SZ,127068.SZ,127070.SZ,127073.SZ,127075.SZ,127078.SZ,128039.SZ,128049.SZ,128063.SZ,128071.SZ,128072.SZ,128079.SZ,128081.SZ,128085.SZ,128095.SZ,128109.SZ,128111.SZ,128117.SZ,128123.SZ,128128.SZ,128130.SZ,128144.SZ,110060.SH,110064.SH,110068.SH,110074.SH,110075.SH,110080.SH,110082.SH,110086.SH,110091.SH,111000.SH,113024.SH,113030.SH,113044.SH,113054.SH,113505.SH,113519.SH,113526.SH,113530.SH,113546.SH,113549.SH,113574.SH,113578.SH,113593.SH,113595.SH,113597.SH,113598.SH,113608.SH,113609.SH,113637.SH,113644.SH,113646.SH,113651.SH,113652.SH,113654.SH,113656.SH,113658.SH,113664.SH,113665.SH,118009.SH,118014.SH,118016.SH,118017.SH,118019.SH,118025.SH,118026.SH,123002.SZ,123004.SZ,123010.SZ,123014.SZ,123034.SZ,123038.SZ,123044.SZ,123048.SZ,123049.SZ,123061.SZ,123063.SZ,123067.SZ,123071.SZ,123080.SZ,123089.SZ,123101.SZ,123103.SZ,123109.SZ,123112.SZ,123114.SZ,123120.SZ,123127.SZ,123130.SZ,123136.SZ,123141.SZ,123142.SZ,123146.SZ,123147.SZ,123149.SZ,123155.SZ,123159.SZ,123160.SZ,123161.SZ,123162.SZ,123163.SZ,127012.SZ,127014.SZ,127024.SZ,127029.SZ,127033.SZ,127034.SZ,127036.SZ,127039.SZ,127040.SZ,127041.SZ,127044.SZ,127047.SZ,127051.SZ,127052.SZ,127055.SZ,127064.SZ,127066.SZ,127071.SZ,127072.SZ,127074.SZ,127077.SZ,127079.SZ,128037.SZ,128041.SZ,128042.SZ,128044.SZ,128066.SZ,128070.SZ,128076.SZ,128120.SZ,128121.SZ,128125.SZ,128127.SZ,128132.SZ,128134.SZ,128138.SZ,128141.SZ,128143.SZ,110044.SH,110045.SH,110052.SH,110072.SH,110090.SH,111004.SH,111005.SH,111008.SH,111009.SH,111011.SH,113016.SH,113017.SH,113033.SH,113049.SH,113061.SH,113063.SH,113524.SH,113527.SH,113537.SH,113542.SH,113561.SH,113575.SH,113576.SH,113589.SH,113625.SH,113626.SH,113627.SH,113628.SH,113629.SH,113633.SH,113643.SH,113655.SH,113659.SH,113662.SH,123011.SZ,123039.SZ,123072.SZ,123075.SZ,123088.SZ,123093.SZ,123154.SZ,123174.SZ,127007.SZ,127016.SZ,127037.SZ,127050.SZ,127063.SZ,127065.SZ,127069.SZ,128023.SZ,128056.SZ,128075.SZ,128082.SZ,128087.SZ,128090.SZ,110055.SH,113565.SH,113584.SH,113605.SH,113634.SH,113647.SH,113648.SH,123056.SZ,123107.SZ,123133.SZ,123172.SZ,127015.SZ,127045.SZ,127046.SZ,127049.SZ,127060.SZ,127076.SZ,128017.SZ,128026.SZ,128030.SZ,128036.SZ,128106.SZ,128114.SZ,128119.SZ,128135.SZ,128142.SZ,110076.SH,113563.SH,113579.SH,113588.SH,113601.SH,113606.SH,113610.SH,113618.SH,113624.SH,113660.SH,118004.SH,118012.SH,123018.SZ,123064.SZ,123065.SZ,123082.SZ,123090.SZ,123098.SZ,123099.SZ,123108.SZ,123113.SZ,123117.SZ,123119.SZ,123132.SZ,123135.SZ,123145.SZ,123150.SZ,123151.SZ,123171.SZ,127006.SZ,127028.SZ,127058.SZ,128021.SZ,128025.SZ,128053.SZ,128062.SZ,128091.SZ,128097.SZ,128108.SZ,128124.SZ,128133.SZ,110043.SH,110053.SH,110059.SH,110067.SH,110073.SH,110079.SH,110083.SH,113013.SH,113021.SH,113037.SH,113042.SH,113043.SH,113050.SH,113052.SH,113055.SH,113056.SH,113057.SH,113060.SH,113062.SH,113065.SH,113516.SH,127005.SZ,127032.SZ,128034.SZ,128048.SZ,128116.SZ,128129.SZ,110058.SH,110062.SH,110081.SH,110085.SH,111010.SH,113045.SH,113053.SH,113504.SH,113569.SH,113573.SH,113577.SH,113582.SH,113594.SH,113596.SH,113602.SH,113604.SH,113616.SH,113619.SH,113639.SH,113661.SH,118003.SH,118007.SH,118011.SH,118013.SH,118015.SH,118021.SH,118024.SH,118027.SH,118030.SH,123015.SZ,123022.SZ,123025.SZ,123035.SZ,123050.SZ,123054.SZ,123059.SZ,123087.SZ,123096.SZ,123100.SZ,123104.SZ,123115.SZ,123121.SZ,123122.SZ,123131.SZ,123138.SZ,123140.SZ,123143.SZ,123153.SZ,123157.SZ,123164.SZ,123167.SZ,123170.SZ,123173.SZ,127026.SZ,127038.SZ,127080.SZ,128033.SZ,128035.SZ,128074.SZ,128083.SZ,128101.SZ,128118.SZ,128122.SZ,128131.SZ,128136.SZ,128137.SZ,128140.SZ,110048.SH,110061.SH,110077.SH,110084.SH,113039.SH,113048.SH,113051.SH,113532.SH,123092.SZ,128105.SZ,123175.SZ,118031.SH,113666.SH,123176.SZ,123178.SZ,123177.SZ,123179.SZ,123180.SZ,118032.SH,113066.SH,123181.SZ,113667.SH,118033.SH,123182.SZ,123184.SZ,123183.SZ,110093.SH,123185.SZ,127084.SZ,123186.SZ,123187.SZ,123189.SZ,127081.SZ,123188.SZ,123190.SZ,127083.SZ,113668.SH,127082.SZ,123191.SZ,123194.SZ,111013.SH,123195.SZ,123193.SZ,113669.SH,123192.SZ,113670.SH,118034.SH,123196.SZ,127085.SZ,123197.SZ,123057.SZ,128014.SZ,113570.SH,113622.SH,123134.SZ,123148.SZ,111006.SH,127004.SZ,128100.SZ,110057.SH,113585.SH,123029.SZ,127057.SZ,113011.SH,123077.SZ,123083.SZ,123116.SZ,127021.SZ,128078.SZ,113567.SH,123105.SZ,128145.SZ,128040.SZ,123060.SZ,123125.SZ,113525.SH,128029.SZ,123123.SZ,128022.SZ,128069.SZ,128015.SZ,110056.SH,123139.SZ,123110.SZ,113642.SH,110038.SH,128046.SZ,128073.SZ,123027.SZ,113635.SH,123137.SZ,118001.SH,113502.SH,123023.SZ,123062.SZ,123097.SZ,127048.SZ,113620.SH,123045.SZ,123086.SZ,123084.SZ,128139.SZ,123073.SZ,113548.SH,113630.SH,123070.SZ,113599.SH,128013.SZ,128107.SZ,110071.SH,127013.SZ,113541.SH,113568.SH,127003.SZ,113550.SH,118002.SH,113036.SH,123024.SZ,110066.SH,113026.SH,128093.SZ,128103.SZ,123111.SZ,128096.SZ,123042.SZ,128094.SZ,127011.SZ,128113.SZ,123043.SZ,128050.SZ,113034.SH,113009.SH,110034.SH,113536.SH,123053.SZ,113607.SH,113528.SH,123081.SZ,110051.SH,123074.SZ,113614.SH,113603.SH,123028.SZ,128057.SZ,113580.SH,123102.SZ,123069.SZ,110033.SH,110041.SH,128018.SZ,123047.SZ,123051.SZ,123068.SZ,113014.SH,113572.SH,123030.SZ,113612.SH,123079.SZ,128051.SZ,123094.SZ,113012.SH,113508.SH,123033.SZ,128064.SZ,113509.SH,123066.SZ,123007.SZ,113040.SH,113611.SH,128032.SZ,127023.SZ,113543.SH,123058.SZ,110065.SH,113041.SH,113559.SH,110031.SH,113564.SH,128126.SZ,113557.SH,110069.SH,113038.SH,128052.SZ,113029.SH,113590.SH,113592.SH,128028.SZ,113583.SH,127008.SZ,128112.SZ,128065.SZ,128010.SZ,123055.SZ,123017.SZ,128115.SZ,113587.SH,128110.SZ,113035.SH,113556.SH,113586.SH,113008.SH,113032.SH,113520.SH,128019.SZ,128104.SZ,128102.SZ,113562.SH,123026.SZ,113581.SH,123036.SZ,113553.SH,113555.SH,123032.SZ,113020.SH,113521.SH,128058.SZ,128099.SZ,113571.SH,128098.SZ,128067.SZ,128043.SZ,113028.SH,113544.SH,128092.SZ,113547.SH,113554.SH,123037.SZ,128084.SZ,110042.SH,113019.SH,123020.SZ,113031.SH,113514.SH,113518.SH,123041.SZ,128045.SZ,128086.SZ,113022.SH,123040.SZ,128088.SZ,113558.SH,128089.SZ,128059.SZ,113552.SH,128080.SZ,113551.SH,128077.SZ,128054.SZ,113515.SH,113511.SH,113503.SH,128012.SZ,113531.SH,123021.SZ,110050.SH,128055.SZ,113517.SH,128016.SZ,123019.SZ,113510.SH,113540.SH,110046.SH,123009.SZ,110054.SH,128038.SZ,123016.SZ,113539.SH,128061.SZ,113522.SH,113538.SH,128060.SZ,123003.SZ,113523.SH,128068.SZ,128020.SZ,113533.SH,110049.SH,110030.SH,113529.SH,113507.SH,128047.SZ,127009.SZ,123001.SZ,128027.SZ,127010.SZ,113015.SH,128024.SZ,110040.SH,113513.SH,113018.SH,123006.SZ,113506.SH,123008.SZ,113512.SH,110032.SH,113010.SH,123005.SZ,110039.SH,128011.SZ,128009.SZ,110035.SH,113501.SH,113007.SH,110023.SH,128007.SZ,128008.SZ,125089.SZ,126729.SZ,110029.SH,128002.SZ,128005.SZ,110012.SH,113006.SH,110011.SH,110019.SH,110028.SH,128006.SZ,110020.SH,113001.SH,110022.SH,110018.SH,110027.SH,113002.SH,110015.SH,110017.SH,127002.SZ,113005.SH,110025.SH,128004.SZ,110024.SH,113003.SH,128003.SZ,128001.SZ,110007.SH,110016.SH,125887.SZ,110003.SH,129031.SZ,125731.SZ,110009.SH
2023-06-09,94.8671,105.4668,99.4228,98.2798,80.6936,102.9021,92.6652,110.6713,106.5819,105.5073,95.7152,96.8314,93.2644,92.7752,99.5403,91.4653,87.6426,78.1286,106.2793,94.1563,101.552,100.7241,98.2439,97.615,95.6639,101.8419,107.4631,99.4673,102.0658,104.6448,103.1732,101.0191,101.977,99.8285,92.5641,99.2663,91.3589,96.6562,89.4773,89.3238,89.5157,84.0362,86.7284,97.2028,87.654,83.5441,89.4883,77.3501,75.8987,84.7319,94.5221,87.3537,86.6129,73.7561,102.1028,103.7899,97.1225,99.5446,99.2969,96.743,101.652,92.1004,102.2885,100.3089,88.6171,80.1276,93.2752,91.0322,90.4001,83.3635,94.6676,87.3022,79.3483,87.1449,83.9571,106.7653,117.2458,103.2412,103.2126,97.963,99.5978,99.5797,102.1132,102.8459,100.9953,94.9521,94.5227,98.7732,95.9324,90.5403,90.2972,95.9696,83.6733,96.8279,96.2869,88.0515,78.5538,98.8671,104.1289,112.6709,106.1912,96.6366,97.3098,105.0241,58.4736,104.0679,102.7162,104.6343,103.2807,96.6365,102.9098,102.712,99.6946,105.3416,110.0266,104.5023,104.6202,99.6291,100.19,100.0251,97.9563,93.7474,95.2949,101.9506,106.5728,102.8512,97.5059,106.0459,112.3606,103.2315,112.5832,99.4985,105.181,92.3034,56.3016,95.4656,56.7447,103.562,100.7552,92.8613,98.252,92.7121,90.2897,85.1344,97.2174,95.1602,87.1744,88.0546,89.9651,87.2009,86.4833,80.2248,76.2678,73.4874,80.6316,94.7647,93.8798,74.5786,104.8496,104.6863,101.956,105.0842,97.3068,96.6698,105.5362,102.52,104.5653,91.9483,105.4653,99.8624,99.3647,95.9926,98.2696,100.5056,90.0761,96.6025,99.1694,95.7023,95.3355,82.4304,99.8875,92.0079,76.1238,79.6385,90.5595,89.3774,97.6068,80.9214,87.1202,72.202,96.1572,71.9716,71.9716,101.7775,105.9362,103.0832,104.0464,101.8459,94.5297,100.5857,100.4237,98.8649,99.4351,91.8629,93.2373,93.4,97.6873,91.1731,95.8583,95.6802,94.765,96.3448,87.5086,87.1356,78.2841,105.9464,103.5721,107.6351,102.6795,103.6479,99.4992,99.9432,87.3906,94.4852,98.6525,94.2065,104.2783,102.2615,111.6144,101.461,91.6508,106.7939,106.2916,109.7645,103.6782,94.2609,91.0738,84.4104,77.9861,94.1247,85.8352,103.9944,104.6498,103.5081,98.3141,97.1616,94.1733,106.4709,111.791,107.9413,106.4148,95.8372,101.8012,108.9396,96.5803,98.4184,104.9498,99.6005,80.7845,94.364,97.9194,90.6507,96.9463,94.3584,85.0715,107.81,98.4973,99.6755,94.5364,92.0946,97.377,88.7195,85.3828,106.9034,105.2878,99.5433,98.1832,96.2851,81.8733,89.2855,106.7585,103.5173,105.7567,94.4151,97.1366,98.6215,106.3011,99.9678,102.7069,102.0635,102.0878,97.9563,86.7036,101.4157,100.8205,92.3046,85.0554,101.596,97.2445,98.6879,97.6001,77.6949,84.4709,105.0174,103.4893,106.6338,97.7198,101.6024,47.0021,100.4107,106.536,101.4515,101.9586,102.5734,102.2908,102.6898,100.3522,99.1309,98.5799,93.1904,89.2824,85.3191,92.4573,81.6625,103.6055,102.7025,100.4152,92.3346,103.1926,100.0677,99.4118,101.6506,94.2696,99.8894,101.3296,92.7871,84.9475,96.3044,85.8867,81.8271,78.7494,103.0878,100.8056,96.4258,104.8224,103.5822,106.5954,73.9277,96.8656,97.623,100.9704,86.3409,104.2105,104.4231,109.5343,108.3712,101.4543,100.9057,100.3378,96.8702,104.827,109.34,105.0342,108.355,99.3467,98.9361,99.9531,96.5511,100.4439,95.3133,94.5699,93.1074,97.1328,108.547,103.17,102.6837,104.4498,106.7281,103.4865,102.1968,101.6538,102.3639,98.1939,97.5145,95.6837,99.6368,97.0319,104.1101,101.8108,98.5956,99.1487,102.791,95.0897,78.7109,100.9847,96.3649,102.2708,101.0764,96.9549,92.9942,97.929,82.7348,81.608,99.8187,81.3964,70.2686,95.8915,70.568,93.3328,106.389,106.276,104.0147,105.7614,104.2613,102.1212,103.5196,98.3626,86.7134,94.5638,109.2116,93.4837,95.0585,86.9618,85.5935,83.8323,74.0919,88.4074,81.3762,88.3177,79.5588,79.0859,88.8981,70.2069,99.775,100.9072,77.8225,104.6013,103.3606,110.4171,104.8349,103.6558,102.1428,105.703,102.6457,100.7931,95.9744,101.5565,106.5014,102.5667,101.7254,97.592,100.9847,101.7777,100.8109,104.2524,91.918,96.8822,74.9929,96.7751,92.6664,82.3766,85.1109,75.9918,85.0596,84.8023,84.9947,93.0666,76.5424,84.8644,84.8073,76.3429,84.742,84.7788,93.2399,74.3152,98.2074,76.0481,67.9722,74.925,73.7238,76.4655,84.5652,92.5518,76.6017,94.0119,81.7517,83.0016,85.1453,76.1072,84.4798,90.5653,84.4798,95.9118,92.2418,74.6307,92.3962,75.7645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-12,94.9213,105.677,99.4918,98.4164,80.8185,103.0036,92.7981,110.7491,106.6454,105.5547,95.7243,96.8271,93.3072,92.9127,99.6863,91.6076,87.7372,78.2386,106.3045,94.227,101.6616,100.8344,98.3781,97.8072,95.7325,101.8942,107.5116,99.5324,102.1355,104.7346,103.2088,101.0629,102.0385,99.9685,92.7092,99.411,91.5,96.6952,89.6821,89.44,89.6329,84.1266,86.7969,97.3198,87.7923,83.6717,89.613,77.5325,76.0172,84.8612,94.6036,87.5533,86.6815,73.8648,102.1491,103.8553,97.181,99.5896,99.3687,96.8592,101.687,92.2175,102.3238,100.4216,88.7249,80.2307,93.4522,91.1666,90.5366,83.4939,94.7488,87.3831,79.4673,87.2138,84.0235,106.8293,117.38,103.2259,103.2796,98.1078,99.7144,99.6874,102.1744,102.8277,101.1045,95.0619,94.6716,98.9142,96.025,90.6768,90.4266,95.9711,83.7731,96.9233,96.4087,88.1332,78.6688,98.9298,104.1653,112.7288,106.2629,96.6948,97.3699,105.2631,58.6189,104.1649,102.6971,103.491,103.3512,96.7029,102.9043,102.7061,99.7462,105.4745,110.0921,104.5633,104.6145,99.7973,100.2504,100.1639,98.081,93.7459,95.3903,101.9963,106.7265,102.9766,97.5453,106.0669,112.3964,103.2769,112.61,99.5599,105.3159,92.3655,56.4237,95.537,56.8718,103.6332,100.8245,92.9418,98.376,92.8576,90.4778,85.309,97.3252,95.266,87.2814,88.1606,90.0852,87.2702,86.5518,80.3509,76.3881,73.613,80.7564,94.8458,93.9467,74.6912,104.8687,104.7052,102.02,105.1421,97.3669,96.7306,105.5839,102.5804,104.6126,92.0323,105.5377,99.9662,99.4821,96.08,98.3949,100.6078,90.1711,96.711,99.281,95.798,95.4351,82.5446,100.0271,92.1529,76.253,79.7604,90.6898,89.5013,97.7245,81.0465,87.2139,72.3249,96.2402,72.152,72.152,101.8226,105.9961,103.1772,104.1588,101.9609,94.628,100.6881,100.5498,98.9583,99.5033,91.9695,93.3746,93.5387,97.8317,91.3144,95.877,95.7857,94.7617,96.4274,87.7083,87.2049,78.3989,105.981,103.6373,107.684,102.7236,103.7911,99.5587,100.1309,87.4704,94.5499,98.7204,94.2804,104.2869,102.2697,111.7482,101.4961,91.7385,106.8735,106.3191,109.8132,103.7528,94.3417,91.2105,84.5278,78.1031,94.192,85.8912,104.0385,104.6952,103.5545,97.9799,97.1633,94.2406,106.5079,111.8235,106.0142,106.4599,95.8986,101.8469,108.9884,96.6328,97.917,105.1148,99.6922,80.9015,94.4886,98.0624,90.7868,97.0414,94.5746,85.1388,107.8589,98.6355,99.7609,94.649,92.1786,97.4697,88.8252,85.4275,106.9624,105.3499,99.6219,98.3204,96.4077,82.0016,89.392,106.7779,103.5796,105.8607,94.49,97.1865,98.7801,106.3263,100.0148,102.6877,102.0864,102.2376,98.081,86.8278,101.471,100.9096,92.4496,85.1228,101.6405,97.3286,98.812,97.6981,77.8162,84.5493,105.0414,103.5305,106.653,97.8485,101.6481,47.1207,100.4795,106.5598,101.4865,101.9814,102.708,102.2918,102.6707,100.4385,99.2487,98.7044,93.308,89.3816,85.3983,92.6018,81.7895,103.6414,102.6966,100.502,92.4186,103.2282,100.1946,99.531,101.7104,94.3676,99.9686,101.4229,92.9324,85.1213,96.4269,85.9982,81.9541,78.8643,103.116,100.9097,96.4547,104.8415,103.6234,106.6232,74.0805,96.9277,97.6689,100.9519,86.4058,104.219,104.4469,109.5822,108.415,101.5074,100.9827,100.4266,96.9682,104.8458,109.3855,105.1019,108.4812,99.4689,99.0024,100.0808,96.6448,100.5363,95.4014,94.6476,93.1025,97.1709,108.6102,103.1951,102.7751,104.4735,106.7701,103.5547,102.2888,101.7942,102.4056,98.2879,97.5539,95.7523,99.7448,97.1283,104.1308,101.9641,98.7296,99.1935,102.7722,95.1609,78.7956,100.9792,96.4664,102.455,101.1202,97.0042,93.0496,98.072,82.8613,81.7349,99.9289,81.5236,70.3881,95.9598,70.6824,93.3756,106.4247,106.3011,104.0681,105.8221,104.3084,100.9764,103.5906,98.4877,86.8111,94.6771,109.2769,93.5778,95.1682,87.0729,85.7159,83.9589,74.2176,88.5402,81.5034,88.4239,79.6778,79.2051,88.9686,70.317,99.8094,100.6101,77.9321,104.6439,103.3807,110.5258,104.9845,103.702,102.2124,105.7477,102.6396,100.8853,96.089,101.5915,106.5462,102.6087,101.8897,97.8029,100.9792,101.8475,100.9143,104.2771,92.002,96.9259,75.0946,96.8095,92.6994,82.4197,85.1555,76.0953,85.1045,84.936,85.127,93.081,76.6405,84.8997,84.8425,76.4409,84.7774,84.814,93.2545,74.4109,98.2232,76.1458,68.0703,75.0215,73.824,76.5637,84.6002,92.5624,76.6999,94.1633,81.7854,83.1058,85.2779,76.2015,84.5148,90.5907,84.5148,95.9358,92.2545,74.7217,92.4066,75.8568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
