bond_id,bond_nm,list_dt,price,premium_rt,ytm_rt,curr_iss_amt,turnover_rt,year_left,stock_id,stock_nm,market_cd
123075,贝斯转债,2020-11-23,150.001,-0.86,,2.954,58.58,,300580,贝斯特,szcy
123098,一品转债,2021-02-23,173.001,0.01,,2.293,27.6,,300723,一品红,szcy
127036,三花转债,2021-06-30,139.19,0.92,-5.07,29.657,4.56,3.91,002050,三花智控,szmb
123092,天壕转债,2021-01-15,223.701,1.75,-16.64,4.132,2.13,3.474,300332,天壕环境,szcy
123118,惠城转债,2021-07-26,314.45,2.32,-21.56,1.808,25.04,4.008,300779,惠城环保,szcy
128081,海亮转债,2019-12-16,129.722,2.36,-5.61,27.861,3.63,2.384,002203,海亮股份,szmb
128114,正邦转债,2020-07-15,94.39,2.42,6.49,7.565,38.23,2.953,002157,*ST正邦,szmb
113595,花王转债,2020-08-18,111.294,2.59,3.7,2.707,19.09,3.047,603007,ST花王,shmb
110061,川投转债,2019-12-02,172.258,2.63,-17.84,34.8,1.69,2.356,600674,川投能源,shmb
110053,苏银转债,2019-04-03,126.518,2.9,-5.83,155.24,0.89,1.693,600919,江苏银行,shmb
127065,瑞鹄转债,2022-07-27,186.1,3.08,-8.45,4.391,88.43,4.97,002997,瑞鹄模具,szmb
113626,伯特转债,2021-07-21,255.622,3.24,-17.45,7.806,52.75,3.986,603596,伯特利,shmb
123014,凯发转债,2018-08-21,117.56,3.66,-163.07,1.151,18.94,0.06,300407,凯发电气,szcy
113044,大秦转债,2021-01-15,115.518,3.75,-0.55,299.872,0.34,3.447,601006,大秦铁路,shmb
113588,润达转债,2020-07-13,153.044,4.31,-10.09,5.487,371.4,2.953,603108,润达医疗,shmb
113578,全筑转债,2020-05-19,101.332,4.6,5.13,3.829,242.4,2.795,603030,*ST全筑,shmb
113534,鼎胜转债,2019-04-30,260.553,4.65,-38.36,3.919,24.64,1.764,603876,鼎胜新材,shmb
127063,贵轮转债,2022-05-30,136.417,4.75,-3.59,17.995,2.63,4.803,000589,贵州轮胎,szmb
127058,科伦转债,2022-04-20,184.0,4.96,-10.1,20.342,7.32,4.707,002422,科伦药业,szmb
113535,大业转债,2019-06-03,125.0,5.34,-14.22,4.996,7.47,0.847,603278,大业股份,shmb
110068,龙净转债,2020-04-15,193.708,5.39,-18.13,18.759,17.21,2.721,600388,ST龙净,shmb
113063,赛轮转债,2022-11-24,134.841,5.52,-2.98,20.087,3.35,5.334,601058,赛轮轮胎,shmb
128083,新北转债,2019-12-31,130.989,5.64,-5.86,8.768,2.31,2.441,002376,新北洋,szmb
110084,贵燃转债,2022-01-18,127.145,5.91,-2.3,9.181,2.46,4.482,600903,贵州燃气,shmb
110080,东湖转债,2021-05-12,128.26,5.99,-3.06,15.491,30.15,3.773,600133,东湖高新,shmb
127029,中钢转债,2021-04-23,206.005,6.01,-14.36,7.627,32.9,3.707,000928,中钢国际,szmb
110083,苏租转债,2021-12-10,128.84,6.68,-3.55,47.649,0.35,4.356,600901,江苏金租,shmb
123150,九强转债,2022-07-20,142.287,7.05,-4.2,11.21,0.86,4.992,300406,九强生物,szcy
110077,洪城转债,2020-12-17,146.292,8.55,-7.47,17.468,1.39,3.381,600461,洪城环境,shmb
127069,小熊转债,2022-09-07,163.7,8.87,-5.84,5.045,4.73,5.11,002959,小熊电器,szmb
123162,东杰转债,2022-11-04,128.212,8.89,-1.01,5.633,4.18,5.282,300486,东杰智能,szcy
123085,万顺转2,2020-12-28,143.899,8.95,-7.09,5.712,35.31,3.438,300057,万顺新材,szcy
110045,海澜转债,2018-07-31,126.458,9.11,-13.4,29.495,2.2,1.025,600398,海澜之家,shmb
128075,远东转债,2019-10-31,131.182,9.18,-6.5,5.433,13.11,2.222,002406,远东传动,szmb
113631,皖天转债,2021-12-10,126.713,9.48,-2.38,9.299,1.62,4.348,603689,皖天然气,shmb
113628,晨丰转债,2021-09-17,125.878,9.54,-0.93,4.149,4.67,4.137,603685,晨丰科技,shmb
127020,中金转债,2020-08-14,130.2,9.69,-4.59,30.228,19.39,3.044,000060,中金岭南,szmb
118021,新致转债,2022-11-02,218.371,9.75,-11.27,4.842,170.81,5.236,688590,新致软件,shkc
128106,华统转债,2020-05-08,198.7,9.81,-19.14,2.869,14.38,2.767,002840,华统股份,szmb
113664,大元转债,2023-01-04,145.333,10.04,-3.38,4.5,11.77,5.425,603757,大元泵业,shmb
127028,英特转债,2021-03-10,130.305,10.21,-4.23,5.757,2.97,3.507,000411,英特集团,szmb
110060,天路转债,2019-11-28,140.029,10.64,-8.89,7.059,9.64,2.318,600326,西藏天路,shmb
127012,招路转债,2019-04-30,125.59,10.74,-9.25,49.998,0.7,1.715,001965,招商公路,szmb
128025,特一转债,2017-12-28,189.618,10.89,-104.52,2.113,119.39,0.422,002728,特一药业,szmb
127037,银轮转债,2021-07-09,182.3,10.91,-11.38,6.994,13.55,3.926,002126,银轮股份,szmb
110091,合力转债,2023-01-06,165.859,11.26,-6.98,20.478,10.13,5.447,600761,安徽合力,shmb
127006,敖东转债,2018-05-11,122.886,11.44,-21.08,24.064,0.87,0.69,000623,吉林敖东,szmb
128017,金禾转债,2017-11-27,124.798,11.5,-46.21,5.515,16.71,0.326,002597,金禾实业,szmb
128121,宏川转债,2020-08-07,131.197,11.53,-5.11,6.698,4.21,3.036,002930,宏川智慧,szmb
123164,法本转债,2022-11-14,147.892,11.65,-3.72,6.001,27.54,5.301,300925,法本信息,szcy
123112,万讯转债,2021-04-23,148.198,11.94,-4.86,2.266,120.53,3.762,300112,万讯自控,szcy
113648,巨星转债,2022-05-17,135.925,12.01,-3.42,9.998,9.66,4.811,603477,巨星农牧,shmb
113057,中银转债,2022-05-10,130.987,12.13,-3.72,57.158,1.15,4.723,601881,中国银河,shmb
113527,维格转债,2019-02-19,137.62,12.38,-10.0,2.862,15.87,1.559,603518,锦泓集团,shmb
127014,北方转债,2019-11-21,228.299,12.49,-26.55,5.34,32.5,2.307,000065,北方国际,szmb
128087,孚日转债,2020-01-16,122.514,12.51,-3.9,6.443,1.76,2.455,002083,孚日股份,szmb
113505,杭电转债,2018-03-27,120.722,12.92,-15.76,7.497,3.75,0.671,603618,杭电股份,shmb
128091,新天转债,2020-01-17,183.119,13.37,-16.68,1.525,13.66,2.49,002873,新天药业,szmb
128111,中矿转债,2020-07-07,549.92,13.53,-40.46,1.099,37.52,2.937,002738,中矿资源,szmb
110090,爱迪转债,2022-10-28,140.308,13.68,-3.87,15.698,4.4,5.225,600933,爱柯迪,shmb
113615,金诚转债,2021-01-14,278.501,13.7,-22.56,7.638,5.33,3.471,603979,金诚信,shmb
123141,宏丰转债,2022-04-08,127.477,13.71,-1.09,3.211,7.36,4.699,300283,温州宏丰,szcy
118028,会通转债,2023-01-04,126.229,13.9,-0.9,8.3,7.02,5.427,688219,会通股份,shkc
128128,齐翔转2,2020-09-15,128.183,14.14,-3.65,6.795,0.9,3.129,002408,齐翔腾达,szmb
123156,博汇转债,2022-09-02,127.199,14.17,-0.94,3.97,11.17,5.121,300839,博汇股份,szcy
111012,福新转债,2023-02-07,131.497,14.47,-1.46,4.29,1.95,5.507,605488,福莱新材,shmb
113025,明泰转债,2019-05-07,212.126,14.47,-30.59,9.84,5.01,1.767,601677,明泰铝业,shmb
113058,友发转债,2022-04-26,120.514,14.76,-0.67,20.0,1.41,4.74,601686,友发集团,shmb
110052,贵广转债,2019-03-29,146.011,14.9,-13.45,2.882,145.47,1.669,600996,贵广网络,shmb
123089,九洲转2,2021-01-08,130.287,15.19,-2.39,3.06,5.17,3.466,300040,九洲集团,szcy
128140,润建转债,2020-12-29,188.999,15.21,-13.87,10.894,1.31,3.427,002929,润建股份,szmb
113598,法兰转债,2020-08-25,156.891,15.3,-8.53,2.752,17.86,3.074,603966,法兰泰克,shmb
110043,无锡转债,2018-03-14,108.941,15.51,-4.72,29.213,1.33,0.573,600908,无锡银行,shmb
118003,华兴转债,2021-12-20,139.767,15.69,-4.45,7.998,6.69,4.406,688001,华兴源创,shkc
128082,华锋转债,2020-01-06,174.248,15.78,-14.8,2.015,1721.48,2.419,002806,华锋股份,szmb
123167,商络转债,2022-12-09,129.48,15.89,-1.2,3.965,65.93,5.375,300975,商络电子,szcy
123140,天地转债,2022-03-30,145.083,15.99,-4.41,1.719,11.21,4.696,300743,天地数码,szcy
123063,大禹转债,2020-08-20,126.628,16.08,-0.3,6.346,1.0,3.066,300021,大禹节水,szcy
128048,张行转债,2018-11-29,114.739,16.08,-2.57,24.97,0.69,1.359,002839,张家港行,szmb
123067,斯莱转债,2020-10-15,159.241,16.1,-8.62,2.394,39.55,3.206,300382,斯莱克,szcy
128034,江银转债,2018-02-14,108.79,16.12,-4.57,17.579,1.54,0.562,002807,江阴银行,szmb
123158,宙邦转债,2022-10-21,137.5,16.19,-3.4,19.695,1.37,5.233,300037,新宙邦,szcy
123080,海波转债,2020-12-22,142.855,16.27,-3.87,1.489,16.4,3.414,300517,海波重科,szcy
128130,景兴转债,2020-09-18,118.191,16.48,-1.08,9.986,1.17,3.159,002067,景兴纸业,szmb
110048,福能转债,2018-12-28,179.507,16.67,-28.96,12.76,1.65,1.427,600483,福能股份,shmb
127072,博实转债,2022-11-03,144.5,17.04,-4.02,4.499,26.05,5.222,002698,博实股份,szmb
110074,精达转债,2020-09-21,140.737,17.12,-6.04,5.094,1.21,3.126,600577,精达股份,shmb
123050,聚飞转债,2020-05-15,145.2,17.12,-6.17,3.746,21.76,2.778,300303,聚飞光电,szcy
128042,凯中转债,2018-09-03,127.0,17.31,-9.87,4.154,8.83,1.071,002823,凯中精密,szmb
