bond_id,bond_nm,bond_py,price,increase_rt,stock_id,stock_nm,stock_py,sprice,sincrease_rt,pb,convert_price,convert_value,convert_dt,premium_rt,dblow,sw_cd,market_cd,btype,list_dt,qflag2,owned,hold,bond_value,rating_cd,option_value,put_convert_price,force_redeem_price,convert_amt_ratio,fund_rt,short_maturity_dt,year_left,curr_iss_amt,volume,svolume,turnover_rt,ytm_rt,put_ytm_rt,noted,bond_nm_tip,redeem_icon,last_time,qstatus,margin_flg,sqflag,pb_flag,adj_cnt,adj_scnt,convert_price_valid,convert_price_tips,convert_cd_tip,ref_yield_info,adjusted,orig_iss_amt,price_tips,redeem_dt,real_force_redeem_price,option_tip,notes,volatility_rate
127057,盘龙转债,plzz,148.0,1.27,002864,盘龙药业,plyy,39.46,1.81,3.78,26.41,149.41,0,-0.95,147.05,370201,szmb,C,2022-04-08,N,0,0,buy,A+,,18.49,34.33,7.3,buy,28-03-03,,1.556,319983.07,55570.11,1343.42,,,0,"最后交易日：2023年3月24日
最后转股日：2023年3月29日
赎回价：100.05元/张",R,15:34:06,00,,Y,N,0,0,Y,,2022-09-09 开始转股,强赎登记日2023-03-24，赎回价格100.050元，如不考虑强赎纯债价值为80.30元，计算使用5.0年期 评级为A+ 债参考YTM：8.8697,N,2.76,全价：148.000 最后更新：15:34:06,2023-03-24,100.050,如不考虑强赎期权价值为102.27元,,buy
123057,美联转债,mlzz,169.8,-1.98,300586,美联新材,mlxc,16.24,-2.29,5.55,9.5,170.95,0,-0.67,169.13,220503,szcy,C,2020-07-27,N,0,0,buy,AA-,,6.65,12.35,2.9,buy,26-06-30,,1.85,18129.41,11606.14,57.61,,,0,"最后交易日：2023年4月7日
最后转股日：2023年4月12日
赎回价：100.784元/张",R,15:34:24,00,R,Y,N,0,0,Y,,2021-01-07 开始转股,强赎登记日2023-04-07，赎回价格100.784元，如不考虑强赎纯债价值为96.76元，计算使用3.3年期 评级为AA- 债参考YTM：6.1212,N,2.07,全价：169.800 最后更新：15:34:24,2023-04-07,100.784,如不考虑强赎期权价值为100.06元,,buy
123083,朗新转债,lxzz,175.505,-5.13,300682,朗新科技,lxkj,26.83,-4.25,4.29,15.2,176.51,0,-0.57,174.94,710301,szcy,C,2021-01-06,N,0,0,buy,AA,,10.64,19.76,2.0,buy,26-12-09,,5.479,41659.59,36368.45,43.33,,,0,"最后交易日：2023年4月17日
最后转股日：2023年4月20日
赎回价：100.36元/张",R,15:34:42,00,R,Y,N,0,0,Y,,2021-06-15 开始转股,强赎登记日2023-04-17，赎回价格100.360元，如不考虑强赎纯债价值为99.90元，计算使用3.8年期 评级为AA 债参考YTM：3.7644,N,8.0,全价：175.505 最后更新：15:34:42,2023-04-17,100.360,如不考虑强赎期权价值为101.27元,,buy
123118,惠城转债,hczz,239.13,-3.34,300779,惠城环保,hchb,40.99,-3.03,5.9,17.06,240.27,0,-0.47,238.66,760103,szcy,C,2021-07-26,N,0,0,buy,A+,,11.94,22.18,6.8,buy,27-07-06,4.29,2.497,28234.82,11006.52,46.75,-14.92,,0,,,15:34:06,00,,Y,N,0,0,Y,,2022-01-13 开始转股,计算使用4.3年期 评级为A+ 债参考YTM：8.6787,N,3.2,全价：239.130 最后更新：15:34:06,,,,,buy
128114,正邦转债,zbzz,93.491,0.66,002157,正邦科技,zbkj,3.4,2.1,147.83,3.62,93.92,0,-0.46,93.03,110702,szmb,C,2020-07-15,N,0,0,buy,B,,2.53,4.71,15.9,buy,26-06-16,3.236,13.168,11395.41,15233.77,9.25,6.56,,0,,,15:34:57,00,R,Y,N,3,3,Y,转股价下修3次，成功下修3次,2020-12-23 开始转股,计算使用3.3年期 评级为B 债参考YTM：36.9312,N,16.0,全价：93.491 最后更新：15:34:57,,,,,buy
113595,花王转债,hwzz,132.893,-1.23,603007,ST花王,sthw,5.93,-1.98,4.37,4.48,132.37,0,0.4,133.29,620307,shmb,C,2020-08-18,N,0,0,buy,B+,,3.14,5.82,16.0,buy,26-07-20,3.329,3.168,48925.12,8362.03,116.62,-2.1,,0,,,15:00:00,00,,Y,N,1,1,Y,转股价下修1次，成功下修1次,2021-01-27 开始转股,,N,3.3,全价：132.893 最后更新：15:00:00,,,,,buy
128078,太极转债,tjzz,202.173,-0.93,002368,太极股份,tjgf,44.2,-0.54,7.06,22.02,200.73,0,0.72,202.89,710301,szmb,C,2019-11-08,N,0,0,buy,AA,,15.41,28.63,2.3,buy,25-10-21,2.584,5.89,99953.18,133483.12,84.47,-19.78,,0,,,15:34:12,00,R,Y,N,0,0,Y,,2020-04-27 开始转股,计算使用2.6年期 评级为AA 债参考YTM：3.4198,N,10.0,全价：202.173 最后更新：15:34:12,,,,,buy
110061,川投转债,ctzz,153.852,-0.06,600674,川投能源,ctny,13.33,0.0,1.83,8.8,151.48,0,1.57,155.42,410102,shmb,C,2019-12-02,N,0,0,buy,AAA,,6.16,11.44,5.9,buy,25-11-10,2.638,34.82,5882.03,8762.14,1.1,-12.33,,0,本次（2022年11月16日至2022年12月9日）不提前赎回，以2023年12月10日为首个交易日重新起算,G,14:59:58,00,R,Y,N,0,0,Y,,2020-05-15 开始转股,计算使用2.7年期 评级为AAA 债参考YTM：3.0484,N,40.0,全价：153.852 最后更新：14:59:58,,,,,buy
128081,海亮转债,hlzz,127.57,-0.41,002203,海亮股份,hlgf,11.99,-0.25,1.95,9.62,124.64,0,2.35,129.92,240302,szmb,C,2019-12-16,N,0,0,buy,AA,,6.73,12.51,12.1,buy,25-11-21,2.668,28.231,3573.57,5089.4,0.99,-4.42,,0,,,15:34:15,00,R,Y,N,0,0,Y,,2020-05-27 开始转股,计算使用2.7年期 评级为AA 债参考YTM：3.4791,N,31.5,全价：127.570 最后更新：15:34:15,,,,,buy
110053,苏银转债,syzz,122.61,0.58,600919,江苏银行,jsyh,7.15,1.27,0.51,5.97,119.77,0,2.38,124.99,480401,shmb,C,2019-04-03,N,0,0,buy,AAA,,,7.76,19.0,buy,25-03-13,1.975,199.99,27946.01,39045.01,1.14,-3.46,,0,,,14:59:59,00,R,Y,N,0,0,Y,,2019-09-20 开始转股,计算使用2.0年期 评级为AAA 债参考YTM：2.9623,N,200.0,全价：122.610 最后更新：14:59:59,,,,,buy
123092,天壕转债,thzz,233.719,-0.65,300332,天壕环境,thhj,11.72,-1.1,2.65,5.14,228.02,0,2.5,236.22,410301,szcy,C,2021-01-15,N,0,0,buy,A+,,3.6,6.68,4.2,buy,26-12-23,3.756,4.142,2495.24,4017.01,2.58,-16.46,,0,本次（2023年1月1日至2023年1月30日）不提前赎回，以2023年7月1日后首个交易日重新计算,G,15:34:36,00,R,Y,N,0,0,Y,,2021-06-30 开始转股,计算使用3.8年期 评级为A+ 债参考YTM：8.6044,N,4.23,全价：233.719 最后更新：15:34:36,,,,,buy
110052,贵广转债,ggzz,171.792,-0.33,600996,贵广网络,ggwl,13.3,0.0,3.23,7.94,167.51,0,2.56,174.35,721001,shmb,C,2019-03-29,N,0,0,buy,AA+,,5.56,10.32,1.8,buy,25-03-05,1.953,2.893,7503.27,17463.92,15.14,-18.71,,0,,,14:59:58,00,R,Y,N,0,0,Y,,2019-09-11 开始转股,计算使用2.0年期 评级为AA+ 债参考YTM：3.0844,N,16.0,全价：171.792 最后更新：14:59:58,,,,,buy
