bond_id,bond_nm,bond_py,price,increase_rt,stock_id,stock_nm,stock_py,sprice,sincrease_rt,pb,convert_price,convert_value,convert_dt,premium_rt,dblow,sw_cd,market_cd,btype,list_dt,qflag2,owned,hold,bond_value,rating_cd,option_value,put_convert_price,force_redeem_price,convert_amt_ratio,fund_rt,short_maturity_dt,year_left,curr_iss_amt,volume,svolume,turnover_rt,ytm_rt,put_ytm_rt,noted,bond_nm_tip,redeem_icon,last_time,qstatus,margin_flg,sqflag,pb_flag,adj_cnt,adj_scnt,convert_price_valid,convert_price_tips,convert_cd_tip,ref_yield_info,adjusted,orig_iss_amt,price_tips,redeem_dt,real_force_redeem_price,option_tip,notes,volatility_rate
128078,太极转债,tjzz,180.8,-7.27,002368,太极股份,tjgf,40.5,-5.9,6.47,22.02,183.92,0,-1.7,179.1,710301,szmb,C,2019-11-08,N,0,0,buy,AA,,15.41,28.63,2.5,buy,25-10-21,,5.886,123026.59,210301.11,113.87,,,0,"最后交易日：2023年4月17日
最后转股日：2023年4月20日
赎回价：100.75元/张",R,15:34:21,00,R,Y,N,0,0,Y,,2020-04-27 开始转股,强赎登记日2023-04-17，赎回价格100.750元，如不考虑强赎纯债价值为105.79元，计算使用2.6年期 评级为AA 债参考YTM：3.4603,N,10.0,全价：180.800 最后更新：15:34:21,2023-04-17,100.750,如不考虑强赎期权价值为105.44元,,buy
123118,惠城转债,hczz,231.65,-0.06,300779,惠城环保,hchb,39.77,-1.07,5.72,17.06,233.12,0,-0.63,231.02,760103,szcy,C,2021-07-26,N,0,0,buy,A+,,11.94,22.18,6.9,buy,27-07-06,4.279,2.462,64324.86,15815.52,114.5,-14.32,,0,,,15:34:27,00,,Y,N,0,0,Y,,2022-01-13 开始转股,计算使用4.3年期 评级为A+ 债参考YTM：8.6510,N,3.2,全价：231.650 最后更新：15:34:27,,,,,buy
123083,朗新转债,lxzz,186.385,4.77,300682,朗新科技,lxkj,28.47,5.06,4.55,15.2,187.3,0,-0.49,185.9,710301,szcy,C,2021-01-06,N,0,0,buy,AA,,10.64,19.76,1.6,buy,26-12-09,,4.73,99737.25,39743.79,114.25,,,0,"最后交易日：2023年4月17日
最后转股日：2023年4月20日
赎回价：100.36元/张",R,15:34:48,00,R,Y,N,0,0,Y,,2021-06-15 开始转股,强赎登记日2023-04-17，赎回价格100.360元，如不考虑强赎纯债价值为99.95元，计算使用3.8年期 评级为AA 债参考YTM：3.7611,N,8.0,全价：186.385 最后更新：15:34:48,2023-04-17,100.360,如不考虑强赎期权价值为110.98元,,buy
123057,美联转债,mlzz,169.11,0.42,300586,美联新材,mlxc,16.14,0.44,5.51,9.5,169.89,0,-0.46,168.65,220503,szcy,C,2020-07-27,N,0,0,buy,AA-,,6.65,12.35,2.4,buy,26-06-30,,1.516,18659.34,14656.77,73.09,,,0,"最后交易日：2023年4月7日
最后转股日：2023年4月12日
赎回价：100.784元/张",R,15:34:39,00,R,Y,N,0,0,Y,,2021-01-07 开始转股,强赎登记日2023-04-07，赎回价格100.784元，如不考虑强赎纯债价值为96.80元，计算使用3.3年期 评级为AA- 债参考YTM：6.1297,N,2.07,全价：169.110 最后更新：15:34:39,2023-04-07,100.784,如不考虑强赎期权价值为99.17元,,buy
111006,嵘泰转债,rtzz,134.585,-2.85,605133,嵘泰股份,rtgf,36.92,1.37,3.32,27.34,135.04,0,-0.34,134.25,280203,shmb,C,2022-09-21,N,0,0,buy,AA-,,19.14,35.54,44.0,buy,28-08-11,5.381,6.505,46008.07,14993.49,51.69,-2.1,,0,已满足强赎条件,B,14:59:59,00,,Y,N,1,1,Y,转股价下修1次，成功下修1次,2023-02-17 开始转股,如不考虑强赎纯债价值为86.17元，计算使用5.4年期 评级为AA- 债参考YTM：6.5311,N,6.507,全价：134.585 最后更新：14:59:59,,,,,buy
128114,正邦转债,zbzz,93.58,0.51,002157,正邦科技,zbkj,3.39,0.89,147.39,3.62,93.65,0,-0.07,93.51,110702,szmb,C,2020-07-15,N,0,0,buy,B,,2.53,4.71,15.9,buy,26-06-16,3.225,13.117,9038.09,14554.79,7.36,6.55,,0,,,15:34:39,00,R,Y,N,3,3,Y,转股价下修3次，成功下修3次,2020-12-23 开始转股,计算使用3.3年期 评级为B 债参考YTM：36.9297,N,16.0,全价：93.580 最后更新：15:34:39,,,,,buy
113595,花王转债,hwzz,127.763,-3.82,603007,ST花王,sthw,5.69,-5.01,4.19,4.48,127.01,0,0.59,128.35,620307,shmb,C,2020-08-18,N,0,0,buy,B+,,3.14,5.82,16.2,buy,26-07-20,3.318,3.076,35719.23,8317.92,89.92,-0.92,,0,,,14:59:57,00,,Y,N,1,1,Y,转股价下修1次，成功下修1次,2021-01-27 开始转股,,N,3.3,全价：127.763 最后更新：14:59:57,,,,,buy
110061,川投转债,ctzz,150.493,-1.24,600674,川投能源,ctny,12.94,-1.3,1.78,8.8,147.05,0,2.34,152.83,410102,shmb,C,2019-12-02,N,0,0,buy,AAA,,6.16,11.44,6.0,buy,25-11-10,2.627,34.82,5928.64,12759.95,1.13,-11.63,,0,本次（2022年11月16日至2022年12月9日）不提前赎回，以2023年12月10日为首个交易日重新起算,G,14:59:57,00,R,Y,N,0,0,Y,,2020-05-15 开始转股,计算使用2.7年期 评级为AAA 债参考YTM：3.0644,N,40.0,全价：150.493 最后更新：14:59:57,,,,,buy
127058,科伦转债,klzz,164.565,-0.26,002422,科伦药业,klyy,26.7,0.07,2.63,16.65,160.36,0,2.62,167.19,370102,szmb,C,2022-04-20,N,0,0,buy,AA+,,11.66,21.65,6.7,buy,28-03-18,4.981,20.949,15204.81,23050.97,4.39,-7.48,,0,本次（2022年9月29日至2022年10月28日）不提前赎回，至2023年10月28日均不行使提前赎回权利,G,15:34:51,00,R,Y,N,0,0,Y,,2022-09-26 开始转股,计算使用5.0年期 评级为AA+ 债参考YTM：3.5856,N,30.0,全价：164.565 最后更新：15:34:51,,,,,buy
128081,海亮转债,hlzz,127.0,-0.34,002203,海亮股份,hlgf,11.83,-1.0,1.93,9.62,122.97,0,3.27,130.27,240302,szmb,C,2019-12-16,N,0,0,buy,AA,,6.73,12.51,12.3,buy,25-11-21,2.658,28.231,4088.5,4479.56,1.14,-4.27,,0,,,15:34:21,00,R,Y,N,0,0,Y,,2020-05-27 开始转股,计算使用2.7年期 评级为AA 债参考YTM：3.5229,N,31.5,全价：127.000 最后更新：15:34:21,,,,,buy
