Date,传媒(2021),计算机(2021),石油石化(2021),美容护理(2021),农林牧渔(2021),社会服务(2021),家用电器(2021),非银金融(2021),汽车(2021),通信(2021),食品饮料(2021),机械设备(2021),电子(2021),煤炭(2021),电力设备(2021),交通运输(2021),医药生物(2021),商贸零售(2021),基础化工(2021),建筑材料(2021),有色金属(2021),银行(2021),公用事业(2021),轻工制造(2021),环保(2021),钢铁(2021),国防军工(2021),纺织服饰(2021),建筑装饰(2021)
,801760.SI,801750.SI,801960.SI,801980.SI,801010.SI,801210.SI,801110.SI,801790.SI,801880.SI,801770.SI,801120.SI,801890.SI,801080.SI,801950.SI,801730.SI,801170.SI,801150.SI,801200.SI,801030.SI,801710.SI,801050.SI,801780.SI,801160.SI,801140.SI,801970.SI,801040.SI,801740.SI,801130.SI,801720.SI
2021/7/30,598.35,"4,893.53","2,334.89","8,456.58","3,094.99","10,391.92","7,816.95","1,732.17","6,187.65","2,080.72","23,385.34","1,625.51","5,506.40","2,059.88","11,624.19","2,147.21","11,884.84","2,915.78","4,659.64","7,529.51","5,867.48","3,425.19","2,038.30","2,561.60","1,953.37","3,252.30","1,627.38","1,751.45","1,964.63"
2021/8/2,606.35,"5,017.85","2,429.18","8,549.94","3,200.34","10,361.02","8,041.96","1,781.46","6,508.66","2,149.31","24,508.59","1,691.38","5,522.44","2,026.10","11,794.99","2,185.54","12,065.76","2,961.49","4,814.98","7,945.98","5,893.26","3,476.53","2,066.12","2,589.88","2,003.31","3,099.12","1,706.97","1,769.96","1,997.30"
2021/8/3,600.54,"5,072.37","2,413.71","8,735.55","3,219.29","10,848.84","8,338.05","1,788.13","6,393.55","2,120.79","24,749.08","1,686.44","5,335.51","1,986.03","11,391.47","2,202.38","12,515.65","2,969.37","4,769.08","8,076.23","5,566.71","3,458.90","2,059.06","2,600.28","1,984.54","2,975.67","1,675.53","1,776.99","2,009.97"
2021/8/4,598.3,"5,103.06","2,424.94","8,721.82","3,202.68","10,829.51","8,295.98","1,781.12","6,654.52","2,143.01","24,347.18","1,733.61","5,520.22","2,046.28","12,118.01","2,191.84","12,442.93","2,976.50","4,898.53","8,198.59","5,831.44","3,428.66","2,074.07","2,618.93","1,991.32","3,109.47","1,719.63","1,793.99","2,004.70"
2021/8/5,584.94,"4,984.07","2,363.19","8,581.39","3,193.59","10,846.05","8,261.82","1,765.45","6,655.50","2,120.28","24,074.56","1,728.86","5,510.02","2,054.29","12,090.65","2,179.03","12,363.63","2,967.35","4,838.30","8,221.44","5,746.80","3,421.06","2,075.02","2,605.89","1,980.63","3,088.41","1,788.94","1,774.75","1,997.05"
2021/8/6,582.23,"4,976.98","2,380.36","8,448.62","3,185.66","10,746.24","8,252.92","1,762.18","6,692.26","2,110.84","23,859.53","1,730.65","5,483.51","2,122.06","12,117.36","2,175.18","11,991.74","2,961.85","4,879.14","8,110.06","5,928.40","3,436.69","2,082.26","2,597.10","1,993.62","3,140.61","1,796.93","1,767.64","2,005.18"
2021/8/9,598.03,"5,055.61","2,396.75","8,653.65","3,315.81","11,112.40","8,429.46","1,801.85","6,661.15","2,116.37","24,460.21","1,756.92","5,432.72","2,129.77","11,833.96","2,201.32","12,097.42","3,019.86","4,904.35","8,306.19","5,861.24","3,526.60","2,096.75","2,666.41","2,014.54","3,172.36","1,788.15","1,790.69","2,024.20"
2021/8/10,606.97,"5,092.81","2,404.67","8,861.48","3,345.69","11,360.59","8,485.63","1,825.06","6,673.99","2,127.08","25,786.86","1,766.31","5,428.19","2,140.68","11,839.85","2,206.47","12,203.51","3,043.80","4,863.06","8,257.82","5,805.02","3,594.65","2,109.41","2,673.29","2,031.87","3,193.93","1,843.29","1,807.71","2,038.19"
2021/8/11,605.88,"5,032.27","2,428.69","8,721.12","3,331.99","11,098.50","8,451.02","1,815.58","6,693.01","2,091.12","25,282.73","1,773.75","5,457.68","2,237.98","11,974.71","2,219.47","11,992.99","3,043.52","4,898.45","8,218.60","5,917.96","3,626.58","2,136.35","2,702.53","2,049.66","3,258.84","1,838.90","1,797.37","2,056.80"
2021/8/12,603.79,"5,059.94","2,432.17","8,646.38","3,298.08","10,914.68","8,331.40","1,796.70","6,846.98","2,108.43","24,686.69","1,765.03","5,489.86","2,256.53","11,812.23","2,237.87","11,848.62","3,046.97","4,982.72","8,176.60","6,040.81","3,609.62","2,136.47","2,687.36","2,046.51","3,331.82","1,790.58","1,796.46","2,036.97"
2021/8/13,599.91,"4,953.94","2,486.50","8,633.28","3,311.39","11,045.44","8,380.49","1,793.91","6,752.32","2,073.14","24,824.29","1,769.87","5,345.25","2,268.10","11,715.13","2,234.47","11,815.84","3,043.86","5,061.56","8,161.13","6,087.49","3,615.26","2,146.82","2,702.17","2,050.00","3,334.97","1,794.84","1,792.13","2,028.41"
2021/8/16,602.41,"4,927.87","2,496.62","8,747.43","3,307.53","11,298.68","8,604.43","1,809.55","6,661.39","2,072.93","24,946.94","1,752.17","5,328.75","2,273.08","11,433.82","2,232.03","11,849.96","3,063.28","4,975.90","8,138.46","5,862.48","3,609.99","2,168.49","2,720.27","2,088.20","3,318.49","1,764.13","1,809.98","2,041.42"
2021/8/17,588.01,"4,794.53","2,447.64","8,472.99","3,208.87","10,766.67","8,408.54","1,793.37","6,458.02","2,013.42","23,920.93","1,704.13","5,142.23","2,210.75","11,301.45","2,223.68","11,426.08","2,997.48","4,837.11","8,108.09","5,795.99","3,571.43","2,139.75","2,653.24","2,065.53","3,256.31","1,742.07","1,773.47","2,026.89"
2021/8/18,590.91,"4,859.42","2,454.31","8,361.48","3,200.89","10,545.89","8,474.61","1,892.73","6,456.16","2,018.10","23,862.65","1,719.19","5,147.84","2,208.96","11,245.52","2,243.88","11,467.01","2,998.67","4,892.31","8,168.77","5,846.35","3,700.33","2,158.16","2,657.49","2,088.82","3,288.16","1,790.59","1,776.68","2,050.14"
2021/8/19,594.69,"4,861.65","2,381.47","8,446.91","3,167.83","10,515.61","8,336.36","1,845.82","6,556.72","2,062.00","23,578.94","1,714.06","5,205.77","2,168.51","11,349.08","2,234.48","11,508.62","2,989.99","4,889.19","8,099.97","5,884.11","3,625.32","2,156.31","2,661.51","2,060.85","3,277.76","1,827.27","1,779.51","2,026.18"
2021/8/20,586.37,"4,838.60","2,370.12","8,055.36","3,132.72","10,292.32","8,261.29","1,833.58","6,490.81","2,027.45","22,390.49","1,716.42","5,217.42","2,149.94","11,286.47","2,226.25","10,956.01","2,966.72","4,909.56","8,165.47","5,913.38","3,598.02","2,149.95","2,626.39","2,042.63","3,325.19","1,822.81","1,765.92","2,013.37"
2021/8/23,603.66,"4,967.52","2,392.93","8,278.45","3,163.41","10,475.01","8,194.94","1,834.25","6,647.77","2,049.48","22,612.28","1,780.70","5,345.75","2,229.49","11,726.81","2,251.78","11,114.07","2,995.16","5,029.26","8,221.49","6,067.79","3,605.79","2,201.59","2,676.76","2,077.29","3,327.09","1,895.04","1,810.55","2,031.62"
2021/8/24,601.54,"4,975.14","2,431.05","8,339.21","3,177.82","10,750.37","8,191.91","1,855.13","6,678.31","2,029.56","23,170.78","1,786.86","5,373.95","2,255.14","11,851.16","2,269.53","11,302.19","3,010.87","5,091.82","8,231.08","6,219.01","3,618.86","2,221.20","2,682.28","2,098.56","3,412.92","1,884.69","1,817.25","2,034.36"
2021/8/25,612.57,"4,968.86","2,442.14","8,269.14","3,194.54","10,976.44","8,130.17","1,832.01","6,679.30","2,011.76","23,682.16","1,777.14","5,336.57","2,335.15","12,150.60","2,311.65","11,400.20","3,039.55","5,138.97","8,279.59","6,337.76","3,584.12","2,242.22","2,704.94","2,125.70","3,431.70","1,876.02","1,828.23","2,076.03"
2021/8/26,604.73,"4,858.83","2,439.77","8,102.43","3,115.68","10,991.15","7,974.44","1,803.81","6,542.59","1,979.28","22,855.46","1,766.43","5,254.74","2,421.42","11,967.04","2,307.77","11,048.25","3,032.39","5,105.61","8,204.31","6,392.90","3,525.37","2,231.49","2,673.12","2,103.17","3,546.78","1,878.42","1,822.41","2,081.37"
2021/8/27,596.7,"4,857.37","2,484.18","8,072.85","3,091.65","10,793.06","7,984.57","1,815.66","6,675.75","1,980.91","22,828.90","1,783.80","5,275.77","2,426.79","12,087.55","2,298.01","11,023.33","3,039.67","5,176.69","8,217.30","6,585.30","3,538.16","2,241.26","2,682.31","2,097.05","3,560.09","1,841.71","1,814.11","2,097.49"
2021/8/30,594.22,"4,862.69","2,538.47","8,022.61","3,068.63","10,835.00","7,796.78","1,783.53","6,691.51","1,973.28","22,831.37","1,778.24","5,224.50","2,500.19","12,456.37","2,296.52","10,970.29","3,044.39","5,229.33","8,113.90","6,791.85","3,472.43","2,248.27","2,686.79","2,114.12","3,639.78","1,881.46","1,804.36","2,104.73"
2021/8/31,595.63,"4,815.22","2,533.42","7,985.24","3,080.70","10,486.54","7,813.68","1,806.30","6,669.58","1,958.46","22,384.45","1,773.21","5,122.78","2,627.71","12,248.45","2,303.58","10,859.69","3,055.45","5,240.33","8,205.37","6,923.62","3,520.28","2,274.80","2,692.98","2,182.42","3,823.54","1,894.23","1,801.76","2,145.51"
2021/9/1,607.42,"4,836.20","2,503.61","7,948.85","3,133.72","10,802.79","8,036.77","1,871.17","6,559.15","1,975.26","23,134.44","1,777.94","5,097.89","2,540.41","11,748.74","2,335.92","10,964.93","3,069.09","5,119.30","8,416.01","6,465.98","3,604.26","2,281.59","2,690.61","2,175.92","3,756.80","1,848.44","1,811.86","2,203.99"
2021/9/2,610.66,"4,812.99","2,618.24","7,710.14","3,116.11","10,515.80","7,981.67","1,891.67","6,624.05","1,974.10","22,803.51","1,796.12","5,040.58","2,667.92","12,185.38","2,344.61","10,718.49","3,105.75","5,261.04","8,504.67","6,590.78","3,639.88","2,367.76","2,703.54","2,217.05","3,841.98","1,851.17","1,818.13","2,266.99"
2021/9/3,612.24,"4,845.12","2,592.93","7,673.10","3,200.17","10,889.67","8,016.59","1,881.63","6,496.99","1,977.96","23,120.88","1,763.66","5,024.95","2,605.55","11,948.61","2,360.86","10,799.79","3,130.69","5,146.76","8,455.21","6,340.78","3,650.15","2,395.98","2,723.91","2,210.91","3,758.82","1,781.72","1,825.24","2,235.95"
2021/9/6,617.89,"4,935.38","2,611.82","7,967.00","3,238.78","11,092.38","8,186.43","1,917.87","6,657.10","2,008.99","23,647.07","1,791.78","5,126.17","2,672.39","12,028.86","2,392.52","11,258.33","3,145.63","5,182.16","8,548.84","6,384.42","3,640.99","2,414.80","2,749.01","2,231.12","3,784.64","1,801.03","1,859.61","2,262.19"
2021/9/7,629.73,"4,967.19","2,703.34","8,065.19","3,239.81","11,283.67","8,250.75","1,956.84","6,758.47","2,014.49","23,733.96","1,808.40","5,158.84","2,791.33","12,216.86","2,430.46","11,251.54","3,183.05","5,396.65","8,589.16","6,545.05","3,710.32","2,438.08","2,767.37","2,234.46","3,973.81","1,829.63","1,875.53","2,296.93"
2021/9/8,655.13,"4,997.99","2,739.20","7,918.88","3,249.87","11,316.21","8,219.56","1,957.24","6,696.76","2,044.59","23,363.32","1,790.85","5,201.62","2,885.59","11,942.14","2,450.57","11,181.23","3,227.39","5,461.69","8,520.31","6,561.75","3,704.15","2,505.87","2,818.01","2,259.53","3,949.40","1,814.01","1,891.75","2,306.89"
2021/9/9,643.11,"4,947.78","2,824.87","7,886.28","3,242.70","11,164.16","8,165.23","1,944.66","6,696.84","2,043.80","23,313.42","1,790.90","5,128.69","3,067.69","11,914.47","2,486.15","11,180.86","3,247.75","5,495.65","8,605.11","6,728.75","3,690.22","2,523.62","2,810.45","2,286.84","4,191.24","1,865.40","1,886.66","2,349.18"
2021/9/10,640.98,"4,937.38","2,808.89","7,850.26","3,221.58","11,508.19","8,167.35","1,960.21","6,652.31","2,033.02","23,666.74","1,784.53","5,239.31","2,945.07","12,010.83","2,496.58","11,123.98","3,232.08","5,505.51","8,678.44","6,895.41","3,777.01","2,477.93","2,817.42","2,263.34","4,090.33","1,836.50","1,871.71","2,314.84"
2021/9/13,649.25,"4,923.81","2,930.33","7,793.92","3,195.10","11,158.05","8,044.91","1,960.86","6,604.25","2,013.91","23,397.99","1,774.47","5,134.11","3,090.21","11,811.44","2,513.59","11,094.51","3,211.21","5,687.45","8,759.03","7,069.71","3,769.51","2,523.09","2,820.16","2,325.57","4,162.19","1,819.89","1,898.63","2,336.29"
2021/9/14,638,"4,923.13","2,928.94","7,712.15","3,144.18","10,988.32","7,869.42","1,905.36","6,599.02","1,990.53","23,290.21","1,770.05","5,108.55","2,996.18","11,954.40","2,463.34","11,145.31","3,147.68","5,682.01","8,567.72","6,857.77","3,665.11","2,465.72","2,786.45","2,282.61","3,980.34","1,790.92","1,861.38","2,262.53"
2021/9/15,642.05,"4,877.29","2,983.86","7,657.17","3,152.69","10,575.80","7,711.30","1,901.10","6,567.01","2,003.63","22,708.41","1,783.25","5,078.13","3,018.80","12,186.10","2,457.06","11,034.29","3,139.64","5,771.83","8,363.59","6,907.68","3,635.63","2,494.68","2,772.78","2,305.34","3,986.38","1,804.15","1,861.72","2,274.36"
2021/9/16,634.25,"4,795.64","2,950.46","7,719.34","3,229.23","10,767.57","7,596.88","1,869.24","6,355.89","1,972.30","22,855.57","1,748.26","4,951.56","3,020.83","11,650.43","2,410.23","11,027.48","3,099.04","5,667.22","8,079.28","6,585.25","3,598.79","2,438.48","2,733.77","2,243.73","3,949.85","1,770.36","1,846.60","2,232.40"
2021/9/17,629.17,"4,795.90","2,878.49","7,868.73","3,227.75","10,997.03","7,733.09","1,877.86","6,352.82","1,968.21","23,469.53","1,734.01","4,962.68","2,847.12","11,721.52","2,428.15","11,416.32","3,073.36","5,659.47","8,057.70","6,389.78","3,607.31","2,509.27","2,711.56","2,256.87","3,768.53","1,750.73","1,831.25","2,208.13"
2021/9/22,624.67,"4,785.40","2,912.51","7,856.46","3,158.51","10,572.16","7,579.71","1,858.68","6,277.59","1,972.26","22,838.24","1,733.57","4,959.93","3,013.86","11,825.80","2,470.43","11,421.78","3,078.07","5,685.52","8,009.32","6,385.87","3,525.49","2,638.86","2,688.61","2,294.05","3,797.28","1,783.54","1,825.88","2,243.39"
2021/9/23,630.72,"4,855.45","2,826.16","7,978.14","3,234.76","10,514.09","7,623.48","1,879.21","6,311.30","1,994.78","23,029.74","1,744.57","5,034.51","2,969.88","11,783.07","2,482.72","11,392.20","3,122.27","5,569.88","8,172.57","6,356.67","3,523.07","2,686.07","2,764.08","2,408.75","3,852.72","1,834.89","1,834.32","2,275.77"
2021/9/24,625.99,"4,860.94","2,756.88","8,115.83","3,242.85","10,900.21","7,590.91","1,859.03","6,257.33","1,969.32","23,844.23","1,715.07","4,997.21","2,762.98","11,865.22","2,473.07","11,447.33","3,097.52","5,370.45","7,804.59","6,149.56","3,496.80","2,642.68","2,701.32","2,338.95","3,649.55","1,809.15","1,820.45","2,220.96"
2021/9/27,615.04,"4,811.60","2,696.84","8,010.58","3,331.38","11,152.65","7,646.52","1,832.81","6,178.14","1,948.29","25,373.71","1,656.27","4,967.17","2,684.91","11,792.70","2,403.93","11,499.69","3,027.94","5,130.28","7,522.94","5,775.77","3,498.01","2,577.46","2,640.15","2,263.27","3,432.11","1,736.15","1,763.19","2,120.85"
2021/9/28,608.82,"4,786.99","2,778.11","7,875.81","3,302.55","11,097.45","7,728.18","1,857.39","6,129.95","1,956.59","25,042.91","1,665.67","4,962.73","2,806.27","11,656.32","2,397.64","11,437.42","3,021.21","5,098.38","7,637.27","5,734.45","3,559.38","2,677.17","2,635.29","2,293.57","3,425.70","1,757.72","1,757.73","2,137.65"
2021/9/29,593.21,"4,650.95","2,624.09","7,890.31","3,325.86","10,979.53","7,755.13","1,834.58","5,954.25","1,907.04","25,010.69","1,616.62","4,848.34","2,660.31","11,534.06","2,335.18","11,214.23","2,950.46","4,888.00","7,421.95","5,524.03","3,595.21","2,587.59","2,559.24","2,217.19","3,243.38","1,678.81","1,706.27","2,087.09"
2021/9/30,605.38,"4,756.16","2,668.64","7,929.10","3,371.10","11,254.97","7,734.73","1,824.54","6,076.62","1,931.85","25,180.06","1,656.66","4,921.40","2,755.92","11,879.27","2,356.04","11,397.99","2,999.21","5,039.58","7,563.90","5,669.68","3,553.63","2,636.32","2,604.93","2,238.04","3,311.04","1,699.69","1,736.29","2,107.80"
2021/10/8,622.05,"4,851.50","2,707.50","8,107.78","3,515.82","11,691.33","7,953.12","1,877.15","6,187.07","1,969.99","25,764.49","1,660.37","4,971.69","2,655.28","11,718.20","2,406.01","11,476.76","3,053.14","4,989.40","7,644.66","5,607.93","3,609.66","2,589.32","2,666.65","2,257.80","3,261.00","1,678.90","1,790.54","2,116.12"
2021/10/11,623.69,"4,842.01","2,679.15","8,014.02","3,537.97","11,485.69","7,898.36","1,874.67","6,246.21","2,001.93","25,747.79","1,650.13","4,955.60","2,753.55","11,484.54","2,409.03","11,346.64","3,061.47","4,974.53","7,677.20","5,687.51","3,695.60","2,504.69","2,667.82","2,158.19","3,210.98","1,715.86","1,804.87","2,091.19"
2021/10/12,610.55,"4,752.22","2,599.68","8,255.40","3,493.00","11,563.83","7,885.58","1,831.39","6,181.40","1,978.61","25,770.27","1,613.01","4,830.77","2,705.96","11,255.20","2,376.31","11,324.43","3,033.02","4,843.66","7,578.34","5,517.81","3,696.35","2,446.10","2,621.61","2,109.94","3,080.80","1,661.52","1,795.28","2,055.00"
2021/10/13,616.27,"4,784.77","2,530.51","8,505.08","3,480.67","11,982.66","7,862.94","1,830.40","6,367.53","1,991.24","26,615.71","1,625.55","4,903.02","2,565.01","11,657.79","2,364.35","11,540.49","3,040.72","4,859.02","7,689.43","5,600.81","3,690.69","2,358.28","2,624.41","2,078.30","3,100.24","1,664.71","1,792.41","2,043.99"
2021/10/14,620.27,"4,793.37","2,534.29","8,408.46","3,430.54","11,949.47","7,813.35","1,825.96","6,434.99","1,975.65","26,416.49","1,654.31","4,911.25","2,550.83","11,821.72","2,367.80","11,368.23","3,074.19","4,878.07","7,680.04","5,726.59","3,652.30","2,353.62","2,626.95","2,080.13","3,115.74","1,698.80","1,801.13","2,048.91"
2021/10/15,614.3,"4,829.87","2,549.65","8,445.65","3,387.76","11,857.68","7,863.31","1,820.03","6,498.38","1,979.30","26,246.50","1,654.66","4,972.31","2,640.45","12,102.62","2,330.27","11,250.01","3,035.93","4,903.81","7,687.96","5,785.28","3,686.34","2,352.20","2,587.32","2,054.20","3,094.71","1,706.85","1,770.10","2,023.45"
2021/10/18,610.51,"4,785.73","2,626.63","8,251.55","3,440.33","11,493.27","7,758.82","1,812.40","6,566.13","1,973.07","24,789.64","1,672.41","4,929.45","2,788.93","12,414.99","2,343.74","11,070.73","3,029.39","5,015.42","7,652.89","5,955.94","3,653.79","2,412.12","2,588.92","2,074.30","3,154.95","1,734.68","1,786.76","2,048.98"
2021/10/19,614.48,"4,820.36","2,648.42","8,289.55","3,586.59","11,405.67","7,816.23","1,834.84","6,570.58","1,976.27","25,161.00","1,685.41","4,981.05","2,789.66","12,411.62","2,363.61","11,226.80","3,049.73","5,073.25","7,675.55","5,988.20","3,682.46","2,427.80","2,614.73","2,081.38","3,161.57","1,733.23","1,780.24","2,060.91"
2021/10/20,613.19,"4,815.96","2,604.54","8,340.85","3,517.01","11,332.20","7,673.98","1,829.46","6,632.66","1,969.68","25,313.30","1,692.49","4,964.44","2,602.29","12,599.20","2,344.94","11,139.75","3,072.00","5,098.35","7,609.02","5,947.08","3,656.53","2,471.82","2,596.93","2,089.11","3,171.24","1,755.46","1,767.17","2,054.09"
2021/10/21,609.4,"4,776.94","2,630.31","8,316.89","3,471.52","11,270.10","7,801.11","1,859.73","6,568.24","1,942.57","25,389.06","1,673.59","4,915.10","2,693.78","12,478.12","2,346.47","11,113.28","3,071.57","5,129.60","7,616.36","5,987.44","3,735.20","2,447.14","2,591.33","2,073.89","3,167.84","1,732.59","1,761.77","2,058.07"
2021/10/22,611.6,"4,779.09","2,559.15","8,244.64","3,445.64","11,603.58","8,122.95","1,859.72","6,606.54","1,933.07","25,925.64","1,658.68","4,972.49","2,544.29","12,394.93","2,307.66","11,100.20","3,058.15","5,070.21","7,736.14","5,774.55","3,743.89","2,375.75","2,614.35","2,037.96","3,043.09","1,726.45","1,746.08","2,042.48"
2021/10/25,608.04,"4,784.26","2,601.39","8,287.20","3,452.06","11,478.42","7,979.36","1,868.89","6,781.26","1,947.71","25,710.60","1,678.86","4,986.90","2,608.01","12,865.16","2,316.91","11,140.47","3,051.84","5,175.13","7,644.59","5,867.21","3,746.40","2,412.73","2,591.79","2,067.75","3,064.56","1,756.27","1,743.55","2,074.10"
2021/10/26,603.85,"4,765.16","2,603.99","8,151.80","3,400.51","11,482.53","7,829.24","1,845.46","6,805.80","1,951.23","25,670.33","1,675.74","5,048.04","2,605.59","12,756.20","2,310.42","11,058.04","3,038.97","5,143.58","7,546.84","5,909.38","3,748.34","2,424.86","2,580.33","2,075.83","3,055.52","1,748.24","1,723.70","2,086.91"
2021/10/27,592.27,"4,680.38","2,558.27","8,047.85","3,406.22","11,279.41","7,534.98","1,806.14","6,759.87","1,920.19","25,130.02","1,655.17","4,977.81","2,507.54","13,024.22","2,287.19","10,833.53","2,995.66","5,147.45","7,254.04","5,811.13","3,713.85","2,470.28","2,520.91","2,065.62","3,000.16","1,749.40","1,698.11","2,067.53"
2021/10/28,591.11,"4,657.15","2,414.40","8,072.78","3,363.14","11,441.02","7,587.09","1,792.66","6,577.95","1,896.43","25,288.79","1,613.51","4,932.82","2,351.76","12,905.02","2,275.37","10,750.37","2,961.77","4,976.92","7,248.57","5,573.81","3,689.26","2,426.68","2,505.40","2,009.95","2,897.15","1,714.73","1,684.16","2,030.89"
2021/10/29,609.97,"4,752.45","2,424.52","8,275.46","3,461.92","11,623.88","7,682.11","1,783.94","6,678.20","1,922.81","25,628.28","1,634.21","5,005.13","2,334.57","13,269.23","2,315.48","10,931.26","3,034.49","5,021.18","7,265.33","5,634.40","3,672.76","2,430.18","2,527.31","2,033.80","2,924.20","1,768.74","1,715.91","2,054.18"
2021/11/1,614.96,"4,789.02","2,418.39","8,054.18","3,502.34","10,791.72","7,914.40","1,794.69","6,649.12","1,940.54","25,220.08","1,652.03","5,113.72","2,364.49","13,296.09","2,290.09","10,793.65","3,060.91","5,023.04","7,254.94","5,572.76","3,709.48","2,451.48","2,537.68","2,038.30","2,900.07","1,799.96","1,736.47","2,074.87"
2021/11/2,604.71,"4,750.17","2,357.69","7,977.96","3,553.70","10,148.09","7,742.03","1,766.17","6,689.86","1,942.88","25,256.57","1,642.68","5,142.35","2,289.02","13,225.58","2,272.80","10,670.69","3,017.48","4,908.52","7,086.04","5,512.53","3,601.17","2,378.10","2,510.83","1,992.40","2,807.45","1,857.74","1,726.53","2,020.49"
2021/11/3,612.66,"4,804.79","2,350.44","8,031.89","3,642.69","10,351.95","7,670.31","1,770.11","6,619.43","1,953.70","24,942.78","1,644.13","5,123.18","2,373.30","12,945.17","2,277.98","10,770.56","3,020.99","4,887.70","7,168.51","5,502.09","3,596.99","2,385.44","2,530.81","2,007.20","2,822.85","1,826.17","1,733.20","2,034.48"
2021/11/4,622.08,"4,838.43","2,316.48","8,076.96","3,692.09","10,509.75","7,776.05","1,768.13","6,847.04","1,994.18","25,754.12","1,669.39","5,204.19","2,348.47","13,265.46","2,273.78","10,798.75","3,032.40","4,908.69","7,185.97","5,521.93","3,584.07","2,417.36","2,572.74","2,033.09","2,808.32","1,847.83","1,747.08","2,040.34"
2021/11/5,630.94,"4,885.18","2,234.22","7,970.61","3,623.49","10,418.97","7,772.12","1,766.07","6,837.64","1,999.71","25,808.96","1,668.57","5,223.92","2,252.29","13,007.46","2,245.93","10,783.97","3,003.01","4,743.03","7,018.08","5,482.14","3,568.73","2,324.52","2,569.38","2,015.20","2,715.38","1,821.48","1,736.58","1,993.58"
2021/11/8,637.56,"4,870.23","2,273.59","7,913.78","3,605.28","10,542.67","7,741.21","1,783.22","6,883.08","1,997.09","25,657.76","1,678.26","5,184.58","2,271.84","13,345.64","2,277.34","10,575.67","3,009.17","4,810.99","7,016.45","5,705.27","3,554.01","2,336.50","2,573.82","2,090.04","2,786.32","1,830.26","1,745.68","2,001.26"
2021/11/9,637.42,"4,936.05","2,283.75","7,906.81","3,634.31","10,564.93","7,669.38","1,785.78","6,900.96","2,018.99","25,413.37","1,689.89","5,254.41","2,243.63","13,458.28","2,263.68","10,692.73","3,022.70","4,863.52","7,094.90","5,735.91","3,554.82","2,354.16","2,572.79","2,086.96","2,781.42","1,889.37","1,752.82","2,016.19"
2021/11/10,641.75,"4,949.36","2,273.04","7,899.58","3,610.39","10,525.81","7,635.73","1,778.10","6,818.17","2,035.64","24,918.80","1,683.09","5,282.58","2,201.38","13,303.09","2,254.00","10,884.12","3,004.80","4,818.96","7,021.94","5,644.42","3,542.03","2,335.03","2,575.80","2,103.14","2,776.80","1,888.59","1,752.05","2,021.97"
2021/11/11,651.13,"4,974.28","2,281.15","7,869.93","3,627.88","10,582.47","7,871.33","1,836.01","6,856.45","2,060.43","25,060.42","1,691.93","5,363.00","2,222.19","13,347.93","2,280.97","10,876.15","3,027.13","4,857.67","7,402.68","5,677.24","3,639.79","2,328.77","2,620.74","2,117.21","2,826.73","1,892.78","1,754.34","2,051.67"
2021/11/12,649.58,"5,018.65","2,292.93","7,757.76","3,678.35","10,485.54","7,905.22","1,825.75","6,921.39","2,096.81","24,864.88","1,706.45","5,389.94","2,189.74","13,470.65","2,295.50","10,872.84","3,008.25","4,882.08","7,373.62","5,702.57","3,625.25","2,336.12","2,653.66","2,126.41","2,790.81","1,953.58","1,751.10","2,052.17"
2021/11/15,665.99,"5,049.23","2,279.09","7,856.94","3,669.74","10,745.47","7,976.12","1,818.19","6,841.49","2,088.47","25,064.61","1,696.25","5,380.38","2,181.78","13,104.36","2,282.76","11,049.92","3,000.49","4,798.25","7,373.65","5,573.04","3,646.82","2,353.17","2,688.60","2,160.14","2,783.26","1,931.89","1,778.58","2,051.03"
2021/11/16,669.49,"5,010.48","2,264.96","7,970.71","3,652.56","10,814.30","8,019.06","1,798.21","6,753.10","2,100.63","25,636.45","1,680.58","5,316.35","2,149.94","12,921.84","2,288.66","11,296.66","3,010.62","4,735.50","7,290.84","5,479.62","3,624.04","2,330.32","2,684.09","2,140.45","2,727.57","1,859.01","1,770.75","2,024.20"
2021/11/17,672.38,"5,048.60","2,308.22","7,849.55","3,630.13","10,754.60","7,975.41","1,795.40","6,834.57","2,141.09","25,457.96","1,713.15","5,354.13","2,169.43","13,250.61","2,294.72","11,322.14","3,023.73","4,824.02","7,290.39","5,657.59","3,595.68","2,355.45","2,688.99","2,158.90","2,778.34","1,895.55","1,788.05","2,039.34"
2021/11/18,654.58,"4,953.12","2,290.79","7,792.14","3,627.37","10,487.61","7,815.24","1,775.52","6,768.97","2,110.86","25,341.66","1,715.69","5,284.38","2,193.59","13,223.92","2,299.65","11,111.86","2,998.97","4,833.89","7,251.24","5,749.26","3,570.54","2,369.68","2,654.19","2,153.33","2,829.43","1,947.85","1,790.26","2,030.76"
2021/11/19,658.09,"5,017.29","2,325.97","7,828.56","3,609.59","10,529.34","7,876.80","1,804.95","6,859.15","2,125.05","25,649.30","1,732.15","5,368.13","2,238.27","13,436.54","2,338.41","11,117.03","3,028.88","4,890.49","7,411.22","5,799.22","3,612.17","2,386.64","2,666.56","2,163.04","2,870.16","1,952.56","1,803.75","2,044.76"
2021/11/22,658.32,"5,071.45","2,351.71","7,882.30","3,601.34","10,467.68","7,893.14","1,809.29","7,079.43","2,155.62","25,826.05","1,754.95","5,520.16","2,250.79","13,829.44","2,342.92","11,051.24","3,058.22","4,995.61","7,384.55","5,979.33","3,577.60","2,392.24","2,678.61","2,176.16","2,881.11","1,967.16","1,801.88","2,051.73"
