Date,传媒(2021),计算机(2021),石油石化(2021),美容护理(2021),农林牧渔(2021),社会服务(2021),家用电器(2021),非银金融(2021),汽车(2021),通信(2021),食品饮料(2021),机械设备(2021),电子(2021),煤炭(2021),电力设备(2021),交通运输(2021),医药生物(2021),商贸零售(2021),基础化工(2021),建筑材料(2021),有色金属(2021),银行(2021),公用事业(2021),轻工制造(2021),环保(2021),钢铁(2021),国防军工(2021),纺织服饰(2021),建筑装饰(2021)
,801760.SI,801750.SI,801960.SI,801980.SI,801010.SI,801210.SI,801110.SI,801790.SI,801880.SI,801770.SI,801120.SI,801890.SI,801080.SI,801950.SI,801730.SI,801170.SI,801150.SI,801200.SI,801030.SI,801710.SI,801050.SI,801780.SI,801160.SI,801140.SI,801970.SI,801040.SI,801740.SI,801130.SI,801720.SI
2021/1/4,739.31,"5,227.08","2,022.90","7,982.05","4,181.35","12,596.77","10,342.01","2,264.27","5,850.33","2,135.00","29,474.15","1,556.48","4,806.00","1,760.60","9,103.18","2,415.80","12,067.03","3,227.76","3,739.94","7,960.53","4,316.77","3,627.68","2,009.08","2,646.52","1,900.78","2,280.27","1,886.35","1,776.69","1,923.51"
2021/1/5,732.01,"5,255.44","2,074.03","8,248.51","4,335.03","12,570.16","10,625.13","2,252.44","5,848.74","2,145.80","30,855.62","1,574.49","4,992.09","1,721.64","9,152.10","2,439.05","12,261.60","3,242.43","3,812.00","7,962.07","4,353.32","3,583.58","1,981.37","2,677.63","1,880.98","2,271.26","1,900.57","1,760.96","1,920.58"
2021/1/6,727.7,"5,137.49","2,126.56","8,246.40","4,345.40","12,367.56","10,527.54","2,265.72","5,786.67","2,105.84","31,159.02","1,572.93","4,915.12","1,708.89","9,140.64","2,410.20","12,434.47","3,231.47","3,814.63","8,172.99","4,373.19","3,672.97","1,993.89","2,669.07","1,863.86","2,279.15","1,930.72","1,754.03","1,932.75"
2021/1/7,708.61,"4,969.85","2,142.87","8,177.05","4,374.91","12,997.92","10,733.27","2,285.57","5,855.83","2,044.14","31,514.54","1,597.74","4,931.92","1,727.98","9,405.81","2,380.66","12,415.75","3,156.38","3,864.28","8,130.85","4,537.46","3,713.91","1,961.69","2,645.28","1,812.56","2,325.36","1,963.24","1,704.00","1,886.72"
2021/1/8,730.58,"5,060.32","2,133.80","8,154.97","4,285.38","12,392.30","10,681.27","2,272.44","5,930.68","2,087.03","30,683.96","1,582.43","4,961.47","1,732.96","9,250.07","2,393.19","12,425.41","3,196.23","3,854.73","8,137.62","4,530.85","3,732.77","1,970.16","2,655.51","1,840.69","2,328.86","1,902.14","1,714.29","1,901.90"
2021/1/11,731.26,"5,044.49","2,135.61","8,140.15","4,091.76","12,505.76","10,431.85","2,219.44","6,022.91","2,093.66","29,983.16","1,569.82","5,005.85","1,664.69","8,863.79","2,348.03","12,240.07","3,140.93","3,793.05","8,118.73","4,333.42","3,775.58","1,927.63","2,607.05","1,802.84","2,273.48","1,856.60","1,695.85","1,869.53"
2021/1/12,728.91,"5,100.79","2,192.72","8,397.27","4,135.45","13,094.01","10,774.83","2,348.43","6,033.14","2,109.40","30,812.04","1,625.29","5,123.69","1,679.26","9,110.35","2,363.56","12,426.01","3,143.34","3,854.07","8,304.27","4,436.90","3,831.14","1,929.33","2,666.35","1,804.98","2,301.77","1,930.21","1,698.46","1,892.12"
2021/1/13,722.54,"5,030.97","2,203.57","8,279.72","4,054.64","12,492.80","10,776.80","2,309.10","6,035.98","2,121.10","30,578.08","1,619.25","5,173.78","1,672.51","8,924.38","2,390.63","12,230.37","3,114.75","3,832.98","8,313.96","4,317.85","3,826.59","1,942.40","2,625.34","1,800.68","2,303.30","1,904.93","1,670.17","1,919.93"
2021/1/14,719.28,"5,082.67","2,167.77","8,074.23","3,943.25","11,891.40","10,488.90","2,255.10","5,892.51","2,143.60","29,819.90","1,595.67","5,137.39","1,645.17","8,674.97","2,362.98","12,121.21","3,106.37","3,785.18","8,242.11","4,222.00","3,821.72","1,940.46","2,626.54","1,816.35","2,340.84","1,794.39","1,670.66","1,954.18"
2021/1/15,724.96,"5,053.15","2,177.76","8,079.45","3,929.65","11,898.08","10,490.82","2,273.30","5,909.47","2,121.54","29,135.73","1,600.17","5,073.50","1,681.93","8,752.90","2,361.84","12,126.07","3,135.51","3,823.44","8,229.02","4,290.88","3,931.19","1,950.37","2,666.40","1,843.37","2,293.53","1,777.42","1,698.03","1,943.45"
2021/1/18,740.62,"5,181.75","2,273.54","8,120.18","3,996.31","11,702.75","10,586.79","2,288.65","5,911.14","2,165.31","28,934.51","1,624.58","5,256.35","1,711.11","8,891.34","2,382.62","12,194.57","3,144.74","3,941.68","8,286.99","4,359.78","4,018.47","1,955.94","2,710.38","1,848.75","2,287.30","1,814.72","1,707.44","1,947.64"
2021/1/19,740.16,"5,190.22","2,279.29","8,032.66","3,947.04","11,567.54","10,282.61","2,287.45","5,835.35","2,150.35","28,396.38","1,588.79","5,153.48","1,721.50","8,726.90","2,381.04","12,018.51","3,187.47","3,919.35","8,237.94","4,228.40","4,017.06","1,964.63","2,699.95","1,863.49","2,278.36","1,780.57","1,734.77","1,945.32"
2021/1/20,742.13,"5,206.94","2,298.32","8,252.90","3,967.09","11,703.20","10,272.86","2,268.22","5,970.38","2,145.42","28,658.92","1,604.74","5,198.19","1,732.02","9,078.40","2,380.15","12,361.49","3,171.70","3,981.55","8,217.07","4,342.82","3,975.32","1,944.81","2,703.85","1,844.83","2,362.60","1,805.80","1,729.36","1,933.76"
2021/1/21,749.02,"5,296.14","2,357.83","8,373.53","4,005.22","11,596.12","10,508.06","2,281.45","6,047.44","2,139.31","29,316.05","1,633.99","5,257.21","1,758.29","9,349.96","2,413.26","12,605.27","3,169.91","4,052.51","8,247.33","4,496.01","3,994.05","1,947.05","2,724.89","1,846.49","2,367.24","1,820.01","1,734.54","1,935.43"
2021/1/22,744.57,"5,212.10","2,374.81","8,492.13","3,948.78","11,936.74","10,471.83","2,238.56","6,074.04","2,090.93","29,277.35","1,631.69","5,231.50","1,711.46","9,646.68","2,407.96","13,070.23","3,136.31","4,078.79","8,290.59","4,519.28","3,923.26","1,924.78","2,737.74","1,819.67","2,334.79","1,820.52","1,721.99","1,902.56"
2021/1/25,736.48,"5,139.78","2,365.95","8,455.24","3,986.61","12,738.69","10,539.81","2,242.37","6,102.28","2,057.52","30,692.37","1,638.76","5,174.97","1,693.32","9,562.26","2,399.92","13,081.93","3,081.53","4,087.69","8,195.36","4,590.99","3,932.94","1,919.76","2,729.53","1,803.59","2,317.82","1,813.35","1,702.62","1,881.92"
2021/1/26,726.22,"5,047.02","2,328.84","8,219.71","4,043.91","12,459.66","10,211.95","2,171.74","5,985.07","2,034.40","30,051.15","1,606.13","5,045.59","1,709.01","9,428.26","2,398.39","12,679.25","3,042.76","4,019.25","8,062.62","4,516.14","3,916.30","1,911.33","2,705.70","1,786.55","2,325.33","1,688.49","1,696.98","1,874.16"
2021/1/27,748.12,"5,057.25","2,322.09","8,151.34","4,095.36","12,476.24","10,250.14","2,175.22","6,040.03","2,043.28","29,302.70","1,617.70","5,076.41","1,706.24","9,701.99","2,418.14","12,611.56","3,051.59","4,039.50","8,091.33","4,485.25","3,971.35","1,921.21","2,737.05","1,796.15","2,327.70","1,680.80","1,688.68","1,879.08"
2021/1/28,743.23,"4,925.04","2,230.29","8,026.73","4,004.33","12,142.22","9,918.55","2,146.78","5,871.85","1,995.36","28,880.12","1,567.52","4,853.35","1,661.48","9,231.17","2,367.58","12,255.55","3,029.23","3,914.97","7,922.88","4,335.40","3,931.68","1,922.49","2,684.42","1,786.90","2,286.43","1,650.92","1,671.45","1,861.61"
2021/1/29,732.94,"4,881.63","2,225.93","8,079.39","3,925.60","12,450.83","9,881.23","2,112.21","5,853.44","1,959.30","29,185.15","1,557.96","4,799.98","1,614.49","8,965.85","2,364.70","12,141.88","2,976.01","3,891.83","7,913.37","4,254.59","3,937.42","1,903.22","2,677.16","1,760.66","2,239.58","1,597.85","1,649.87","1,846.24"
2021/2/1,739,"4,935.19","2,324.70","8,320.02","4,022.99","12,832.23","9,978.73","2,107.89","5,847.73","1,971.09","29,183.76","1,576.93","4,840.12","1,637.57","8,895.69","2,352.95","12,357.81","2,983.06","4,031.43","8,019.74","4,291.04","4,030.18","1,902.32","2,737.47","1,769.10","2,247.80","1,584.18","1,657.94","1,865.20"
2021/2/2,736.08,"4,996.85","2,385.40","8,324.42","4,040.24","13,597.09","10,201.65","2,102.52","6,137.01","1,980.62","30,123.41","1,601.46","4,891.14","1,621.66","9,132.08","2,337.91","12,516.31","3,018.99","4,106.16","8,142.41","4,404.61","3,979.66","1,901.65","2,772.89","1,771.87","2,273.21","1,606.64","1,652.52","1,871.88"
2021/2/3,729.52,"4,854.61","2,396.53","8,470.01","4,150.13","13,928.61","10,091.18","2,070.89","6,065.77","1,935.77","30,184.45","1,591.58","4,724.34","1,610.30","9,149.06","2,302.93","12,553.28","2,991.91","4,094.28","8,061.71","4,409.70","4,050.86","1,875.25","2,789.52","1,734.64","2,308.04","1,555.71","1,638.59","1,840.29"
2021/2/4,705.93,"4,743.79","2,387.61","8,589.18","4,094.20","13,525.92","10,013.74","2,067.69","6,008.38","1,897.98","30,786.38","1,560.75","4,692.41","1,607.12","9,126.64","2,274.43","12,373.78","2,936.83","4,071.66","7,997.36","4,223.77","4,066.62","1,847.33","2,774.72","1,718.07","2,274.04","1,533.37","1,613.88","1,803.71"
2021/2/5,699.99,"4,638.90","2,286.99","8,601.32","4,081.81","14,132.05","10,096.83","2,063.48","5,830.24","1,874.45","30,931.69","1,532.83","4,561.95","1,556.39","9,004.21","2,278.66","12,597.36","2,919.31","3,910.67","7,953.29","4,036.74","4,188.36","1,830.66","2,737.24","1,706.22","2,250.81","1,509.30","1,607.63","1,809.01"
2021/2/8,704.37,"4,693.45","2,388.49","8,648.23","4,220.21","14,606.16","10,102.83","2,053.96","5,903.22","1,879.61","31,256.33","1,577.90","4,616.28","1,586.01","9,180.33","2,292.42","12,803.71","2,918.66","4,048.27","8,188.86","4,193.30","4,207.03","1,836.79","2,765.51","1,715.72","2,245.18","1,505.11","1,596.44","1,817.56"
2021/2/9,714.96,"4,799.05","2,512.51","9,211.21","4,277.91","14,739.15","10,361.09","2,086.90","6,027.70","1,909.84","32,147.55","1,625.66","4,733.33","1,619.91","9,477.59","2,321.47","13,075.55","2,958.94","4,206.13","8,354.70","4,393.48","4,200.93","1,854.55","2,793.68","1,745.58","2,274.92","1,584.71","1,614.20","1,844.84"
2021/2/10,719.49,"4,884.55","2,546.52","9,582.91","4,364.35","15,612.32","10,668.61","2,099.26","6,113.73","1,924.51","33,364.46","1,640.81","4,833.26","1,612.88","9,658.61","2,365.14","13,392.85","2,960.97","4,275.06","8,398.40","4,491.76","4,177.22","1,863.51","2,819.78","1,746.23","2,286.95","1,576.23","1,627.60","1,846.34"
2021/2/18,732.91,"4,972.68","2,620.93","9,421.31","4,332.38","15,487.27","10,244.45","2,138.94","6,129.55","1,972.00","32,055.66","1,650.72","4,836.32","1,708.19","9,553.99","2,417.69","12,971.23","3,041.76","4,361.52","8,470.58","4,792.15","4,247.95","1,895.73","2,851.75","1,793.53","2,394.84","1,577.82","1,671.63","1,883.27"
2021/2/19,745.43,"5,023.75","2,580.12","9,245.14","4,556.68","15,276.02","10,256.08","2,183.94","6,140.95","2,018.28","32,337.94","1,648.04","4,884.63","1,775.02","9,372.49","2,456.66","13,014.03","3,131.79","4,332.56","8,606.67","4,850.69","4,227.14","1,933.07","2,879.31","1,846.55","2,410.08","1,598.38","1,719.67","1,952.34"
2021/2/22,732.77,"4,962.43","2,661.62","8,950.20","4,571.12","14,254.15","9,667.11","2,139.13","5,949.17","2,010.05","30,219.10","1,628.46","4,784.30","1,813.71","9,086.77","2,440.61","12,573.80","3,152.61","4,365.24","8,500.83","5,078.44","4,156.67","1,948.04","2,852.71","1,884.73","2,555.21","1,554.08","1,734.07","1,975.98"
2021/2/23,718.99,"4,919.44","2,621.61","8,991.65","4,421.20","14,083.04","9,651.64","2,149.43","5,832.43","1,998.27","30,190.39","1,627.03","4,772.45","1,761.09","9,053.60","2,450.15","12,554.82","3,121.30","4,305.42","8,376.58","4,995.69","4,196.52","1,948.06","2,839.57","1,877.19","2,528.38","1,596.84","1,735.51","1,953.58"
2021/2/24,718.95,"4,896.73","2,491.64","8,612.45","4,381.39","13,610.58","9,822.05","2,134.36","5,692.18","1,997.74","28,734.62","1,604.40","4,737.12","1,743.05","8,681.63","2,422.64","12,154.06","3,111.13","4,180.87","8,234.43","4,789.80","4,123.70","1,938.52","2,786.35","1,882.90","2,463.21","1,600.05","1,722.44","1,944.41"
2021/2/25,713.89,"4,821.47","2,500.86","8,453.09","4,367.40","13,734.55","9,859.69","2,171.33","5,662.19","1,988.53","28,308.19","1,605.99","4,703.63","1,743.58","8,558.37","2,444.34","12,122.36","3,099.14","4,151.02","8,369.48","4,744.31","4,186.36","1,936.96","2,769.33","1,871.73","2,491.07","1,625.02","1,716.11","1,979.83"
2021/2/26,704.2,"4,797.51","2,404.19","8,218.25","4,251.73","13,305.02","9,730.02","2,125.11","5,551.46","1,985.93","27,712.45","1,580.56","4,636.48","1,686.05","8,424.94","2,404.72","11,946.81","3,069.46","4,058.78","8,202.96","4,538.78","4,035.38","1,937.70","2,721.89","1,912.46","2,426.81","1,572.76","1,711.41","1,954.91"
2021/3/1,724.22,"4,903.93","2,448.37","8,523.93","4,331.47","13,906.35","9,866.25","2,113.66","5,696.20","2,020.96","28,056.05","1,644.09","4,790.95","1,718.98","8,747.13","2,416.59","12,118.48","3,128.59","4,181.40","8,383.82","4,695.55","4,031.41","1,957.02","2,785.21","1,955.74","2,522.74","1,603.49","1,753.77","1,983.52"
2021/3/2,713.63,"4,865.11","2,383.11","8,385.30","4,291.83","13,727.22","9,882.09","2,087.96","5,694.34","2,011.11","27,195.65","1,629.86","4,816.52","1,733.66","8,783.77","2,381.56","11,897.73","3,110.70","4,095.33","8,421.17","4,541.43","3,997.51","1,992.77","2,764.31","1,999.39","2,504.50","1,616.44","1,746.46","1,961.58"
2021/3/3,722.18,"4,901.28","2,405.16","8,531.68","4,370.16","14,018.64","9,860.23","2,144.79","5,743.67","2,019.43","27,832.85","1,646.07","4,857.28","1,795.95","8,734.59","2,415.13","12,076.25","3,133.79","4,146.53","8,510.05","4,712.38","4,183.58","2,017.72","2,807.91","2,014.74","2,694.78","1,617.27","1,766.60","1,989.99"
2021/3/4,711.06,"4,789.31","2,374.83","8,163.28","4,283.83","13,468.56","9,557.03","2,114.60","5,575.54","1,984.91","26,462.54","1,599.14","4,715.46","1,798.45","8,217.91","2,389.18","11,659.79","3,098.75","4,006.14","8,362.87","4,537.66","4,150.81","2,023.93","2,750.79","2,011.47","2,742.98","1,599.58","1,756.70","1,990.07"
2021/3/5,720.64,"4,842.84","2,399.76","8,225.53","4,233.94","13,274.78","9,525.26","2,118.14","5,616.92","2,001.89","26,706.61","1,602.85","4,742.55","1,765.28","8,255.74","2,385.70","11,696.43","3,133.40","3,989.91","8,222.65","4,401.25","4,111.90","2,019.41","2,768.99","2,000.15","2,614.25","1,571.36","1,762.37","2,001.05"
2021/3/8,707.03,"4,722.34","2,359.69","8,015.97","4,094.80","12,348.74","9,231.92","2,096.16","5,404.10","1,983.81","25,225.98","1,559.16","4,621.27","1,757.71","7,816.62","2,335.37","11,156.40","3,098.46","3,915.26","8,039.95","4,289.39","4,040.82","2,040.57","2,712.55","1,993.92","2,591.70","1,474.05","1,749.30","1,996.07"
2021/3/9,695.6,"4,600.39","2,247.51","7,883.40","3,977.06","12,548.73","9,087.00","2,055.32","5,250.05","1,933.90","24,653.39","1,505.58","4,433.02","1,738.21","7,581.83","2,342.48","10,848.04","3,049.93","3,788.62","7,835.93","4,224.15","3,960.69","1,993.32","2,648.37","1,934.48","2,632.14","1,398.77","1,730.95","1,985.04"
2021/3/10,687.48,"4,533.92","2,221.67","7,937.79","3,961.83","13,001.80","9,203.54","2,037.03","5,305.02","1,903.54","25,207.32","1,500.72","4,413.84","1,748.36","7,706.57","2,327.03","11,002.30","3,033.51","3,796.29","7,865.36","4,215.41","3,948.66","1,979.63","2,637.91","1,907.70","2,579.04","1,386.35","1,711.28","1,950.07"
2021/3/11,689.85,"4,601.69","2,295.35","8,252.70","4,024.48","13,163.00","9,337.98","2,084.46","5,422.50","1,933.63","26,084.67","1,532.37","4,485.72","1,784.95","7,978.23","2,372.19","11,241.20","3,051.26","3,896.62","8,127.45","4,468.38","4,076.55","2,028.57","2,694.01","1,949.20","2,712.06","1,410.33","1,727.22","1,981.49"
2021/3/12,686.18,"4,544.17","2,347.90","8,213.64","4,030.63","13,435.74","9,349.12","2,076.36","5,434.00","1,922.73","25,957.81","1,536.12","4,437.80","1,811.66","8,138.55","2,388.34","11,263.51","3,046.50","3,939.55","8,247.32","4,424.97","4,124.13","2,114.18","2,700.66","2,006.93","2,729.61","1,398.61","1,730.03","2,011.44"
2021/3/15,675.92,"4,471.12","2,304.86","7,993.83","3,935.94","13,250.27","9,088.21","2,048.48","5,336.28","1,877.10","25,030.04","1,513.34","4,313.77","1,841.42","7,777.72","2,416.47","10,904.90","3,085.50","3,896.00","8,182.10","4,441.82","4,154.80","2,105.32","2,670.43","2,023.81","2,768.64","1,393.59","1,728.60","2,033.67"
2021/3/16,682.81,"4,514.89","2,298.10","8,135.76","3,935.19","13,307.43","9,220.47","2,059.12","5,381.86","1,898.38","25,618.01","1,519.94","4,296.90","1,813.07","7,916.73","2,446.67","11,037.32","3,118.33","3,924.19","8,223.10","4,370.15","4,206.29","2,150.06","2,696.21","2,096.54","2,727.93","1,390.98","1,762.69","2,053.86"
2021/3/17,687.12,"4,556.34","2,307.95","8,197.97","4,053.18","13,602.17","9,434.22","2,033.51","5,405.28","1,919.47","25,908.08","1,537.88","4,382.59","1,827.63","8,002.50","2,452.77","11,125.20","3,142.17","3,962.78","8,250.84","4,392.95","4,139.64","2,101.03","2,728.28","2,056.71","2,689.17","1,414.47","1,765.69","2,034.66"
2021/3/18,687.25,"4,551.34","2,363.43","8,543.60","4,041.50","13,794.33","9,566.25","2,022.39","5,416.42","1,907.96","26,477.48","1,550.81","4,369.02","1,808.00","8,115.75","2,446.10","11,333.70","3,134.45","4,026.19","8,288.25","4,398.16","4,155.40","2,113.53","2,803.36","2,058.41","2,725.84","1,423.58","1,789.21","2,033.09"
2021/3/19,675.33,"4,495.10","2,260.73","8,393.56","3,957.44","13,518.37","9,343.07","1,991.65","5,314.37","1,888.16","25,777.07","1,533.62","4,291.94","1,787.70","7,877.05","2,401.89","11,170.37","3,112.28","3,913.58","8,134.35","4,315.01","4,028.55","2,133.41","2,780.01","2,055.50","2,716.35","1,439.07","1,776.21","2,015.87"
2021/3/22,685.18,"4,602.39","2,234.79","8,420.98","4,009.18","13,781.40","9,343.54","2,011.84","5,393.73","1,901.01","25,745.74","1,564.51","4,354.90","1,801.92","8,003.11","2,433.49","11,268.11","3,146.71","3,920.62","8,178.79","4,340.93","4,116.80","2,237.81","2,819.72","2,151.56","2,733.56","1,449.99","1,794.87","2,064.91"
2021/3/23,681.97,"4,605.59","2,153.18","8,146.11","3,975.19","13,324.90","9,256.81","2,020.66","5,276.97","1,899.87","25,832.50","1,541.17","4,325.45","1,740.44","7,794.37","2,403.27","11,205.18","3,137.73","3,797.88","8,162.88","4,160.78","4,096.82","2,192.79","2,775.08","2,104.79","2,625.56","1,434.20","1,766.77","2,046.11"
2021/3/24,683.54,"4,575.23","2,068.40","7,992.59","3,946.77","13,032.23","9,230.38","2,014.43","5,142.10","1,864.28","25,766.28","1,507.33","4,238.73","1,703.65","7,596.91","2,342.69","11,133.81","3,113.33","3,668.66","7,959.13","3,978.88","4,030.55","2,212.37","2,732.17","2,123.14","2,513.99","1,413.13","1,764.70","2,032.52"
2021/3/25,683.32,"4,644.54","2,117.62","8,052.23","3,934.00","13,217.08","9,171.36","2,005.99","5,118.84","1,866.19","25,611.65","1,505.45","4,237.97","1,733.84","7,587.04","2,347.20","11,207.82","3,124.48","3,718.35","7,956.39","4,000.36","3,999.06","2,149.90","2,731.08","2,058.41","2,510.39","1,415.66","1,791.29","2,016.56"
2021/3/26,688.27,"4,705.68","2,126.46","8,139.39","3,938.45","13,750.45","9,303.38","2,022.61","5,262.48","1,892.88","26,353.04","1,545.37","4,352.13","1,738.75","7,925.17","2,384.34","11,533.82","3,146.59","3,779.54","8,200.28","4,131.16","4,037.43","2,184.42","2,772.64","2,087.53","2,560.90","1,434.77","1,833.08","2,032.19"
2021/3/29,677.12,"4,666.93","2,162.49","8,145.78","3,930.21","13,936.45","9,321.03","2,013.17","5,224.22","1,884.63","26,712.44","1,554.41","4,341.31","1,824.10","7,875.73","2,390.48","11,522.96","3,123.67","3,818.09","8,296.79","4,123.94","4,050.55","2,213.49","2,791.92","2,080.92","2,587.53","1,458.89","1,817.80","2,040.29"
2021/3/30,672.77,"4,641.95","2,213.28","8,239.32","3,960.39","13,922.50","9,341.41","2,011.89","5,268.52","1,868.22","26,922.83","1,561.17","4,360.94","1,801.76","8,049.39","2,391.60","11,671.40","3,085.00","3,838.41","8,336.82","4,167.77","4,080.68","2,195.08","2,782.85","2,040.97","2,613.56","1,490.17","1,800.11","2,030.84"
2021/3/31,671.13,"4,664.05","2,184.66","8,180.61","3,930.18","13,538.24","9,408.80","1,987.47","5,223.21","1,872.18","26,507.48","1,540.60","4,367.49","1,795.81","8,032.90","2,401.24","11,586.91","3,097.86","3,795.36","8,286.25","4,075.37","4,085.50","2,230.71","2,771.83","2,108.14","2,587.66","1,436.74","1,805.97","2,069.80"
2021/4/1,674.64,"4,689.26","2,208.15","8,305.77","3,952.26","14,012.42","9,609.82","2,003.71","5,287.02","1,882.81","26,991.71","1,541.07","4,444.00","1,801.52","8,137.36","2,406.63","11,807.35","3,110.00","3,837.34","8,339.02","4,109.74","4,072.96","2,226.70","2,804.73","2,069.10","2,679.22","1,445.82","1,818.62","2,072.03"
2021/4/2,679.01,"4,710.34","2,184.19","8,500.42","4,007.12","14,417.85","9,696.63","2,001.90","5,345.42","1,901.07","28,082.18","1,540.24","4,561.04","1,786.42","8,171.26","2,407.96","11,858.35","3,120.39","3,855.23","8,351.96","4,135.58","4,027.13","2,184.80","2,816.69","2,043.04","2,632.66","1,450.59","1,833.75","2,060.49"
2021/4/6,684.06,"4,765.24","2,194.81","8,614.73","3,984.80","13,853.45","9,529.68","2,001.55","5,418.27","1,910.99","27,821.77","1,552.32","4,566.86","1,800.08","8,243.69","2,410.68","11,766.38","3,122.93","3,870.98","8,400.83","4,164.06","4,036.93","2,200.30","2,851.34","2,060.94","2,665.55","1,472.30","1,839.31","2,066.03"
2021/4/7,686.75,"4,726.55","2,198.36","8,600.50","3,976.34","13,693.92","9,489.57","1,989.52","5,350.11","1,915.74","26,971.85","1,556.79","4,572.31","1,816.10","8,108.98","2,451.91","11,711.53","3,141.63","3,886.20","8,452.64","4,212.43","4,022.57","2,225.89","2,853.76","2,082.13","2,781.94","1,470.38","1,859.43","2,079.69"
2021/4/8,684.22,"4,711.72","2,209.20","8,893.69","3,945.30","13,702.32","9,496.63","1,996.92","5,340.28","1,897.26","27,356.67","1,549.02","4,564.47","1,825.35","8,026.03","2,422.39","11,879.89","3,120.75","3,895.69","8,434.45","4,264.37","4,013.70","2,172.87","2,851.89","2,043.49","2,813.14","1,461.13","1,844.92","2,053.45"
2021/4/9,685.37,"4,670.16","2,185.68","8,858.68","3,915.92","13,513.31","9,380.25","1,968.89","5,299.95","1,883.44","26,719.16","1,535.76","4,521.45","1,851.73","7,851.26","2,392.39","11,752.63","3,148.79","3,860.32","8,371.34","4,249.70","3,993.58","2,170.44","2,866.23","2,037.97","2,843.76","1,469.34","1,841.95","2,050.35"
2021/4/12,674.3,"4,586.55","2,142.73","8,703.64","3,876.80","13,247.81","9,204.49","1,943.77","5,202.26","1,859.47","26,507.42","1,495.20","4,412.76","1,848.61","7,678.00","2,353.32","11,460.74","3,121.62","3,737.39","8,208.95","4,081.50","3,982.85","2,194.23","2,766.16","2,044.15","2,874.63","1,431.85","1,817.94","2,044.74"
2021/4/13,670.67,"4,607.93","2,131.60","8,712.63","3,910.26","12,190.69","9,108.10","1,934.39","5,215.50","1,849.66","26,732.50","1,487.68","4,431.70","1,810.40","7,687.00","2,322.56","11,541.11","3,079.51","3,740.30","8,174.02","4,055.46","3,966.97","2,153.24","2,731.94","2,042.33","2,812.43","1,422.48","1,799.67","2,012.38"
2021/4/14,683.24,"4,667.40","2,149.95","8,885.56","3,872.17","13,031.53","9,250.01","1,953.06","5,315.22","1,864.24","26,997.57","1,506.47","4,494.22","1,830.90","7,903.94","2,333.36","11,601.43","3,154.02","3,796.48","8,282.95","4,157.13","3,920.43","2,148.02","2,774.14","2,044.72","2,871.04","1,438.90","1,826.90","2,029.36"
2021/4/15,675.28,"4,654.44","2,161.81","8,832.38","3,859.36","12,805.32","9,268.77","1,928.09","5,286.77","1,855.02","26,665.95","1,505.35","4,477.45","1,844.08","7,903.73","2,322.80","11,561.66","3,152.44","3,795.04","8,220.94","4,232.08","3,884.92","2,104.50","2,767.58","2,009.14","2,837.04","1,436.56","1,826.22","2,015.45"
2021/4/16,685.58,"4,713.27","2,176.33","8,822.48","3,841.41","12,937.43","9,283.39","1,940.31","5,410.52","1,885.15","27,114.64","1,520.29","4,489.34","1,888.52","7,872.98","2,353.97","11,552.23","3,188.43","3,807.36","8,311.58","4,210.85","3,894.87","2,121.51","2,804.21","2,034.08","2,855.51","1,445.38","1,847.91","2,040.24"
2021/4/19,693.7,"4,835.95","2,194.92","9,019.74","3,933.01","13,299.02","9,424.34","1,974.18","5,690.00","1,913.60","27,519.22","1,551.55","4,646.62","1,914.68","8,235.62","2,376.58","11,798.31","3,175.95","3,903.47","8,409.82","4,369.05","3,959.43","2,131.89","2,820.13","2,049.39","2,842.69","1,466.91","1,848.76","2,053.40"
2021/4/20,695.97,"4,812.85","2,194.15","9,146.12","3,990.98","13,234.64","9,369.13","1,959.04","5,636.27","1,890.03","27,697.75","1,544.24","4,607.34","1,904.71","8,265.93","2,359.44","11,837.27","3,169.38","3,918.67","8,391.87","4,337.50","3,972.13","2,133.73","2,817.96","2,036.15","2,861.19","1,464.94","1,827.45","2,039.16"
2021/4/21,692.17,"4,793.72","2,167.61","9,467.70","3,977.78","13,446.23","9,307.65","1,952.17","5,544.34","1,866.41","27,926.39","1,542.96","4,619.65","1,907.46","8,221.73","2,349.77","12,072.27","3,150.81","3,917.13","8,401.65","4,297.68","4,040.51","2,106.51","2,828.66","2,011.63","2,788.85","1,449.56","1,818.98","2,022.49"
2021/4/22,697.89,"4,806.53","2,164.19","9,783.47","3,961.54","13,344.34","9,309.54","1,946.26","5,530.15","1,891.98","27,835.15","1,541.86","4,676.53","1,931.05","8,263.35","2,343.72","12,075.59","3,136.82","3,919.56","8,463.29","4,316.48","4,002.77","2,101.46","2,843.51","2,014.57","2,846.41","1,451.46","1,822.03","2,019.85"
2021/4/23,693.25,"4,749.51","2,178.97","9,618.79","3,961.96","13,341.33","9,494.24","1,944.70","5,511.59","1,868.71","28,330.15","1,547.00","4,676.82","1,910.75","8,401.57","2,346.11","12,278.42","3,091.33","3,936.99","8,475.85","4,365.40","4,022.39","2,084.85","2,835.23","1,998.21","2,908.76","1,441.28","1,802.31","2,000.93"
2021/4/26,693.13,"4,694.89","2,195.75","9,726.29","3,883.47","13,335.62","9,243.93","1,906.23","5,479.37","1,860.23","27,794.37","1,528.22","4,667.80","1,945.36","8,236.76","2,338.80","12,270.15","3,068.64","3,945.39","8,442.50","4,390.97","3,982.79","2,060.61","2,803.23","1,963.18","2,865.79","1,433.30","1,801.29","1,985.23"
