Date,000832.CSI
2021-10-20,409.1481
2021-10-21,408.9145
2021-10-22,407.1556
2021-10-25,409.2878
2021-10-26,409.7382
2021-10-27,408.7573
2021-10-28,405.5449
2021-10-29,408.1213
2021-11-01,411.2400
2021-11-02,409.4361
2021-11-03,410.4771
2021-11-04,413.7272
2021-11-05,410.7653
2021-11-08,412.5677
2021-11-09,414.9267
2021-11-10,415.0191
2021-11-11,419.0865
2021-11-12,421.7238
2021-11-15,420.9267
2021-11-16,418.3645
2021-11-17,420.0533
2021-11-18,420.1933
2021-11-19,423.8014
2021-11-22,427.4367
2021-11-23,426.9951
2021-11-24,426.8673
2021-11-25,426.4293
2021-11-26,426.7086
2021-11-29,428.4649
2021-11-30,429.0251
2021-12-01,431.2233
2021-12-02,431.6900
2021-12-03,433.9643
2021-12-06,429.9214
2021-12-07,423.9363
2021-12-08,427.1877
2021-12-09,430.1082
2021-12-10,431.1338
2021-12-13,432.9017
2021-12-14,431.0114
2021-12-15,431.3366
2021-12-16,432.7934
2021-12-17,431.9128
2021-12-20,428.4896
2021-12-21,431.5622
2021-12-22,433.5781
2021-12-23,436.2452
2021-12-24,434.9414
2021-12-27,432.9960
2021-12-28,433.3359
2021-12-29,431.9629
2021-12-30,433.7628
2021-12-31,436.3677
2022-01-04,437.6856
2022-01-05,434.6335
2022-01-06,435.6567
2022-01-07,434.6913
2022-01-10,436.1707
2022-01-11,433.6205
2022-01-12,436.4282
2022-01-13,433.0591
2022-01-14,429.2845
2022-01-17,432.3755
2022-01-18,433.7878
2022-01-19,434.1872
2022-01-20,434.8325
2022-01-21,432.8787
2022-01-24,433.7597
2022-01-25,428.1619
2022-01-26,430.0907
2022-01-27,426.2429
2022-01-28,426.0694
2022-02-07,430.3183
2022-02-08,431.3159
2022-02-09,435.4015
2022-02-10,436.6457
2022-02-11,433.8082
2022-02-14,420.7313
2022-02-15,414.3198
2022-02-16,416.5981
2022-02-17,417.4562
2022-02-18,420.7399
2022-02-21,422.3949
2022-02-22,420.0040
2022-02-23,423.3535
2022-02-24,420.9504
2022-02-25,422.4421
2022-02-28,423.0582
2022-03-01,424.3296
2022-03-02,423.1276
2022-03-03,420.7847
2022-03-04,416.0579
2022-03-07,407.5193
2022-03-08,399.7518
2022-03-09,396.9639
2022-03-10,402.4007
2022-03-11,402.8133
2022-03-14,400.2649
2022-03-15,393.7030
2022-03-16,400.7025
2022-03-17,403.5991
2022-03-18,406.5597
2022-03-21,406.8595
2022-03-22,406.2676
2022-03-23,404.8050
2022-03-24,400.7837
2022-03-25,397.4053
2022-03-28,395.6909
2022-03-29,395.2259
2022-03-30,400.1937
2022-03-31,399.8968
2022-04-01,404.0453
2022-04-06,404.9921
2022-04-07,401.8401
2022-04-08,402.0154
2022-04-11,398.0956
2022-04-12,399.2226
2022-04-13,397.7377
2022-04-14,399.3513
2022-04-15,398.9669
2022-04-18,399.5810
2022-04-19,400.3703
2022-04-20,397.7599
2022-04-21,393.9632
2022-04-22,394.1581
2022-04-25,386.2618
2022-04-26,384.4024
2022-04-27,389.2297
2022-04-28,389.6477
2022-04-29,394.3014
2022-05-05,395.8888
2022-05-06,393.1603
2022-05-09,393.0800
2022-05-10,394.9532
2022-05-11,397.6217
2022-05-12,397.5085
2022-05-13,399.3722
2022-05-16,399.6310
2022-05-17,401.3315
2022-05-18,401.1899
2022-05-19,401.4448
2022-05-20,403.3075
2022-05-23,404.2005
2022-05-24,399.2585
2022-05-25,401.1466
2022-05-26,402.2168
2022-05-27,402.3282
2022-05-30,402.1952
2022-05-31,403.1963
2022-06-01,402.7951
2022-06-02,403.5181
2022-06-06,406.3201
2022-06-07,406.8732
2022-06-08,407.5104
2022-06-09,406.9543
2022-06-10,409.4418
2022-06-13,409.0891
2022-06-14,408.8587
2022-06-15,411.3642
2022-06-16,411.8660
2022-06-17,413.3896
2022-06-20,412.0419
2022-06-21,410.8232
2022-06-22,410.2143
2022-06-23,412.2392
2022-06-24,414.4138
2022-06-27,417.4592
2022-06-28,419.8248
2022-06-29,416.4942
2022-06-30,418.6170
2022-07-01,418.6406
2022-07-04,420.8635
2022-07-05,420.5646
2022-07-06,417.5138
2022-07-07,419.5823
2022-07-08,419.3863
2022-07-11,416.4564
2022-07-12,414.5286
2022-07-13,415.2287
2022-07-14,416.9173
2022-07-15,416.1316
2022-07-18,418.8194
2022-07-19,419.2011
2022-07-20,420.5902
2022-07-21,419.5059
2022-07-22,418.4538
2022-07-25,416.9502
2022-07-26,419.5813
2022-07-27,421.4900
2022-07-28,422.5464
2022-07-29,422.9247
2022-08-01,424.4402
2022-08-02,421.6549
2022-08-03,419.6601
2022-08-04,420.4410
2022-08-05,421.5039
2022-08-08,423.8475
2022-08-09,424.3731
2022-08-10,423.8626
2022-08-11,426.2118
2022-08-12,426.4162
2022-08-15,428.4528
2022-08-16,429.7659
2022-08-17,430.6816
2022-08-18,427.7748
2022-08-19,425.1634
2022-08-22,426.8068
2022-08-23,427.0321
2022-08-24,420.9776
2022-08-25,419.4857
2022-08-26,419.1324
2022-08-29,417.6934
2022-08-30,416.7433
2022-08-31,412.2234
2022-09-01,411.7775
2022-09-02,413.6731
2022-09-05,415.5212
2022-09-06,419.3734
2022-09-07,420.5104
2022-09-08,418.3729
2022-09-09,418.5609
2022-09-13,418.6842
2022-09-14,416.9549
2022-09-15,413.6570
2022-09-16,410.1609
2022-09-19,409.2213
2022-09-20,410.6589
2022-09-21,411.6950
2022-09-22,410.7355
2022-09-23,408.6401
2022-09-26,406.6593
2022-09-27,408.1627
2022-09-28,404.8865
2022-09-29,403.3001
2022-09-30,402.6447
2022-10-10,400.6383
2022-10-11,402.3736
2022-10-12,406.8355
2022-10-13,407.6874
2022-10-14,411.0757
2022-10-17,410.9743
2022-10-18,410.8420
2022-10-19,409.2211
2022-10-20,406.8133
2022-10-21,406.6151
2022-10-24,402.7479
2022-10-25,401.3000
2022-10-26,403.1510
2022-10-27,403.4029
2022-10-28,399.5263
2022-10-31,397.2372
2022-11-01,400.7793
2022-11-02,403.7333
2022-11-03,403.7089
2022-11-04,408.8129
2022-11-07,407.9142
2022-11-08,406.6735
2022-11-09,406.1457
2022-11-10,404.7941
2022-11-11,408.3300
2022-11-14,406.3931
2022-11-15,407.4536
2022-11-16,403.4062
2022-11-17,399.6884
2022-11-18,398.2456
2022-11-21,398.2705
2022-11-22,397.8833
2022-11-23,398.3466
2022-11-24,399.8299
2022-11-25,400.6546
2022-11-28,399.0286
2022-11-29,403.6187
2022-11-30,404.2941
2022-12-01,406.5139
2022-12-02,406.5625
2022-12-05,408.7635
2022-12-06,408.1643
2022-12-07,405.9507
2022-12-08,404.6151
2022-12-09,404.8792
2022-12-12,403.2482
2022-12-13,400.3256
2022-12-14,398.6553
2022-12-15,398.7310
2022-12-16,396.3888
2022-12-19,392.9201
2022-12-20,391.2334
2022-12-21,391.1206
2022-12-22,389.4211
2022-12-23,388.4608
2022-12-26,391.3414
2022-12-27,394.8820
2022-12-28,393.6698
2022-12-29,392.0222
2022-12-30,392.6582
2023-01-03,394.5990
2023-01-04,396.1273
2023-01-05,399.4735
2023-01-06,400.9627
2023-01-09,401.8822
2023-01-10,400.8242
2023-01-11,400.3899
2023-01-12,401.0479
2023-01-13,401.6989
2023-01-16,404.4811
2023-01-17,405.9379
2023-01-18,406.9639
2023-01-19,407.9904
2023-01-20,410.1295
2023-01-30,410.5912
2023-01-31,409.2832
2023-02-01,411.6621
2023-02-02,412.3436
2023-02-03,410.8728
2023-02-06,407.3804
2023-02-07,408.2914
2023-02-08,407.5322
2023-02-09,409.9969
2023-02-10,409.6174
2023-02-13,410.2951
2023-02-14,410.2251
2023-02-15,408.7006
2023-02-16,405.9363
2023-02-17,402.9450
2023-02-20,406.4941
2023-02-21,407.4221
2023-02-22,406.9505
2023-02-23,406.7288
2023-02-24,405.5517
2023-02-27,404.3695
2023-02-28,404.8567
2023-03-01,407.3083
2023-03-02,407.0891
2023-03-03,407.8090
2023-03-06,407.9561
2023-03-07,405.5409
2023-03-08,404.8263
2023-03-09,404.9070
2023-03-10,402.8951
2023-03-13,403.8239
2023-03-14,403.2966
2023-03-15,404.2991
2023-03-16,402.0850
2023-03-17,403.0847
